commodity,year,stock_date,stock_month,reference_period_desc,agg_level,state_alpha,state_name,stocks_bu,stocks_mbu,load_time
SOYBEANS,2022,2022-06-01,6,FIRST OF JUN,STATE,DE,DELAWARE,,,2024-01-09 15:00:00
SOYBEANS,2022,2022-09-01,9,FIRST OF SEP,STATE,DE,DELAWARE,,,2024-01-09 15:00:00
SOYBEANS,2022,2022-12-01,12,FIRST OF DEC,STATE,DE,DELAWARE,,,2024-01-09 15:00:00
SOYBEANS,2023,2023-03-01,3,FIRST OF MAR,STATE,DE,DELAWARE,,,2024-01-09 15:00:00
SOYBEANS,2023,2023-06-01,6,FIRST OF JUN,STATE,DE,DELAWARE,,,2024-01-09 15:00:00
SOYBEANS,2023,2023-09-01,9,FIRST OF SEP,STATE,DE,DELAWARE,,,2024-01-09 15:00:00
SOYBEANS,2023,2023-12-01,12,FIRST OF DEC,STATE,DE,DELAWARE,,,2025-01-10 12:00:00
SOYBEANS,2024,2024-03-01,3,FIRST OF MAR,STATE,DE,DELAWARE,,,2025-01-10 12:00:00
SOYBEANS,2024,2024-06-01,6,FIRST OF JUN,STATE,DE,DELAWARE,,,2025-01-10 12:00:00
SOYBEANS,2024,2024-09-01,9,FIRST OF SEP,STATE,DE,DELAWARE,,,2025-01-10 12:00:00
SOYBEANS,2024,2024-12-01,12,FIRST OF DEC,STATE,DE,DELAWARE,,,2026-01-12 12:00:00
SOYBEANS,2025,2025-03-01,3,FIRST OF MAR,STATE,DE,DELAWARE,,,2026-01-12 12:00:00
SOYBEANS,2025,2025-06-01,6,FIRST OF JUN,STATE,DE,DELAWARE,,,2026-01-12 12:00:00
SOYBEANS,2025,2025-09-01,9,FIRST OF SEP,STATE,DE,DELAWARE,,,2026-01-12 12:00:00
SOYBEANS,2025,2025-12-01,12,FIRST OF DEC,STATE,DE,DELAWARE,,,2026-03-31 12:00:00
SOYBEANS,2026,2026-03-01,3,FIRST OF MAR,STATE,DE,DELAWARE,,,2026-03-31 12:00:00
SOYBEANS,2015,2015-03-01,3,FIRST OF MAR,STATE,FL,FLORIDA,,,2019-02-06 15:00:06
SOYBEANS,2015,2015-06-01,6,FIRST OF JUN,STATE,FL,FLORIDA,,,2019-02-06 15:00:06
SOYBEANS,2015,2015-09-01,9,FIRST OF SEP,STATE,FL,FLORIDA,,,2019-02-06 15:00:06
SOYBEANS,2015,2015-12-01,12,FIRST OF DEC,STATE,FL,FLORIDA,,,2019-02-06 15:00:06
SOYBEANS,2016,2016-03-01,3,FIRST OF MAR,STATE,FL,FLORIDA,,,2019-02-06 15:00:06
SOYBEANS,2016,2016-06-01,6,FIRST OF JUN,STATE,FL,FLORIDA,,,2019-02-06 15:00:06
SOYBEANS,2016,2016-09-01,9,FIRST OF SEP,STATE,FL,FLORIDA,,,2019-02-06 15:00:06
SOYBEANS,2016,2016-12-01,12,FIRST OF DEC,STATE,FL,FLORIDA,,,2019-02-06 15:00:06
SOYBEANS,2017,2017-03-01,3,FIRST OF MAR,STATE,FL,FLORIDA,,,2019-02-06 15:00:06
SOYBEANS,2017,2017-06-01,6,FIRST OF JUN,STATE,FL,FLORIDA,,,2019-02-06 15:00:06
SOYBEANS,2017,2017-09-01,9,FIRST OF SEP,STATE,FL,FLORIDA,,,2019-02-06 15:00:06
SOYBEANS,2017,2017-12-01,12,FIRST OF DEC,STATE,FL,FLORIDA,,,2019-02-06 15:00:06
SOYBEANS,2018,2018-03-01,3,FIRST OF MAR,STATE,FL,FLORIDA,,,2019-02-06 15:00:06
SOYBEANS,2018,2018-06-01,6,FIRST OF JUN,STATE,FL,FLORIDA,,,2019-02-06 15:00:06
SOYBEANS,2018,2018-09-01,9,FIRST OF SEP,STATE,FL,FLORIDA,,,2019-02-06 15:00:06
SOYBEANS,2018,2018-12-01,12,FIRST OF DEC,STATE,FL,FLORIDA,,,2024-01-09 15:00:00
SOYBEANS,2019,2019-03-01,3,FIRST OF MAR,STATE,FL,FLORIDA,,,2024-01-09 15:00:00
SOYBEANS,2019,2019-06-01,6,FIRST OF JUN,STATE,FL,FLORIDA,,,2024-01-09 15:00:00
SOYBEANS,2019,2019-09-01,9,FIRST OF SEP,STATE,FL,FLORIDA,,,2024-01-09 15:00:00
SOYBEANS,2019,2019-12-01,12,FIRST OF DEC,STATE,FL,FLORIDA,,,2024-01-09 15:00:00
SOYBEANS,2020,2020-03-01,3,FIRST OF MAR,STATE,FL,FLORIDA,,,2024-01-09 15:00:00
SOYBEANS,2020,2020-06-01,6,FIRST OF JUN,STATE,FL,FLORIDA,,,2024-01-09 15:00:00
SOYBEANS,2020,2020-09-01,9,FIRST OF SEP,STATE,FL,FLORIDA,,,2024-01-09 15:00:00
SOYBEANS,2020,2020-12-01,12,FIRST OF DEC,STATE,FL,FLORIDA,,,2024-01-09 15:00:00
SOYBEANS,2021,2021-03-01,3,FIRST OF MAR,STATE,FL,FLORIDA,,,2024-01-09 15:00:00
SOYBEANS,2021,2021-06-01,6,FIRST OF JUN,STATE,FL,FLORIDA,,,2024-01-09 15:00:00
SOYBEANS,2021,2021-09-01,9,FIRST OF SEP,STATE,FL,FLORIDA,,,2024-01-09 15:00:00
SOYBEANS,2021,2021-12-01,12,FIRST OF DEC,STATE,FL,FLORIDA,,,2024-01-09 15:00:00
SOYBEANS,2022,2022-03-01,3,FIRST OF MAR,STATE,FL,FLORIDA,,,2024-01-09 15:00:00
SOYBEANS,2022,2022-06-01,6,FIRST OF JUN,STATE,FL,FLORIDA,,,2024-01-09 15:00:00
SOYBEANS,2022,2022-09-01,9,FIRST OF SEP,STATE,FL,FLORIDA,,,2024-01-09 15:00:00
SOYBEANS,2022,2022-12-01,12,FIRST OF DEC,STATE,FL,FLORIDA,,,2024-01-09 15:00:00
SOYBEANS,2023,2023-03-01,3,FIRST OF MAR,STATE,FL,FLORIDA,,,2024-01-09 15:00:00
SOYBEANS,2023,2023-06-01,6,FIRST OF JUN,STATE,FL,FLORIDA,,,2024-01-09 15:00:00
SOYBEANS,2023,2023-09-01,9,FIRST OF SEP,STATE,FL,FLORIDA,,,2024-01-09 15:00:00
SOYBEANS,2023,2023-12-01,12,FIRST OF DEC,STATE,FL,FLORIDA,,,2025-01-10 12:00:00
SOYBEANS,2024,2024-03-01,3,FIRST OF MAR,STATE,FL,FLORIDA,,,2025-01-10 12:00:00
SOYBEANS,2024,2024-06-01,6,FIRST OF JUN,STATE,FL,FLORIDA,,,2025-01-10 12:00:00
SOYBEANS,2024,2024-09-01,9,FIRST OF SEP,STATE,FL,FLORIDA,,,2025-01-10 12:00:00
SOYBEANS,2024,2024-12-01,12,FIRST OF DEC,STATE,FL,FLORIDA,,,2026-01-12 12:00:00
SOYBEANS,2025,2025-03-01,3,FIRST OF MAR,STATE,FL,FLORIDA,,,2026-01-12 12:00:00
SOYBEANS,2025,2025-06-01,6,FIRST OF JUN,STATE,FL,FLORIDA,,,2026-01-12 12:00:00
SOYBEANS,2025,2025-09-01,9,FIRST OF SEP,STATE,FL,FLORIDA,,,2026-01-12 12:00:00
SOYBEANS,2025,2025-12-01,12,FIRST OF DEC,STATE,FL,FLORIDA,,,2026-03-31 12:00:00
SOYBEANS,2026,2026-03-01,3,FIRST OF MAR,STATE,FL,FLORIDA,,,2026-03-31 12:00:00
SOYBEANS,2015,2015-03-01,3,FIRST OF MAR,STATE,GA,GEORGIA,,,2019-02-06 15:00:06
SOYBEANS,2015,2015-06-01,6,FIRST OF JUN,STATE,GA,GEORGIA,,,2019-02-06 15:00:06
SOYBEANS,2015,2015-09-01,9,FIRST OF SEP,STATE,GA,GEORGIA,,,2019-02-06 15:00:06
SOYBEANS,2015,2015-12-01,12,FIRST OF DEC,STATE,GA,GEORGIA,,,2019-02-06 15:00:06
SOYBEANS,2016,2016-03-01,3,FIRST OF MAR,STATE,GA,GEORGIA,,,2019-02-06 15:00:06
SOYBEANS,2016,2016-06-01,6,FIRST OF JUN,STATE,GA,GEORGIA,,,2019-02-06 15:00:06
SOYBEANS,2016,2016-09-01,9,FIRST OF SEP,STATE,GA,GEORGIA,,,2019-02-06 15:00:06
SOYBEANS,2016,2016-12-01,12,FIRST OF DEC,STATE,GA,GEORGIA,,,2019-02-06 15:00:06
SOYBEANS,2017,2017-03-01,3,FIRST OF MAR,STATE,GA,GEORGIA,,,2019-02-06 15:00:06
SOYBEANS,2017,2017-06-01,6,FIRST OF JUN,STATE,GA,GEORGIA,,,2019-02-06 15:00:06
SOYBEANS,2017,2017-09-01,9,FIRST OF SEP,STATE,GA,GEORGIA,,,2019-02-06 15:00:06
SOYBEANS,2017,2017-12-01,12,FIRST OF DEC,STATE,GA,GEORGIA,,,2019-02-06 15:00:06
SOYBEANS,2018,2018-03-01,3,FIRST OF MAR,STATE,GA,GEORGIA,,,2019-02-06 15:00:06
SOYBEANS,2018,2018-06-01,6,FIRST OF JUN,STATE,GA,GEORGIA,,,2019-02-06 15:00:06
SOYBEANS,2018,2018-09-01,9,FIRST OF SEP,STATE,GA,GEORGIA,,,2019-02-06 15:00:06
SOYBEANS,2018,2018-12-01,12,FIRST OF DEC,STATE,GA,GEORGIA,,,2024-01-09 15:00:00
SOYBEANS,2019,2019-03-01,3,FIRST OF MAR,STATE,GA,GEORGIA,,,2024-01-09 15:00:00
SOYBEANS,2019,2019-06-01,6,FIRST OF JUN,STATE,GA,GEORGIA,,,2024-01-09 15:00:00
SOYBEANS,2019,2019-09-01,9,FIRST OF SEP,STATE,GA,GEORGIA,,,2024-01-09 15:00:00
SOYBEANS,2019,2019-12-01,12,FIRST OF DEC,STATE,GA,GEORGIA,,,2024-01-09 15:00:00
SOYBEANS,2020,2020-03-01,3,FIRST OF MAR,STATE,GA,GEORGIA,,,2024-01-09 15:00:00
SOYBEANS,2020,2020-06-01,6,FIRST OF JUN,STATE,GA,GEORGIA,,,2024-01-09 15:00:00
SOYBEANS,2020,2020-09-01,9,FIRST OF SEP,STATE,GA,GEORGIA,,,2024-01-09 15:00:00
SOYBEANS,2020,2020-12-01,12,FIRST OF DEC,STATE,GA,GEORGIA,,,2024-01-09 15:00:00
SOYBEANS,2021,2021-03-01,3,FIRST OF MAR,STATE,GA,GEORGIA,,,2024-01-09 15:00:00
SOYBEANS,2021,2021-06-01,6,FIRST OF JUN,STATE,GA,GEORGIA,,,2024-01-09 15:00:00
SOYBEANS,2021,2021-09-01,9,FIRST OF SEP,STATE,GA,GEORGIA,,,2024-01-09 15:00:00
SOYBEANS,2021,2021-12-01,12,FIRST OF DEC,STATE,GA,GEORGIA,,,2024-01-09 15:00:00
SOYBEANS,2022,2022-03-01,3,FIRST OF MAR,STATE,GA,GEORGIA,,,2024-01-09 15:00:00
SOYBEANS,2022,2022-06-01,6,FIRST OF JUN,STATE,GA,GEORGIA,,,2024-01-09 15:00:00
SOYBEANS,2022,2022-09-01,9,FIRST OF SEP,STATE,GA,GEORGIA,,,2024-01-09 15:00:00
SOYBEANS,2022,2022-12-01,12,FIRST OF DEC,STATE,GA,GEORGIA,,,2024-01-09 15:00:00
SOYBEANS,2023,2023-03-01,3,FIRST OF MAR,STATE,GA,GEORGIA,,,2024-01-09 15:00:00
SOYBEANS,2023,2023-06-01,6,FIRST OF JUN,STATE,GA,GEORGIA,,,2024-01-09 15:00:00
SOYBEANS,2023,2023-09-01,9,FIRST OF SEP,STATE,GA,GEORGIA,,,2024-01-09 15:00:00
SOYBEANS,2023,2023-12-01,12,FIRST OF DEC,STATE,GA,GEORGIA,,,2025-01-10 12:00:00
SOYBEANS,2024,2024-03-01,3,FIRST OF MAR,STATE,GA,GEORGIA,,,2025-01-10 12:00:00
SOYBEANS,2024,2024-06-01,6,FIRST OF JUN,STATE,GA,GEORGIA,,,2025-01-10 12:00:00
SOYBEANS,2024,2024-09-01,9,FIRST OF SEP,STATE,GA,GEORGIA,,,2025-01-10 12:00:00
SOYBEANS,2024,2024-12-01,12,FIRST OF DEC,STATE,GA,GEORGIA,,,2026-01-12 12:00:00
SOYBEANS,2025,2025-03-01,3,FIRST OF MAR,STATE,GA,GEORGIA,,,2026-01-12 12:00:00
SOYBEANS,2025,2025-06-01,6,FIRST OF JUN,STATE,GA,GEORGIA,,,2026-01-12 12:00:00
SOYBEANS,2025,2025-09-01,9,FIRST OF SEP,STATE,GA,GEORGIA,,,2026-01-12 12:00:00
SOYBEANS,2025,2025-12-01,12,FIRST OF DEC,STATE,GA,GEORGIA,,,2026-03-31 12:00:00
SOYBEANS,2026,2026-03-01,3,FIRST OF MAR,STATE,GA,GEORGIA,,,2026-03-31 12:00:00
SOYBEANS,2015,2015-03-01,3,FIRST OF MAR,STATE,IA,IOWA,257691000.0,257.691,2019-02-06 15:00:06
SOYBEANS,2015,2015-06-01,6,FIRST OF JUN,STATE,IA,IOWA,125505000.0,125.505,2019-02-06 15:00:06
SOYBEANS,2015,2015-09-01,9,FIRST OF SEP,STATE,IA,IOWA,37265000.0,37.265,2019-02-06 15:00:06
SOYBEANS,2015,2015-12-01,12,FIRST OF DEC,STATE,IA,IOWA,455673000.0,455.673,2019-02-06 15:00:06
SOYBEANS,2016,2016-03-01,3,FIRST OF MAR,STATE,IA,IOWA,328475000.0,328.475,2019-02-06 15:00:06
SOYBEANS,2016,2016-06-01,6,FIRST OF JUN,STATE,IA,IOWA,183673000.0,183.673,2019-02-06 15:00:06
SOYBEANS,2016,2016-09-01,9,FIRST OF SEP,STATE,IA,IOWA,36541000.0,36.541,2019-02-06 15:00:06
SOYBEANS,2016,2016-12-01,12,FIRST OF DEC,STATE,IA,IOWA,457767000.0,457.767,2019-02-06 15:00:06
SOYBEANS,2017,2017-03-01,3,FIRST OF MAR,STATE,IA,IOWA,309614000.0,309.614,2019-02-06 15:00:06
SOYBEANS,2017,2017-06-01,6,FIRST OF JUN,STATE,IA,IOWA,177472000.0,177.472,2019-02-06 15:00:06
SOYBEANS,2017,2017-09-01,9,FIRST OF SEP,STATE,IA,IOWA,53075000.0,53.075,2019-02-06 15:00:06
SOYBEANS,2017,2017-12-01,12,FIRST OF DEC,STATE,IA,IOWA,487498000.0,487.498,2019-02-06 15:00:06
SOYBEANS,2018,2018-03-01,3,FIRST OF MAR,STATE,IA,IOWA,365619000.0,365.619,2019-02-06 15:00:06
SOYBEANS,2018,2018-06-01,6,FIRST OF JUN,STATE,IA,IOWA,219578000.0,219.578,2019-02-06 15:00:06
SOYBEANS,2018,2018-09-01,9,FIRST OF SEP,STATE,IA,IOWA,87866000.0,87.866,2019-02-06 15:00:06
SOYBEANS,2018,2018-12-01,12,FIRST OF DEC,STATE,IA,IOWA,527503000.0,527.503,2024-01-09 15:00:00
SOYBEANS,2019,2019-03-01,3,FIRST OF MAR,STATE,IA,IOWA,420241000.0,420.241,2024-01-09 15:00:00
SOYBEANS,2019,2019-06-01,6,FIRST OF JUN,STATE,IA,IOWA,301665000.0,301.665,2024-01-09 15:00:00
SOYBEANS,2019,2019-09-01,9,FIRST OF SEP,STATE,IA,IOWA,163931000.0,163.931,2024-01-09 15:00:00
SOYBEANS,2019,2019-12-01,12,FIRST OF DEC,STATE,IA,IOWA,513162000.0,513.162,2024-01-09 15:00:00
SOYBEANS,2020,2020-03-01,3,FIRST OF MAR,STATE,IA,IOWA,402986000.0,402.986,2024-01-09 15:00:00
SOYBEANS,2020,2020-06-01,6,FIRST OF JUN,STATE,IA,IOWA,280905000.0,280.905,2024-01-09 15:00:00
SOYBEANS,2020,2020-09-01,9,FIRST OF SEP,STATE,IA,IOWA,103231000.0,103.231,2024-01-09 15:00:00
SOYBEANS,2020,2020-12-01,12,FIRST OF DEC,STATE,IA,IOWA,406344000.0,406.344,2024-01-09 15:00:00
SOYBEANS,2021,2021-03-01,3,FIRST OF MAR,STATE,IA,IOWA,254946000.0,254.946,2024-01-09 15:00:00
SOYBEANS,2021,2021-06-01,6,FIRST OF JUN,STATE,IA,IOWA,136533000.0,136.533,2024-01-09 15:00:00
SOYBEANS,2021,2021-09-01,9,FIRST OF SEP,STATE,IA,IOWA,42096000.0,42.096,2024-01-09 15:00:00
SOYBEANS,2021,2021-12-01,12,FIRST OF DEC,STATE,IA,IOWA,532480000.0,532.48,2024-01-09 15:00:00
SOYBEANS,2022,2022-03-01,3,FIRST OF MAR,STATE,IA,IOWA,377799000.0,377.799,2024-01-09 15:00:00
SOYBEANS,2022,2022-06-01,6,FIRST OF JUN,STATE,IA,IOWA,207483000.0,207.483,2024-01-09 15:00:00
SOYBEANS,2022,2022-09-01,9,FIRST OF SEP,STATE,IA,IOWA,51548000.0,51.548,2024-01-09 15:00:00
SOYBEANS,2022,2022-12-01,12,FIRST OF DEC,STATE,IA,IOWA,481289000.0,481.289,2024-01-09 15:00:00
SOYBEANS,2023,2023-03-01,3,FIRST OF MAR,STATE,IA,IOWA,301416000.0,301.416,2024-01-09 15:00:00
SOYBEANS,2023,2023-06-01,6,FIRST OF JUN,STATE,IA,IOWA,142879000.0,142.879,2024-01-09 15:00:00
SOYBEANS,2023,2023-09-01,9,FIRST OF SEP,STATE,IA,IOWA,47640000.0,47.64,2024-01-09 15:00:00
SOYBEANS,2023,2023-12-01,12,FIRST OF DEC,STATE,IA,IOWA,459648000.0,459.648,2025-01-10 12:00:00
SOYBEANS,2024,2024-03-01,3,FIRST OF MAR,STATE,IA,IOWA,313023000.0,313.023,2025-01-10 12:00:00
SOYBEANS,2024,2024-06-01,6,FIRST OF JUN,STATE,IA,IOWA,174911000.0,174.911,2025-01-10 12:00:00
SOYBEANS,2024,2024-09-01,9,FIRST OF SEP,STATE,IA,IOWA,73337000.0,73.337,2025-01-10 12:00:00
SOYBEANS,2024,2024-12-01,12,FIRST OF DEC,STATE,IA,IOWA,506550000.0,506.55,2026-01-12 12:00:00
SOYBEANS,2025,2025-03-01,3,FIRST OF MAR,STATE,IA,IOWA,359894000.0,359.894,2026-01-12 12:00:00
SOYBEANS,2025,2025-06-01,6,FIRST OF JUN,STATE,IA,IOWA,183159000.0,183.159,2026-01-12 12:00:00
SOYBEANS,2025,2025-09-01,9,FIRST OF SEP,STATE,IA,IOWA,61003000.0,61.003,2026-01-12 12:00:00
SOYBEANS,2025,2025-12-01,12,FIRST OF DEC,STATE,IA,IOWA,522086000.0,522.086,2026-03-31 12:00:00
SOYBEANS,2026,2026-03-01,3,FIRST OF MAR,STATE,IA,IOWA,358351000.0,358.351,2026-03-31 12:00:00
SOYBEANS,2015,2015-03-01,3,FIRST OF MAR,STATE,ID,IDAHO,,,2019-02-06 15:00:06
SOYBEANS,2015,2015-06-01,6,FIRST OF JUN,STATE,ID,IDAHO,,,2019-02-06 15:00:06
SOYBEANS,2015,2015-09-01,9,FIRST OF SEP,STATE,ID,IDAHO,,,2019-02-06 15:00:06
SOYBEANS,2015,2015-12-01,12,FIRST OF DEC,STATE,ID,IDAHO,,,2019-02-06 15:00:06
SOYBEANS,2016,2016-03-01,3,FIRST OF MAR,STATE,ID,IDAHO,,,2019-02-06 15:00:06
SOYBEANS,2016,2016-06-01,6,FIRST OF JUN,STATE,ID,IDAHO,,,2019-02-06 15:00:06
SOYBEANS,2016,2016-09-01,9,FIRST OF SEP,STATE,ID,IDAHO,,,2019-02-06 15:00:06
SOYBEANS,2016,2016-12-01,12,FIRST OF DEC,STATE,ID,IDAHO,,,2019-02-06 15:00:06
SOYBEANS,2017,2017-03-01,3,FIRST OF MAR,STATE,ID,IDAHO,,,2019-02-06 15:00:06
SOYBEANS,2017,2017-06-01,6,FIRST OF JUN,STATE,ID,IDAHO,,,2019-02-06 15:00:06
SOYBEANS,2017,2017-09-01,9,FIRST OF SEP,STATE,ID,IDAHO,,,2019-02-06 15:00:06
SOYBEANS,2017,2017-12-01,12,FIRST OF DEC,STATE,ID,IDAHO,,,2019-02-06 15:00:06
SOYBEANS,2018,2018-03-01,3,FIRST OF MAR,STATE,ID,IDAHO,,,2019-02-06 15:00:06
SOYBEANS,2018,2018-06-01,6,FIRST OF JUN,STATE,ID,IDAHO,,,2019-02-06 15:00:06
SOYBEANS,2018,2018-09-01,9,FIRST OF SEP,STATE,ID,IDAHO,,,2019-02-06 15:00:06
SOYBEANS,2018,2018-12-01,12,FIRST OF DEC,STATE,ID,IDAHO,,,2024-01-09 15:00:00
SOYBEANS,2019,2019-03-01,3,FIRST OF MAR,STATE,ID,IDAHO,,,2024-01-09 15:00:00
SOYBEANS,2019,2019-06-01,6,FIRST OF JUN,STATE,ID,IDAHO,,,2024-01-09 15:00:00
SOYBEANS,2019,2019-09-01,9,FIRST OF SEP,STATE,ID,IDAHO,,,2024-01-09 15:00:00
SOYBEANS,2019,2019-12-01,12,FIRST OF DEC,STATE,ID,IDAHO,,,2024-01-09 15:00:00
SOYBEANS,2020,2020-03-01,3,FIRST OF MAR,STATE,ID,IDAHO,,,2024-01-09 15:00:00
SOYBEANS,2020,2020-06-01,6,FIRST OF JUN,STATE,ID,IDAHO,,,2024-01-09 15:00:00
SOYBEANS,2020,2020-09-01,9,FIRST OF SEP,STATE,ID,IDAHO,,,2024-01-09 15:00:00
SOYBEANS,2020,2020-12-01,12,FIRST OF DEC,STATE,ID,IDAHO,,,2024-01-09 15:00:00
SOYBEANS,2021,2021-03-01,3,FIRST OF MAR,STATE,ID,IDAHO,,,2024-01-09 15:00:00
SOYBEANS,2021,2021-06-01,6,FIRST OF JUN,STATE,ID,IDAHO,,,2024-01-09 15:00:00
SOYBEANS,2021,2021-09-01,9,FIRST OF SEP,STATE,ID,IDAHO,,,2024-01-09 15:00:00
SOYBEANS,2021,2021-12-01,12,FIRST OF DEC,STATE,ID,IDAHO,,,2024-01-09 15:00:00
SOYBEANS,2022,2022-03-01,3,FIRST OF MAR,STATE,ID,IDAHO,,,2024-01-09 15:00:00
SOYBEANS,2022,2022-06-01,6,FIRST OF JUN,STATE,ID,IDAHO,,,2024-01-09 15:00:00
SOYBEANS,2022,2022-09-01,9,FIRST OF SEP,STATE,ID,IDAHO,,,2024-01-09 15:00:00
SOYBEANS,2022,2022-12-01,12,FIRST OF DEC,STATE,ID,IDAHO,,,2024-01-09 15:00:00
SOYBEANS,2023,2023-03-01,3,FIRST OF MAR,STATE,ID,IDAHO,,,2024-01-09 15:00:00
SOYBEANS,2023,2023-06-01,6,FIRST OF JUN,STATE,ID,IDAHO,,,2024-01-09 15:00:00
SOYBEANS,2023,2023-09-01,9,FIRST OF SEP,STATE,ID,IDAHO,,,2024-01-09 15:00:00
SOYBEANS,2023,2023-12-01,12,FIRST OF DEC,STATE,ID,IDAHO,,,2025-01-10 12:00:00
SOYBEANS,2024,2024-03-01,3,FIRST OF MAR,STATE,ID,IDAHO,,,2025-01-10 12:00:00
SOYBEANS,2024,2024-06-01,6,FIRST OF JUN,STATE,ID,IDAHO,,,2025-01-10 12:00:00
SOYBEANS,2024,2024-09-01,9,FIRST OF SEP,STATE,ID,IDAHO,,,2025-01-10 12:00:00
SOYBEANS,2024,2024-12-01,12,FIRST OF DEC,STATE,ID,IDAHO,,,2026-01-12 12:00:00
SOYBEANS,2025,2025-03-01,3,FIRST OF MAR,STATE,ID,IDAHO,,,2026-01-12 12:00:00
SOYBEANS,2025,2025-06-01,6,FIRST OF JUN,STATE,ID,IDAHO,,,2026-01-12 12:00:00
SOYBEANS,2025,2025-09-01,9,FIRST OF SEP,STATE,ID,IDAHO,,,2026-01-12 12:00:00
SOYBEANS,2025,2025-12-01,12,FIRST OF DEC,STATE,ID,IDAHO,,,2026-03-31 12:00:00
SOYBEANS,2026,2026-03-01,3,FIRST OF MAR,STATE,ID,IDAHO,,,2026-03-31 12:00:00
SOYBEANS,2015,2015-03-01,3,FIRST OF MAR,STATE,IL,ILLINOIS,198751000.0,198.751,2019-02-06 15:00:06
SOYBEANS,2015,2015-06-01,6,FIRST OF JUN,STATE,IL,ILLINOIS,93519000.0,93.519,2019-02-06 15:00:06
SOYBEANS,2015,2015-09-01,9,FIRST OF SEP,STATE,IL,ILLINOIS,28219000.0,28.219,2019-02-06 15:00:06
SOYBEANS,2015,2015-12-01,12,FIRST OF DEC,STATE,IL,ILLINOIS,453801000.0,453.801,2019-02-06 15:00:06
SOYBEANS,2016,2016-03-01,3,FIRST OF MAR,STATE,IL,ILLINOIS,239494000.0,239.494,2019-02-06 15:00:06
SOYBEANS,2016,2016-06-01,6,FIRST OF JUN,STATE,IL,ILLINOIS,139631000.0,139.631,2019-02-06 15:00:06
SOYBEANS,2016,2016-09-01,9,FIRST OF SEP,STATE,IL,ILLINOIS,27524000.0,27.524,2019-02-06 15:00:06
SOYBEANS,2016,2016-12-01,12,FIRST OF DEC,STATE,IL,ILLINOIS,482342000.0,482.342,2019-02-06 15:00:06
SOYBEANS,2017,2017-03-01,3,FIRST OF MAR,STATE,IL,ILLINOIS,277046000.0,277.046,2019-02-06 15:00:06
SOYBEANS,2017,2017-06-01,6,FIRST OF JUN,STATE,IL,ILLINOIS,164933000.0,164.933,2019-02-06 15:00:06
SOYBEANS,2017,2017-09-01,9,FIRST OF SEP,STATE,IL,ILLINOIS,38564000.0,38.564,2019-02-06 15:00:06
SOYBEANS,2017,2017-12-01,12,FIRST OF DEC,STATE,IL,ILLINOIS,510377000.0,510.377,2019-02-06 15:00:06
SOYBEANS,2018,2018-03-01,3,FIRST OF MAR,STATE,IL,ILLINOIS,374960000.0,374.96,2019-02-06 15:00:06
SOYBEANS,2018,2018-06-01,6,FIRST OF JUN,STATE,IL,ILLINOIS,249979000.0,249.979,2019-02-06 15:00:06
SOYBEANS,2018,2018-09-01,9,FIRST OF SEP,STATE,IL,ILLINOIS,86196000.0,86.196,2019-02-06 15:00:06
SOYBEANS,2018,2018-12-01,12,FIRST OF DEC,STATE,IL,ILLINOIS,669369000.0,669.369,2024-01-09 15:00:00
SOYBEANS,2019,2019-03-01,3,FIRST OF MAR,STATE,IL,ILLINOIS,491983000.0,491.983,2024-01-09 15:00:00
SOYBEANS,2019,2019-06-01,6,FIRST OF JUN,STATE,IL,ILLINOIS,320730000.0,320.73,2024-01-09 15:00:00
SOYBEANS,2019,2019-09-01,9,FIRST OF SEP,STATE,IL,ILLINOIS,192980000.0,192.98,2024-01-09 15:00:00
SOYBEANS,2019,2019-12-01,12,FIRST OF DEC,STATE,IL,ILLINOIS,587460000.0,587.46,2024-01-09 15:00:00
SOYBEANS,2020,2020-03-01,3,FIRST OF MAR,STATE,IL,ILLINOIS,385384000.0,385.384,2024-01-09 15:00:00
SOYBEANS,2020,2020-06-01,6,FIRST OF JUN,STATE,IL,ILLINOIS,217269000.0,217.269,2024-01-09 15:00:00
SOYBEANS,2020,2020-09-01,9,FIRST OF SEP,STATE,IL,ILLINOIS,75958000.0,75.958,2024-01-09 15:00:00
SOYBEANS,2020,2020-12-01,12,FIRST OF DEC,STATE,IL,ILLINOIS,537327000.0,537.327,2024-01-09 15:00:00
SOYBEANS,2021,2021-03-01,3,FIRST OF MAR,STATE,IL,ILLINOIS,239778000.0,239.778,2024-01-09 15:00:00
SOYBEANS,2021,2021-06-01,6,FIRST OF JUN,STATE,IL,ILLINOIS,122303000.0,122.303,2024-01-09 15:00:00
SOYBEANS,2021,2021-09-01,9,FIRST OF SEP,STATE,IL,ILLINOIS,36248000.0,36.248,2024-01-09 15:00:00
SOYBEANS,2021,2021-12-01,12,FIRST OF DEC,STATE,IL,ILLINOIS,580263000.0,580.263,2024-01-09 15:00:00
SOYBEANS,2022,2022-03-01,3,FIRST OF MAR,STATE,IL,ILLINOIS,338063000.0,338.063,2024-01-09 15:00:00
SOYBEANS,2022,2022-06-01,6,FIRST OF JUN,STATE,IL,ILLINOIS,144687000.0,144.687,2024-01-09 15:00:00
SOYBEANS,2022,2022-09-01,9,FIRST OF SEP,STATE,IL,ILLINOIS,32942000.0,32.942,2024-01-09 15:00:00
