commodity,year,stock_date,stock_month,reference_period_desc,agg_level,state_alpha,state_name,stocks_bu,stocks_mbu,load_time
CORN,2025,2025-06-01,6,FIRST OF JUN,STATE,NC,NORTH CAROLINA,20648000.0,20.648,2026-01-12 12:00:00
CORN,2025,2025-09-01,9,FIRST OF SEP,STATE,NC,NORTH CAROLINA,15776000.0,15.776,2026-01-12 12:00:00
CORN,2025,2025-12-01,12,FIRST OF DEC,STATE,NC,NORTH CAROLINA,90417000.0,90.417,2026-03-31 12:00:00
CORN,2026,2026-03-01,3,FIRST OF MAR,STATE,NC,NORTH CAROLINA,55625000.0,55.625,2026-03-31 12:00:00
CORN,2015,2015-03-01,3,FIRST OF MAR,STATE,ND,NORTH DAKOTA,174901000.0,174.901,2019-02-06 15:00:06
CORN,2015,2015-06-01,6,FIRST OF JUN,STATE,ND,NORTH DAKOTA,92172000.0,92.172,2019-02-06 15:00:06
CORN,2015,2015-09-01,9,FIRST OF SEP,STATE,ND,NORTH DAKOTA,40612000.0,40.612,2019-02-06 15:00:06
CORN,2015,2015-12-01,12,FIRST OF DEC,STATE,ND,NORTH DAKOTA,266528000.0,266.528,2019-02-06 15:00:06
CORN,2016,2016-03-01,3,FIRST OF MAR,STATE,ND,NORTH DAKOTA,200200000.0,200.2,2019-02-06 15:00:06
CORN,2016,2016-06-01,6,FIRST OF JUN,STATE,ND,NORTH DAKOTA,120921000.0,120.921,2019-02-06 15:00:06
CORN,2016,2016-09-01,9,FIRST OF SEP,STATE,ND,NORTH DAKOTA,39411000.0,39.411,2019-02-06 15:00:06
CORN,2016,2016-12-01,12,FIRST OF DEC,STATE,ND,NORTH DAKOTA,397459000.0,397.459,2019-02-06 15:00:06
CORN,2017,2017-03-01,3,FIRST OF MAR,STATE,ND,NORTH DAKOTA,315352000.0,315.352,2019-02-06 15:00:06
CORN,2017,2017-06-01,6,FIRST OF JUN,STATE,ND,NORTH DAKOTA,204656000.0,204.656,2019-02-06 15:00:06
CORN,2017,2017-09-01,9,FIRST OF SEP,STATE,ND,NORTH DAKOTA,101287000.0,101.287,2019-02-06 15:00:06
CORN,2017,2017-12-01,12,FIRST OF DEC,STATE,ND,NORTH DAKOTA,418981000.0,418.981,2019-02-06 15:00:06
CORN,2018,2018-03-01,3,FIRST OF MAR,STATE,ND,NORTH DAKOTA,260106000.0,260.106,2019-02-06 15:00:06
CORN,2018,2018-06-01,6,FIRST OF JUN,STATE,ND,NORTH DAKOTA,164693000.0,164.693,2019-02-06 15:00:06
CORN,2018,2018-09-01,9,FIRST OF SEP,STATE,ND,NORTH DAKOTA,60508000.0,60.508,2019-02-06 15:00:06
CORN,2018,2018-12-01,12,FIRST OF DEC,STATE,ND,NORTH DAKOTA,346637000.0,346.637,2024-01-09 15:00:00
CORN,2019,2019-03-01,3,FIRST OF MAR,STATE,ND,NORTH DAKOTA,252799000.0,252.799,2024-01-09 15:00:00
CORN,2019,2019-06-01,6,FIRST OF JUN,STATE,ND,NORTH DAKOTA,157888000.0,157.888,2024-01-09 15:00:00
CORN,2019,2019-09-01,9,FIRST OF SEP,STATE,ND,NORTH DAKOTA,50473000.0,50.473,2024-01-09 15:00:00
CORN,2019,2019-12-01,12,FIRST OF DEC,STATE,ND,NORTH DAKOTA,388373000.0,388.373,2024-01-09 15:00:00
CORN,2020,2020-03-01,3,FIRST OF MAR,STATE,ND,NORTH DAKOTA,272592000.0,272.592,2024-01-09 15:00:00
CORN,2020,2020-06-01,6,FIRST OF JUN,STATE,ND,NORTH DAKOTA,177224000.0,177.224,2024-01-09 15:00:00
CORN,2020,2020-09-01,9,FIRST OF SEP,STATE,ND,NORTH DAKOTA,86794000.0,86.794,2024-01-09 15:00:00
CORN,2020,2020-12-01,12,FIRST OF DEC,STATE,ND,NORTH DAKOTA,263617000.0,263.617,2024-01-09 15:00:00
CORN,2021,2021-03-01,3,FIRST OF MAR,STATE,ND,NORTH DAKOTA,161242000.0,161.242,2024-01-09 15:00:00
CORN,2021,2021-06-01,6,FIRST OF JUN,STATE,ND,NORTH DAKOTA,79170000.0,79.17,2024-01-09 15:00:00
CORN,2021,2021-09-01,9,FIRST OF SEP,STATE,ND,NORTH DAKOTA,26430000.0,26.43,2024-01-09 15:00:00
CORN,2021,2021-12-01,12,FIRST OF DEC,STATE,ND,NORTH DAKOTA,299662000.0,299.662,2024-01-09 15:00:00
CORN,2022,2022-03-01,3,FIRST OF MAR,STATE,ND,NORTH DAKOTA,183802000.0,183.802,2024-01-09 15:00:00
CORN,2022,2022-06-01,6,FIRST OF JUN,STATE,ND,NORTH DAKOTA,109318000.0,109.318,2024-01-09 15:00:00
CORN,2022,2022-09-01,9,FIRST OF SEP,STATE,ND,NORTH DAKOTA,47593000.0,47.593,2024-01-09 15:00:00
CORN,2022,2022-12-01,12,FIRST OF DEC,STATE,ND,NORTH DAKOTA,262783000.0,262.783,2024-01-09 15:00:00
CORN,2023,2023-03-01,3,FIRST OF MAR,STATE,ND,NORTH DAKOTA,184334000.0,184.334,2024-01-09 15:00:00
CORN,2023,2023-06-01,6,FIRST OF JUN,STATE,ND,NORTH DAKOTA,98401000.0,98.401,2024-01-09 15:00:00
CORN,2023,2023-09-01,9,FIRST OF SEP,STATE,ND,NORTH DAKOTA,36563000.0,36.563,2024-01-09 15:00:00
CORN,2023,2023-12-01,12,FIRST OF DEC,STATE,ND,NORTH DAKOTA,423567000.0,423.567,2025-01-10 12:00:00
CORN,2024,2024-03-01,3,FIRST OF MAR,STATE,ND,NORTH DAKOTA,263269000.0,263.269,2025-01-10 12:00:00
CORN,2024,2024-06-01,6,FIRST OF JUN,STATE,ND,NORTH DAKOTA,162796000.0,162.796,2025-01-10 12:00:00
CORN,2024,2024-09-01,9,FIRST OF SEP,STATE,ND,NORTH DAKOTA,52249000.0,52.249,2025-01-10 12:00:00
CORN,2024,2024-12-01,12,FIRST OF DEC,STATE,ND,NORTH DAKOTA,475364000.0,475.364,2026-01-12 12:00:00
CORN,2025,2025-03-01,3,FIRST OF MAR,STATE,ND,NORTH DAKOTA,277367000.0,277.367,2026-01-12 12:00:00
CORN,2025,2025-06-01,6,FIRST OF JUN,STATE,ND,NORTH DAKOTA,143416000.0,143.416,2026-01-12 12:00:00
CORN,2025,2025-09-01,9,FIRST OF SEP,STATE,ND,NORTH DAKOTA,55666000.0,55.666,2026-01-12 12:00:00
CORN,2025,2025-12-01,12,FIRST OF DEC,STATE,ND,NORTH DAKOTA,526666000.0,526.666,2026-03-31 12:00:00
CORN,2026,2026-03-01,3,FIRST OF MAR,STATE,ND,NORTH DAKOTA,345048000.0,345.048,2026-03-31 12:00:00
CORN,2015,2015-03-01,3,FIRST OF MAR,STATE,NE,NEBRASKA,823875000.0,823.875,2019-02-06 15:00:06
CORN,2015,2015-06-01,6,FIRST OF JUN,STATE,NE,NEBRASKA,456791000.0,456.791,2019-02-06 15:00:06
CORN,2015,2015-09-01,9,FIRST OF SEP,STATE,NE,NEBRASKA,182350000.0,182.35,2019-02-06 15:00:06
CORN,2015,2015-12-01,12,FIRST OF DEC,STATE,NE,NEBRASKA,1388938000.0,1388.938,2019-02-06 15:00:06
CORN,2016,2016-03-01,3,FIRST OF MAR,STATE,NE,NEBRASKA,956028000.0,956.028,2019-02-06 15:00:06
CORN,2016,2016-06-01,6,FIRST OF JUN,STATE,NE,NEBRASKA,539685000.0,539.685,2019-02-06 15:00:06
CORN,2016,2016-09-01,9,FIRST OF SEP,STATE,NE,NEBRASKA,216429000.0,216.429,2019-02-06 15:00:06
CORN,2016,2016-12-01,12,FIRST OF DEC,STATE,NE,NEBRASKA,1420918000.0,1420.918,2019-02-06 15:00:06
CORN,2017,2017-03-01,3,FIRST OF MAR,STATE,NE,NEBRASKA,1001962000.0,1001.962,2019-02-06 15:00:06
CORN,2017,2017-06-01,6,FIRST OF JUN,STATE,NE,NEBRASKA,577082000.0,577.082,2019-02-06 15:00:06
CORN,2017,2017-09-01,9,FIRST OF SEP,STATE,NE,NEBRASKA,257789000.0,257.789,2019-02-06 15:00:06
CORN,2017,2017-12-01,12,FIRST OF DEC,STATE,NE,NEBRASKA,1460631000.0,1460.631,2019-02-06 15:00:06
CORN,2018,2018-03-01,3,FIRST OF MAR,STATE,NE,NEBRASKA,957323000.0,957.323,2019-02-06 15:00:06
CORN,2018,2018-06-01,6,FIRST OF JUN,STATE,NE,NEBRASKA,551436000.0,551.436,2019-02-06 15:00:06
CORN,2018,2018-09-01,9,FIRST OF SEP,STATE,NE,NEBRASKA,210075000.0,210.075,2019-02-06 15:00:06
CORN,2018,2018-12-01,12,FIRST OF DEC,STATE,NE,NEBRASKA,1464411000.0,1464.411,2024-01-09 15:00:00
CORN,2019,2019-03-01,3,FIRST OF MAR,STATE,NE,NEBRASKA,1026439000.0,1026.439,2024-01-09 15:00:00
CORN,2019,2019-06-01,6,FIRST OF JUN,STATE,NE,NEBRASKA,591797000.0,591.797,2024-01-09 15:00:00
CORN,2019,2019-09-01,9,FIRST OF SEP,STATE,NE,NEBRASKA,246290000.0,246.29,2024-01-09 15:00:00
CORN,2019,2019-12-01,12,FIRST OF DEC,STATE,NE,NEBRASKA,1517877000.0,1517.877,2024-01-09 15:00:00
CORN,2020,2020-03-01,3,FIRST OF MAR,STATE,NE,NEBRASKA,1029613000.0,1029.613,2024-01-09 15:00:00
CORN,2020,2020-06-01,6,FIRST OF JUN,STATE,NE,NEBRASKA,590327000.0,590.327,2024-01-09 15:00:00
CORN,2020,2020-09-01,9,FIRST OF SEP,STATE,NE,NEBRASKA,237730000.0,237.73,2024-01-09 15:00:00
CORN,2020,2020-12-01,12,FIRST OF DEC,STATE,NE,NEBRASKA,1388748000.0,1388.748,2024-01-09 15:00:00
CORN,2021,2021-03-01,3,FIRST OF MAR,STATE,NE,NEBRASKA,914104000.0,914.104,2024-01-09 15:00:00
CORN,2021,2021-06-01,6,FIRST OF JUN,STATE,NE,NEBRASKA,503894000.0,503.894,2024-01-09 15:00:00
CORN,2021,2021-09-01,9,FIRST OF SEP,STATE,NE,NEBRASKA,163057000.0,163.057,2024-01-09 15:00:00
CORN,2021,2021-12-01,12,FIRST OF DEC,STATE,NE,NEBRASKA,1459154000.0,1459.154,2024-01-09 15:00:00
CORN,2022,2022-03-01,3,FIRST OF MAR,STATE,NE,NEBRASKA,960511000.0,960.511,2024-01-09 15:00:00
CORN,2022,2022-06-01,6,FIRST OF JUN,STATE,NE,NEBRASKA,519052000.0,519.052,2024-01-09 15:00:00
CORN,2022,2022-09-01,9,FIRST OF SEP,STATE,NE,NEBRASKA,151530000.0,151.53,2024-01-09 15:00:00
CORN,2022,2022-12-01,12,FIRST OF DEC,STATE,NE,NEBRASKA,1007029000.0,1007.029,2024-01-09 15:00:00
CORN,2023,2023-03-01,3,FIRST OF MAR,STATE,NE,NEBRASKA,683309000.0,683.309,2024-01-09 15:00:00
CORN,2023,2023-06-01,6,FIRST OF JUN,STATE,NE,NEBRASKA,411601000.0,411.601,2024-01-09 15:00:00
CORN,2023,2023-09-01,9,FIRST OF SEP,STATE,NE,NEBRASKA,130172000.0,130.172,2024-01-09 15:00:00
CORN,2023,2023-12-01,12,FIRST OF DEC,STATE,NE,NEBRASKA,1346952000.0,1346.952,2025-01-10 12:00:00
CORN,2024,2024-03-01,3,FIRST OF MAR,STATE,NE,NEBRASKA,814249000.0,814.249,2025-01-10 12:00:00
CORN,2024,2024-06-01,6,FIRST OF JUN,STATE,NE,NEBRASKA,430873000.0,430.873,2025-01-10 12:00:00
CORN,2024,2024-09-01,9,FIRST OF SEP,STATE,NE,NEBRASKA,146928000.0,146.928,2025-01-10 12:00:00
CORN,2024,2024-12-01,12,FIRST OF DEC,STATE,NE,NEBRASKA,1362297000.0,1362.297,2026-01-12 12:00:00
CORN,2025,2025-03-01,3,FIRST OF MAR,STATE,NE,NEBRASKA,941845000.0,941.845,2026-01-12 12:00:00
CORN,2025,2025-06-01,6,FIRST OF JUN,STATE,NE,NEBRASKA,536776000.0,536.776,2026-01-12 12:00:00
CORN,2025,2025-09-01,9,FIRST OF SEP,STATE,NE,NEBRASKA,165813000.0,165.813,2026-01-12 12:00:00
CORN,2025,2025-12-01,12,FIRST OF DEC,STATE,NE,NEBRASKA,1549533000.0,1549.533,2026-03-31 12:00:00
CORN,2026,2026-03-01,3,FIRST OF MAR,STATE,NE,NEBRASKA,1029658000.0,1029.658,2026-03-31 12:00:00
CORN,2015,2015-03-01,3,FIRST OF MAR,STATE,NH,NEW HAMPSHIRE,,,2019-02-06 15:00:06
CORN,2015,2015-06-01,6,FIRST OF JUN,STATE,NH,NEW HAMPSHIRE,,,2019-02-06 15:00:06
CORN,2015,2015-09-01,9,FIRST OF SEP,STATE,NH,NEW HAMPSHIRE,,,2019-02-06 15:00:06
CORN,2015,2015-12-01,12,FIRST OF DEC,STATE,NH,NEW HAMPSHIRE,,,2019-02-06 15:00:06
CORN,2016,2016-03-01,3,FIRST OF MAR,STATE,NH,NEW HAMPSHIRE,,,2019-02-06 15:00:06
CORN,2016,2016-06-01,6,FIRST OF JUN,STATE,NH,NEW HAMPSHIRE,,,2019-02-06 15:00:06
CORN,2016,2016-09-01,9,FIRST OF SEP,STATE,NH,NEW HAMPSHIRE,,,2019-02-06 15:00:06
CORN,2016,2016-12-01,12,FIRST OF DEC,STATE,NH,NEW HAMPSHIRE,,,2019-02-06 15:00:06
CORN,2017,2017-03-01,3,FIRST OF MAR,STATE,NH,NEW HAMPSHIRE,,,2019-02-06 15:00:06
CORN,2017,2017-06-01,6,FIRST OF JUN,STATE,NH,NEW HAMPSHIRE,,,2019-02-06 15:00:06
CORN,2017,2017-09-01,9,FIRST OF SEP,STATE,NH,NEW HAMPSHIRE,,,2019-02-06 15:00:06
CORN,2017,2017-12-01,12,FIRST OF DEC,STATE,NH,NEW HAMPSHIRE,,,2019-02-06 15:00:06
CORN,2018,2018-03-01,3,FIRST OF MAR,STATE,NH,NEW HAMPSHIRE,,,2019-02-06 15:00:06
CORN,2018,2018-06-01,6,FIRST OF JUN,STATE,NH,NEW HAMPSHIRE,,,2019-02-06 15:00:06
CORN,2018,2018-09-01,9,FIRST OF SEP,STATE,NH,NEW HAMPSHIRE,,,2019-02-06 15:00:06
CORN,2018,2018-12-01,12,FIRST OF DEC,STATE,NH,NEW HAMPSHIRE,,,2024-01-09 15:00:00
CORN,2019,2019-03-01,3,FIRST OF MAR,STATE,NH,NEW HAMPSHIRE,,,2024-01-09 15:00:00
CORN,2019,2019-06-01,6,FIRST OF JUN,STATE,NH,NEW HAMPSHIRE,,,2024-01-09 15:00:00
CORN,2019,2019-09-01,9,FIRST OF SEP,STATE,NH,NEW HAMPSHIRE,,,2024-01-09 15:00:00
CORN,2019,2019-12-01,12,FIRST OF DEC,STATE,NH,NEW HAMPSHIRE,,,2024-01-09 15:00:00
CORN,2020,2020-03-01,3,FIRST OF MAR,STATE,NH,NEW HAMPSHIRE,,,2024-01-09 15:00:00
CORN,2020,2020-06-01,6,FIRST OF JUN,STATE,NH,NEW HAMPSHIRE,,,2024-01-09 15:00:00
CORN,2020,2020-09-01,9,FIRST OF SEP,STATE,NH,NEW HAMPSHIRE,,,2024-01-09 15:00:00
CORN,2020,2020-12-01,12,FIRST OF DEC,STATE,NH,NEW HAMPSHIRE,,,2024-01-09 15:00:00
CORN,2021,2021-03-01,3,FIRST OF MAR,STATE,NH,NEW HAMPSHIRE,,,2024-01-09 15:00:00
CORN,2021,2021-06-01,6,FIRST OF JUN,STATE,NH,NEW HAMPSHIRE,,,2024-01-09 15:00:00
CORN,2021,2021-09-01,9,FIRST OF SEP,STATE,NH,NEW HAMPSHIRE,,,2024-01-09 15:00:00
CORN,2021,2021-12-01,12,FIRST OF DEC,STATE,NH,NEW HAMPSHIRE,,,2024-01-09 15:00:00
CORN,2022,2022-03-01,3,FIRST OF MAR,STATE,NH,NEW HAMPSHIRE,,,2024-01-09 15:00:00
CORN,2022,2022-06-01,6,FIRST OF JUN,STATE,NH,NEW HAMPSHIRE,,,2024-01-09 15:00:00
CORN,2022,2022-09-01,9,FIRST OF SEP,STATE,NH,NEW HAMPSHIRE,,,2024-01-09 15:00:00
CORN,2022,2022-12-01,12,FIRST OF DEC,STATE,NH,NEW HAMPSHIRE,,,2024-01-09 15:00:00
CORN,2023,2023-03-01,3,FIRST OF MAR,STATE,NH,NEW HAMPSHIRE,,,2024-01-09 15:00:00
CORN,2023,2023-06-01,6,FIRST OF JUN,STATE,NH,NEW HAMPSHIRE,,,2024-01-09 15:00:00
CORN,2023,2023-09-01,9,FIRST OF SEP,STATE,NH,NEW HAMPSHIRE,,,2024-01-09 15:00:00
CORN,2023,2023-12-01,12,FIRST OF DEC,STATE,NH,NEW HAMPSHIRE,,,2025-01-10 12:00:00
CORN,2024,2024-03-01,3,FIRST OF MAR,STATE,NH,NEW HAMPSHIRE,,,2025-01-10 12:00:00
CORN,2024,2024-06-01,6,FIRST OF JUN,STATE,NH,NEW HAMPSHIRE,,,2025-01-10 12:00:00
CORN,2024,2024-09-01,9,FIRST OF SEP,STATE,NH,NEW HAMPSHIRE,,,2025-01-10 12:00:00
CORN,2024,2024-12-01,12,FIRST OF DEC,STATE,NH,NEW HAMPSHIRE,,,2026-01-12 12:00:00
CORN,2025,2025-03-01,3,FIRST OF MAR,STATE,NH,NEW HAMPSHIRE,,,2026-01-12 12:00:00
CORN,2025,2025-06-01,6,FIRST OF JUN,STATE,NH,NEW HAMPSHIRE,,,2026-01-12 12:00:00
CORN,2025,2025-09-01,9,FIRST OF SEP,STATE,NH,NEW HAMPSHIRE,,,2026-01-12 12:00:00
CORN,2025,2025-12-01,12,FIRST OF DEC,STATE,NH,NEW HAMPSHIRE,,,2026-03-31 12:00:00
CORN,2026,2026-03-01,3,FIRST OF MAR,STATE,NH,NEW HAMPSHIRE,,,2026-03-31 12:00:00
CORN,2015,2015-03-01,3,FIRST OF MAR,STATE,NJ,NEW JERSEY,,,2019-02-06 15:00:06
CORN,2015,2015-06-01,6,FIRST OF JUN,STATE,NJ,NEW JERSEY,,,2019-02-06 15:00:06
CORN,2015,2015-09-01,9,FIRST OF SEP,STATE,NJ,NEW JERSEY,,,2019-02-06 15:00:06
CORN,2015,2015-12-01,12,FIRST OF DEC,STATE,NJ,NEW JERSEY,,,2019-02-06 15:00:06
CORN,2016,2016-03-01,3,FIRST OF MAR,STATE,NJ,NEW JERSEY,,,2019-02-06 15:00:06
CORN,2016,2016-06-01,6,FIRST OF JUN,STATE,NJ,NEW JERSEY,,,2019-02-06 15:00:06
CORN,2016,2016-09-01,9,FIRST OF SEP,STATE,NJ,NEW JERSEY,,,2019-02-06 15:00:06
CORN,2016,2016-12-01,12,FIRST OF DEC,STATE,NJ,NEW JERSEY,,,2019-02-06 15:00:06
CORN,2017,2017-03-01,3,FIRST OF MAR,STATE,NJ,NEW JERSEY,,,2019-02-06 15:00:06
CORN,2017,2017-06-01,6,FIRST OF JUN,STATE,NJ,NEW JERSEY,,,2019-02-06 15:00:06
CORN,2017,2017-09-01,9,FIRST OF SEP,STATE,NJ,NEW JERSEY,,,2019-02-06 15:00:06
CORN,2017,2017-12-01,12,FIRST OF DEC,STATE,NJ,NEW JERSEY,,,2019-02-06 15:00:06
CORN,2018,2018-03-01,3,FIRST OF MAR,STATE,NJ,NEW JERSEY,,,2019-02-06 15:00:06
CORN,2018,2018-06-01,6,FIRST OF JUN,STATE,NJ,NEW JERSEY,,,2019-02-06 15:00:06
CORN,2018,2018-09-01,9,FIRST OF SEP,STATE,NJ,NEW JERSEY,,,2019-02-06 15:00:06
CORN,2018,2018-12-01,12,FIRST OF DEC,STATE,NJ,NEW JERSEY,,,2024-01-09 15:00:00
CORN,2019,2019-03-01,3,FIRST OF MAR,STATE,NJ,NEW JERSEY,,,2024-01-09 15:00:00
CORN,2019,2019-06-01,6,FIRST OF JUN,STATE,NJ,NEW JERSEY,,,2024-01-09 15:00:00
CORN,2019,2019-09-01,9,FIRST OF SEP,STATE,NJ,NEW JERSEY,,,2024-01-09 15:00:00
CORN,2019,2019-12-01,12,FIRST OF DEC,STATE,NJ,NEW JERSEY,,,2024-01-09 15:00:00
CORN,2020,2020-03-01,3,FIRST OF MAR,STATE,NJ,NEW JERSEY,,,2024-01-09 15:00:00
CORN,2020,2020-06-01,6,FIRST OF JUN,STATE,NJ,NEW JERSEY,,,2024-01-09 15:00:00
CORN,2020,2020-09-01,9,FIRST OF SEP,STATE,NJ,NEW JERSEY,,,2024-01-09 15:00:00
CORN,2020,2020-12-01,12,FIRST OF DEC,STATE,NJ,NEW JERSEY,,,2024-01-09 15:00:00
CORN,2021,2021-03-01,3,FIRST OF MAR,STATE,NJ,NEW JERSEY,,,2024-01-09 15:00:00
CORN,2021,2021-06-01,6,FIRST OF JUN,STATE,NJ,NEW JERSEY,,,2024-01-09 15:00:00
CORN,2021,2021-09-01,9,FIRST OF SEP,STATE,NJ,NEW JERSEY,,,2024-01-09 15:00:00
CORN,2021,2021-12-01,12,FIRST OF DEC,STATE,NJ,NEW JERSEY,,,2024-01-09 15:00:00
CORN,2022,2022-03-01,3,FIRST OF MAR,STATE,NJ,NEW JERSEY,,,2024-01-09 15:00:00
CORN,2022,2022-06-01,6,FIRST OF JUN,STATE,NJ,NEW JERSEY,,,2024-01-09 15:00:00
CORN,2022,2022-09-01,9,FIRST OF SEP,STATE,NJ,NEW JERSEY,,,2024-01-09 15:00:00
CORN,2022,2022-12-01,12,FIRST OF DEC,STATE,NJ,NEW JERSEY,,,2024-01-09 15:00:00
CORN,2023,2023-03-01,3,FIRST OF MAR,STATE,NJ,NEW JERSEY,,,2024-01-09 15:00:00
CORN,2023,2023-06-01,6,FIRST OF JUN,STATE,NJ,NEW JERSEY,,,2024-01-09 15:00:00
CORN,2023,2023-09-01,9,FIRST OF SEP,STATE,NJ,NEW JERSEY,,,2024-01-09 15:00:00
CORN,2023,2023-12-01,12,FIRST OF DEC,STATE,NJ,NEW JERSEY,,,2025-01-10 12:00:00
CORN,2024,2024-03-01,3,FIRST OF MAR,STATE,NJ,NEW JERSEY,,,2025-01-10 12:00:00
CORN,2024,2024-06-01,6,FIRST OF JUN,STATE,NJ,NEW JERSEY,,,2025-01-10 12:00:00
CORN,2024,2024-09-01,9,FIRST OF SEP,STATE,NJ,NEW JERSEY,,,2025-01-10 12:00:00
CORN,2024,2024-12-01,12,FIRST OF DEC,STATE,NJ,NEW JERSEY,,,2026-01-12 12:00:00
CORN,2025,2025-03-01,3,FIRST OF MAR,STATE,NJ,NEW JERSEY,,,2026-01-12 12:00:00
CORN,2025,2025-06-01,6,FIRST OF JUN,STATE,NJ,NEW JERSEY,,,2026-01-12 12:00:00
CORN,2025,2025-09-01,9,FIRST OF SEP,STATE,NJ,NEW JERSEY,,,2026-01-12 12:00:00
CORN,2025,2025-12-01,12,FIRST OF DEC,STATE,NJ,NEW JERSEY,,,2026-03-31 12:00:00
CORN,2026,2026-03-01,3,FIRST OF MAR,STATE,NJ,NEW JERSEY,,,2026-03-31 12:00:00
CORN,2015,2015-03-01,3,FIRST OF MAR,STATE,NM,NEW MEXICO,,,2019-02-06 15:00:06
CORN,2015,2015-06-01,6,FIRST OF JUN,STATE,NM,NEW MEXICO,,,2019-02-06 15:00:06
CORN,2015,2015-09-01,9,FIRST OF SEP,STATE,NM,NEW MEXICO,,,2019-02-06 15:00:06
CORN,2015,2015-12-01,12,FIRST OF DEC,STATE,NM,NEW MEXICO,,,2019-02-06 15:00:06
CORN,2016,2016-03-01,3,FIRST OF MAR,STATE,NM,NEW MEXICO,,,2019-02-06 15:00:06
CORN,2016,2016-06-01,6,FIRST OF JUN,STATE,NM,NEW MEXICO,,,2019-02-06 15:00:06
CORN,2016,2016-09-01,9,FIRST OF SEP,STATE,NM,NEW MEXICO,,,2019-02-06 15:00:06
CORN,2016,2016-12-01,12,FIRST OF DEC,STATE,NM,NEW MEXICO,,,2019-02-06 15:00:06
CORN,2017,2017-03-01,3,FIRST OF MAR,STATE,NM,NEW MEXICO,,,2019-02-06 15:00:06
CORN,2017,2017-06-01,6,FIRST OF JUN,STATE,NM,NEW MEXICO,,,2019-02-06 15:00:06
CORN,2017,2017-09-01,9,FIRST OF SEP,STATE,NM,NEW MEXICO,,,2019-02-06 15:00:06
CORN,2017,2017-12-01,12,FIRST OF DEC,STATE,NM,NEW MEXICO,,,2019-02-06 15:00:06
CORN,2018,2018-03-01,3,FIRST OF MAR,STATE,NM,NEW MEXICO,,,2019-02-06 15:00:06
CORN,2018,2018-06-01,6,FIRST OF JUN,STATE,NM,NEW MEXICO,,,2019-02-06 15:00:06
CORN,2018,2018-09-01,9,FIRST OF SEP,STATE,NM,NEW MEXICO,,,2019-02-06 15:00:06
CORN,2018,2018-12-01,12,FIRST OF DEC,STATE,NM,NEW MEXICO,,,2024-01-09 15:00:00
CORN,2019,2019-03-01,3,FIRST OF MAR,STATE,NM,NEW MEXICO,,,2024-01-09 15:00:00
CORN,2019,2019-06-01,6,FIRST OF JUN,STATE,NM,NEW MEXICO,,,2024-01-09 15:00:00
CORN,2019,2019-09-01,9,FIRST OF SEP,STATE,NM,NEW MEXICO,,,2024-01-09 15:00:00
CORN,2019,2019-12-01,12,FIRST OF DEC,STATE,NM,NEW MEXICO,,,2024-01-09 15:00:00
CORN,2020,2020-03-01,3,FIRST OF MAR,STATE,NM,NEW MEXICO,,,2024-01-09 15:00:00
CORN,2020,2020-06-01,6,FIRST OF JUN,STATE,NM,NEW MEXICO,,,2024-01-09 15:00:00
CORN,2020,2020-09-01,9,FIRST OF SEP,STATE,NM,NEW MEXICO,,,2024-01-09 15:00:00
CORN,2020,2020-12-01,12,FIRST OF DEC,STATE,NM,NEW MEXICO,,,2024-01-09 15:00:00
CORN,2021,2021-03-01,3,FIRST OF MAR,STATE,NM,NEW MEXICO,,,2024-01-09 15:00:00
CORN,2021,2021-06-01,6,FIRST OF JUN,STATE,NM,NEW MEXICO,,,2024-01-09 15:00:00
CORN,2021,2021-09-01,9,FIRST OF SEP,STATE,NM,NEW MEXICO,,,2024-01-09 15:00:00
CORN,2021,2021-12-01,12,FIRST OF DEC,STATE,NM,NEW MEXICO,,,2024-01-09 15:00:00
CORN,2022,2022-03-01,3,FIRST OF MAR,STATE,NM,NEW MEXICO,,,2024-01-09 15:00:00
CORN,2022,2022-06-01,6,FIRST OF JUN,STATE,NM,NEW MEXICO,,,2024-01-09 15:00:00
CORN,2022,2022-09-01,9,FIRST OF SEP,STATE,NM,NEW MEXICO,,,2024-01-09 15:00:00
CORN,2022,2022-12-01,12,FIRST OF DEC,STATE,NM,NEW MEXICO,,,2024-01-09 15:00:00
CORN,2023,2023-03-01,3,FIRST OF MAR,STATE,NM,NEW MEXICO,,,2024-01-09 15:00:00
CORN,2023,2023-06-01,6,FIRST OF JUN,STATE,NM,NEW MEXICO,,,2024-01-09 15:00:00
CORN,2023,2023-09-01,9,FIRST OF SEP,STATE,NM,NEW MEXICO,,,2024-01-09 15:00:00
CORN,2023,2023-12-01,12,FIRST OF DEC,STATE,NM,NEW MEXICO,,,2025-01-10 12:00:00
CORN,2024,2024-03-01,3,FIRST OF MAR,STATE,NM,NEW MEXICO,,,2025-01-10 12:00:00
CORN,2024,2024-06-01,6,FIRST OF JUN,STATE,NM,NEW MEXICO,,,2025-01-10 12:00:00
CORN,2024,2024-09-01,9,FIRST OF SEP,STATE,NM,NEW MEXICO,,,2025-01-10 12:00:00
CORN,2024,2024-12-01,12,FIRST OF DEC,STATE,NM,NEW MEXICO,,,2026-01-12 12:00:00
CORN,2025,2025-03-01,3,FIRST OF MAR,STATE,NM,NEW MEXICO,,,2026-01-12 12:00:00
CORN,2025,2025-06-01,6,FIRST OF JUN,STATE,NM,NEW MEXICO,,,2026-01-12 12:00:00
