commodity,year,agg_level,state_alpha,state_name,planted_acres,planted_acres_mil,harvested_acres,harvested_acres_mil,yield_bu_per_acre,production_bu,production_mbu,latest_load_time
SOYBEANS,2021,STATE,IA,IOWA,10100000.0,10.1,10030000.0,10.03,63.0,631890000.0,631.89,2024-01-09 15:00:00
SOYBEANS,2022,STATE,IA,IOWA,10100000.0,10.1,10030000.0,10.03,58.5,586755000.0,586.755,2024-01-09 15:00:00
SOYBEANS,2023,STATE,IA,IOWA,9950000.0,9.95,9880000.0,9.88,58.0,573040000.0,573.04,2024-09-30 12:00:00
SOYBEANS,2024,STATE,IA,IOWA,10050000.0,10.05,9960000.0,9.96,60.0,597600000.0,597.6,2025-09-30 12:00:00
SOYBEANS,2025,STATE,IA,IOWA,9450000.0,9.45,9380000.0,9.38,63.5,595630000.0,595.63,2026-01-12 12:00:00
SOYBEANS,2026,STATE,IA,IOWA,9900000.0,9.9,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,IL,ILLINOIS,9800000.0,9.8,9720000.0,9.72,56.0,544320000.0,544.32,2019-02-06 15:00:06
SOYBEANS,2016,STATE,IL,ILLINOIS,10100000.0,10.1,10050000.0,10.05,59.0,592950000.0,592.95,2019-02-06 15:00:06
SOYBEANS,2017,STATE,IL,ILLINOIS,10600000.0,10.6,10550000.0,10.55,58.0,611900000.0,611.9,2019-02-06 15:00:06
SOYBEANS,2018,STATE,IL,ILLINOIS,10800000.0,10.8,10500000.0,10.5,63.5,666750000.0,666.75,2024-01-09 15:00:00
SOYBEANS,2019,STATE,IL,ILLINOIS,9950000.0,9.95,9860000.0,9.86,54.0,532440000.0,532.44,2024-01-09 15:00:00
SOYBEANS,2020,STATE,IL,ILLINOIS,10300000.0,10.3,10250000.0,10.25,60.0,615000000.0,615.0,2024-01-09 15:00:00
SOYBEANS,2021,STATE,IL,ILLINOIS,10600000.0,10.6,10510000.0,10.51,65.0,683150000.0,683.15,2024-01-09 15:00:00
SOYBEANS,2022,STATE,IL,ILLINOIS,10800000.0,10.8,10750000.0,10.75,63.0,677250000.0,677.25,2024-01-09 15:00:00
SOYBEANS,2023,STATE,IL,ILLINOIS,10350000.0,10.35,10300000.0,10.3,63.0,648900000.0,648.9,2024-09-30 12:00:00
SOYBEANS,2024,STATE,IL,ILLINOIS,10800000.0,10.8,10750000.0,10.75,64.0,688000000.0,688.0,2025-09-30 12:00:00
SOYBEANS,2025,STATE,IL,ILLINOIS,10300000.0,10.3,10230000.0,10.23,62.5,639375000.0,639.375,2026-01-12 12:00:00
SOYBEANS,2026,STATE,IL,ILLINOIS,10500000.0,10.5,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,IN,INDIANA,5550000.0,5.55,5500000.0,5.5,50.0,275000000.0,275.0,2019-02-06 15:00:06
SOYBEANS,2016,STATE,IN,INDIANA,5650000.0,5.65,5630000.0,5.63,57.5,323725000.0,323.725,2019-02-06 15:00:06
SOYBEANS,2017,STATE,IN,INDIANA,5950000.0,5.95,5940000.0,5.94,54.0,320760000.0,320.76,2019-02-06 15:00:06
SOYBEANS,2018,STATE,IN,INDIANA,6000000.0,6.0,5960000.0,5.96,57.5,342700000.0,342.7,2024-01-09 15:00:00
SOYBEANS,2019,STATE,IN,INDIANA,5400000.0,5.4,5360000.0,5.36,51.0,273360000.0,273.36,2024-01-09 15:00:00
SOYBEANS,2020,STATE,IN,INDIANA,5750000.0,5.75,5730000.0,5.73,59.0,338070000.0,338.07,2024-01-09 15:00:00
SOYBEANS,2021,STATE,IN,INDIANA,5650000.0,5.65,5640000.0,5.64,60.0,338400000.0,338.4,2024-01-09 15:00:00
SOYBEANS,2022,STATE,IN,INDIANA,5850000.0,5.85,5830000.0,5.83,57.5,335225000.0,335.225,2024-01-09 15:00:00
SOYBEANS,2023,STATE,IN,INDIANA,5500000.0,5.5,5480000.0,5.48,61.0,334280000.0,334.28,2024-09-30 12:00:00
SOYBEANS,2024,STATE,IN,INDIANA,5800000.0,5.8,5780000.0,5.78,59.0,341020000.0,341.02,2025-09-30 12:00:00
SOYBEANS,2025,STATE,IN,INDIANA,5450000.0,5.45,5430000.0,5.43,59.5,323085000.0,323.085,2026-01-12 12:00:00
SOYBEANS,2026,STATE,IN,INDIANA,5500000.0,5.5,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,KS,KANSAS,3900000.0,3.9,3860000.0,3.86,38.5,148610000.0,148.61,2019-02-06 15:00:06
SOYBEANS,2016,STATE,KS,KANSAS,4050000.0,4.05,4010000.0,4.01,48.0,192480000.0,192.48,2019-02-06 15:00:06
SOYBEANS,2017,STATE,KS,KANSAS,5150000.0,5.15,5110000.0,5.11,37.5,191625000.0,191.625,2019-03-21 15:28:35
SOYBEANS,2018,STATE,KS,KANSAS,4750000.0,4.75,4690000.0,4.69,43.0,201670000.0,201.67,2024-01-09 15:00:00
SOYBEANS,2019,STATE,KS,KANSAS,4550000.0,4.55,4490000.0,4.49,41.5,186335000.0,186.335,2024-01-09 15:00:00
SOYBEANS,2020,STATE,KS,KANSAS,4800000.0,4.8,4750000.0,4.75,41.0,194750000.0,194.75,2024-01-09 15:00:00
SOYBEANS,2021,STATE,KS,KANSAS,4850000.0,4.85,4800000.0,4.8,40.0,192000000.0,192.0,2024-01-09 15:00:00
SOYBEANS,2022,STATE,KS,KANSAS,5050000.0,5.05,4720000.0,4.72,27.5,129800000.0,129.8,2024-01-09 15:00:00
SOYBEANS,2023,STATE,KS,KANSAS,4430000.0,4.43,3980000.0,3.98,26.0,103480000.0,103.48,2024-09-30 12:00:00
SOYBEANS,2024,STATE,KS,KANSAS,4550000.0,4.55,4430000.0,4.43,35.0,155050000.0,155.05,2025-09-30 12:00:00
SOYBEANS,2025,STATE,KS,KANSAS,4100000.0,4.1,4050000.0,4.05,48.5,196425000.0,196.425,2026-01-12 12:00:00
SOYBEANS,2026,STATE,KS,KANSAS,4400000.0,4.4,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,KY,KENTUCKY,1840000.0,1.84,1810000.0,1.81,49.0,88690000.0,88.69,2019-02-06 15:00:06
SOYBEANS,2016,STATE,KY,KENTUCKY,1790000.0,1.79,1780000.0,1.78,50.0,89000000.0,89.0,2019-02-06 15:00:06
SOYBEANS,2017,STATE,KY,KENTUCKY,1950000.0,1.95,1940000.0,1.94,53.0,102820000.0,102.82,2019-02-06 15:00:06
SOYBEANS,2018,STATE,KY,KENTUCKY,1950000.0,1.95,1930000.0,1.93,51.0,98430000.0,98.43,2024-01-09 15:00:00
SOYBEANS,2019,STATE,KY,KENTUCKY,1700000.0,1.7,1680000.0,1.68,46.0,77280000.0,77.28,2024-01-09 15:00:00
SOYBEANS,2020,STATE,KY,KENTUCKY,1850000.0,1.85,1840000.0,1.84,55.0,101200000.0,101.2,2024-01-09 15:00:00
SOYBEANS,2021,STATE,KY,KENTUCKY,1850000.0,1.85,1840000.0,1.84,56.0,103040000.0,103.04,2024-01-09 15:00:00
SOYBEANS,2022,STATE,KY,KENTUCKY,1950000.0,1.95,1940000.0,1.94,51.0,98940000.0,98.94,2024-01-09 15:00:00
SOYBEANS,2023,STATE,KY,KENTUCKY,1830000.0,1.83,1820000.0,1.82,55.0,100100000.0,100.1,2024-09-30 12:00:00
SOYBEANS,2024,STATE,KY,KENTUCKY,2050000.0,2.05,2030000.0,2.03,48.0,97440000.0,97.44,2025-09-30 12:00:00
SOYBEANS,2025,STATE,KY,KENTUCKY,1800000.0,1.8,1790000.0,1.79,42.0,75180000.0,75.18,2026-01-12 12:00:00
SOYBEANS,2026,STATE,KY,KENTUCKY,1850000.0,1.85,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,LA,LOUISIANA,1430000.0,1.43,1390000.0,1.39,41.0,56990000.0,56.99,2019-02-06 15:00:06
SOYBEANS,2016,STATE,LA,LOUISIANA,1230000.0,1.23,1190000.0,1.19,48.5,57715000.0,57.715,2019-02-06 15:00:06
SOYBEANS,2017,STATE,LA,LOUISIANA,1270000.0,1.27,1250000.0,1.25,54.0,67500000.0,67.5,2019-02-06 15:00:06
SOYBEANS,2018,STATE,LA,LOUISIANA,1340000.0,1.34,1190000.0,1.19,51.5,61285000.0,61.285,2024-01-09 15:00:00
SOYBEANS,2019,STATE,LA,LOUISIANA,890000.0,0.89,860000.0,0.86,48.0,41280000.0,41.28,2024-01-09 15:00:00
SOYBEANS,2020,STATE,LA,LOUISIANA,1050000.0,1.05,1020000.0,1.02,53.0,54060000.0,54.06,2024-01-09 15:00:00
SOYBEANS,2021,STATE,LA,LOUISIANA,1080000.0,1.08,1060000.0,1.06,52.0,55120000.0,55.12,2024-01-09 15:00:00
SOYBEANS,2022,STATE,LA,LOUISIANA,1260000.0,1.26,1210000.0,1.21,47.0,56870000.0,56.87,2024-01-09 15:00:00
SOYBEANS,2023,STATE,LA,LOUISIANA,1030000.0,1.03,980000.0,0.98,40.0,39200000.0,39.2,2024-09-30 12:00:00
SOYBEANS,2024,STATE,LA,LOUISIANA,1100000.0,1.1,1060000.0,1.06,52.0,55120000.0,55.12,2025-09-30 12:00:00
SOYBEANS,2025,STATE,LA,LOUISIANA,790000.0,0.79,770000.0,0.77,53.5,41195000.0,41.195,2026-01-12 12:00:00
SOYBEANS,2026,STATE,LA,LOUISIANA,860000.0,0.86,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,MD,MARYLAND,520000.0,0.52,515000.0,0.515,40.0,20600000.0,20.6,2019-02-06 15:00:06
SOYBEANS,2016,STATE,MD,MARYLAND,520000.0,0.52,515000.0,0.515,41.5,21373000.0,21.373,2019-02-06 15:00:06
SOYBEANS,2017,STATE,MD,MARYLAND,500000.0,0.5,495000.0,0.495,51.0,25245000.0,25.245,2019-02-06 15:00:06
SOYBEANS,2018,STATE,MD,MARYLAND,530000.0,0.53,515000.0,0.515,47.5,24463000.0,24.463,2024-01-09 15:00:00
SOYBEANS,2019,STATE,MD,MARYLAND,480000.0,0.48,475000.0,0.475,44.0,20900000.0,20.9,2024-01-09 15:00:00
SOYBEANS,2020,STATE,MD,MARYLAND,485000.0,0.485,465000.0,0.465,47.0,21855000.0,21.855,2024-01-09 15:00:00
SOYBEANS,2021,STATE,MD,MARYLAND,490000.0,0.49,485000.0,0.485,53.0,25705000.0,25.705,2024-01-09 15:00:00
SOYBEANS,2022,STATE,MD,MARYLAND,520000.0,0.52,510000.0,0.51,43.0,21930000.0,21.93,2024-01-09 15:00:00
SOYBEANS,2023,STATE,MD,MARYLAND,470000.0,0.47,460000.0,0.46,47.0,21620000.0,21.62,2024-09-30 12:00:00
SOYBEANS,2024,STATE,MD,MARYLAND,495000.0,0.495,485000.0,0.485,44.0,21340000.0,21.34,2025-09-30 12:00:00
SOYBEANS,2025,STATE,MD,MARYLAND,465000.0,0.465,460000.0,0.46,44.0,20240000.0,20.24,2026-01-12 12:00:00
SOYBEANS,2026,STATE,MD,MARYLAND,460000.0,0.46,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,MI,MICHIGAN,2030000.0,2.03,2020000.0,2.02,49.0,98980000.0,98.98,2019-02-06 15:00:06
SOYBEANS,2016,STATE,MI,MICHIGAN,2070000.0,2.07,2060000.0,2.06,50.5,104030000.0,104.03,2019-02-06 15:00:06
SOYBEANS,2017,STATE,MI,MICHIGAN,2280000.0,2.28,2270000.0,2.27,42.5,96475000.0,96.475,2019-02-06 15:00:06
SOYBEANS,2018,STATE,MI,MICHIGAN,2330000.0,2.33,2310000.0,2.31,47.5,109725000.0,109.725,2024-01-09 15:00:00
SOYBEANS,2019,STATE,MI,MICHIGAN,1760000.0,1.76,1720000.0,1.72,40.5,69660000.0,69.66,2024-01-09 15:00:00
SOYBEANS,2020,STATE,MI,MICHIGAN,2200000.0,2.2,2190000.0,2.19,48.0,105120000.0,105.12,2024-01-09 15:00:00
SOYBEANS,2021,STATE,MI,MICHIGAN,2150000.0,2.15,2140000.0,2.14,51.0,109140000.0,109.14,2024-01-09 15:00:00
SOYBEANS,2022,STATE,MI,MICHIGAN,2250000.0,2.25,2240000.0,2.24,47.0,105280000.0,105.28,2024-01-09 15:00:00
SOYBEANS,2023,STATE,MI,MICHIGAN,2040000.0,2.04,2020000.0,2.02,46.0,92920000.0,92.92,2024-09-30 12:00:00
SOYBEANS,2024,STATE,MI,MICHIGAN,2230000.0,2.23,2210000.0,2.21,49.0,108290000.0,108.29,2025-09-30 12:00:00
SOYBEANS,2025,STATE,MI,MICHIGAN,2080000.0,2.08,2070000.0,2.07,48.5,100395000.0,100.395,2026-01-12 12:00:00
SOYBEANS,2026,STATE,MI,MICHIGAN,2050000.0,2.05,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,MN,MINNESOTA,7600000.0,7.6,7550000.0,7.55,50.0,377500000.0,377.5,2019-02-06 15:00:06
SOYBEANS,2016,STATE,MN,MINNESOTA,7550000.0,7.55,7490000.0,7.49,52.0,389480000.0,389.48,2019-02-06 15:00:06
SOYBEANS,2017,STATE,MN,MINNESOTA,8150000.0,8.15,8090000.0,8.09,47.5,384275000.0,384.275,2019-03-21 15:28:35
SOYBEANS,2018,STATE,MN,MINNESOTA,7750000.0,7.75,7650000.0,7.65,49.0,374850000.0,374.85,2024-01-09 15:00:00
SOYBEANS,2019,STATE,MN,MINNESOTA,6850000.0,6.85,6770000.0,6.77,44.0,297880000.0,297.88,2024-01-09 15:00:00
SOYBEANS,2020,STATE,MN,MINNESOTA,7450000.0,7.45,7380000.0,7.38,50.0,369000000.0,369.0,2024-01-09 15:00:00
SOYBEANS,2021,STATE,MN,MINNESOTA,7650000.0,7.65,7580000.0,7.58,47.0,356260000.0,356.26,2024-01-09 15:00:00
SOYBEANS,2022,STATE,MN,MINNESOTA,7450000.0,7.45,7390000.0,7.39,50.0,369500000.0,369.5,2024-01-09 15:00:00
SOYBEANS,2023,STATE,MN,MINNESOTA,7350000.0,7.35,7280000.0,7.28,48.0,349440000.0,349.44,2024-09-30 12:00:00
SOYBEANS,2024,STATE,MN,MINNESOTA,7400000.0,7.4,7320000.0,7.32,45.0,329400000.0,329.4,2025-09-30 12:00:00
SOYBEANS,2025,STATE,MN,MINNESOTA,7150000.0,7.15,7070000.0,7.07,52.5,371175000.0,371.175,2026-01-12 12:00:00
SOYBEANS,2026,STATE,MN,MINNESOTA,7300000.0,7.3,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,MO,MISSOURI,4550000.0,4.55,4470000.0,4.47,40.5,181035000.0,181.035,2019-02-06 15:00:06
SOYBEANS,2016,STATE,MO,MISSOURI,5600000.0,5.6,5540000.0,5.54,49.0,271460000.0,271.46,2019-02-06 15:00:06
SOYBEANS,2017,STATE,MO,MISSOURI,5950000.0,5.95,5910000.0,5.91,49.5,292545000.0,292.545,2019-03-21 15:28:35
SOYBEANS,2018,STATE,MO,MISSOURI,5850000.0,5.85,5780000.0,5.78,44.5,257210000.0,257.21,2024-01-09 15:00:00
SOYBEANS,2019,STATE,MO,MISSOURI,5100000.0,5.1,5010000.0,5.01,46.0,230460000.0,230.46,2024-01-09 15:00:00
SOYBEANS,2020,STATE,MO,MISSOURI,5850000.0,5.85,5810000.0,5.81,51.0,296310000.0,296.31,2024-01-09 15:00:00
SOYBEANS,2021,STATE,MO,MISSOURI,5700000.0,5.7,5640000.0,5.64,49.0,276360000.0,276.36,2024-01-09 15:00:00
SOYBEANS,2022,STATE,MO,MISSOURI,6100000.0,6.1,6040000.0,6.04,45.5,274820000.0,274.82,2024-01-09 15:00:00
SOYBEANS,2023,STATE,MO,MISSOURI,5600000.0,5.6,5520000.0,5.52,48.0,264960000.0,264.96,2024-09-30 12:00:00
SOYBEANS,2024,STATE,MO,MISSOURI,5950000.0,5.95,5890000.0,5.89,49.0,288610000.0,288.61,2025-09-30 12:00:00
SOYBEANS,2025,STATE,MO,MISSOURI,5600000.0,5.6,5530000.0,5.53,50.0,276500000.0,276.5,2026-01-12 12:00:00
SOYBEANS,2026,STATE,MO,MISSOURI,5500000.0,5.5,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,MS,MISSISSIPPI,2300000.0,2.3,2270000.0,2.27,46.0,104420000.0,104.42,2019-02-06 15:00:06
SOYBEANS,2016,STATE,MS,MISSISSIPPI,2040000.0,2.04,2020000.0,2.02,48.0,96960000.0,96.96,2019-02-06 15:00:06
SOYBEANS,2017,STATE,MS,MISSISSIPPI,2190000.0,2.19,2170000.0,2.17,53.0,115010000.0,115.01,2019-02-06 15:00:06
SOYBEANS,2018,STATE,MS,MISSISSIPPI,2230000.0,2.23,2190000.0,2.19,54.0,118260000.0,118.26,2024-01-09 15:00:00
SOYBEANS,2019,STATE,MS,MISSISSIPPI,1660000.0,1.66,1630000.0,1.63,50.0,81500000.0,81.5,2024-01-09 15:00:00
SOYBEANS,2020,STATE,MS,MISSISSIPPI,2090000.0,2.09,2060000.0,2.06,54.0,111240000.0,111.24,2024-01-09 15:00:00
SOYBEANS,2021,STATE,MS,MISSISSIPPI,2220000.0,2.22,2170000.0,2.17,54.0,117180000.0,117.18,2024-01-09 15:00:00
SOYBEANS,2022,STATE,MS,MISSISSIPPI,2310000.0,2.31,2290000.0,2.29,54.0,123660000.0,123.66,2024-01-09 15:00:00
SOYBEANS,2023,STATE,MS,MISSISSIPPI,2180000.0,2.18,2130000.0,2.13,56.0,119280000.0,119.28,2024-09-30 12:00:00
SOYBEANS,2024,STATE,MS,MISSISSIPPI,2300000.0,2.3,2270000.0,2.27,56.0,127120000.0,127.12,2025-09-30 12:00:00
SOYBEANS,2025,STATE,MS,MISSISSIPPI,1810000.0,1.81,1790000.0,1.79,56.0,100240000.0,100.24,2026-01-12 12:00:00
SOYBEANS,2026,STATE,MS,MISSISSIPPI,2300000.0,2.3,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,NC,NORTH CAROLINA,1820000.0,1.82,1730000.0,1.73,32.0,55360000.0,55.36,2019-02-06 15:00:06
SOYBEANS,2016,STATE,NC,NORTH CAROLINA,1690000.0,1.69,1660000.0,1.66,35.0,58100000.0,58.1,2019-02-06 15:00:06
SOYBEANS,2017,STATE,NC,NORTH CAROLINA,1700000.0,1.7,1690000.0,1.69,40.0,67600000.0,67.6,2019-02-06 15:00:06
SOYBEANS,2018,STATE,NC,NORTH CAROLINA,1650000.0,1.65,1570000.0,1.57,33.0,51810000.0,51.81,2024-01-09 15:00:00
SOYBEANS,2019,STATE,NC,NORTH CAROLINA,1540000.0,1.54,1510000.0,1.51,35.0,52850000.0,52.85,2024-01-09 15:00:00
SOYBEANS,2020,STATE,NC,NORTH CAROLINA,1600000.0,1.6,1570000.0,1.57,38.0,59660000.0,59.66,2024-01-09 15:00:00
SOYBEANS,2021,STATE,NC,NORTH CAROLINA,1650000.0,1.65,1630000.0,1.63,40.0,65200000.0,65.2,2024-01-09 15:00:00
SOYBEANS,2022,STATE,NC,NORTH CAROLINA,1700000.0,1.7,1680000.0,1.68,38.5,64680000.0,64.68,2024-01-09 15:00:00
SOYBEANS,2023,STATE,NC,NORTH CAROLINA,1640000.0,1.64,1620000.0,1.62,38.5,62370000.0,62.37,2024-09-30 12:00:00
SOYBEANS,2024,STATE,NC,NORTH CAROLINA,1630000.0,1.63,1600000.0,1.6,39.0,62400000.0,62.4,2025-09-30 12:00:00
SOYBEANS,2025,STATE,NC,NORTH CAROLINA,1630000.0,1.63,1610000.0,1.61,36.0,57960000.0,57.96,2026-01-12 12:00:00
SOYBEANS,2026,STATE,NC,NORTH CAROLINA,1700000.0,1.7,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,ND,NORTH DAKOTA,5750000.0,5.75,5720000.0,5.72,32.5,185900000.0,185.9,2019-02-06 15:00:06
SOYBEANS,2016,STATE,ND,NORTH DAKOTA,6050000.0,6.05,5990000.0,5.99,41.5,248585000.0,248.585,2019-02-06 15:00:06
SOYBEANS,2017,STATE,ND,NORTH DAKOTA,7100000.0,7.1,7050000.0,7.05,34.5,243225000.0,243.225,2019-03-21 15:28:35
SOYBEANS,2018,STATE,ND,NORTH DAKOTA,6900000.0,6.9,6840000.0,6.84,35.0,239400000.0,239.4,2024-01-09 15:00:00
SOYBEANS,2019,STATE,ND,NORTH DAKOTA,5600000.0,5.6,5400000.0,5.4,31.5,170100000.0,170.1,2024-01-09 15:00:00
SOYBEANS,2020,STATE,ND,NORTH DAKOTA,5750000.0,5.75,5700000.0,5.7,34.0,193800000.0,193.8,2024-01-09 15:00:00
SOYBEANS,2021,STATE,ND,NORTH DAKOTA,7250000.0,7.25,7120000.0,7.12,25.5,181560000.0,181.56,2024-01-09 15:00:00
SOYBEANS,2022,STATE,ND,NORTH DAKOTA,5700000.0,5.7,5670000.0,5.67,35.0,198450000.0,198.45,2024-01-09 15:00:00
SOYBEANS,2023,STATE,ND,NORTH DAKOTA,6200000.0,6.2,6160000.0,6.16,35.5,218680000.0,218.68,2024-09-30 12:00:00
SOYBEANS,2024,STATE,ND,NORTH DAKOTA,6600000.0,6.6,6550000.0,6.55,37.5,245625000.0,245.625,2025-09-30 12:00:00
SOYBEANS,2025,STATE,ND,NORTH DAKOTA,6550000.0,6.55,6490000.0,6.49,34.5,223905000.0,223.905,2026-01-12 12:00:00
SOYBEANS,2026,STATE,ND,NORTH DAKOTA,6700000.0,6.7,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,NE,NEBRASKA,5300000.0,5.3,5270000.0,5.27,58.0,305660000.0,305.66,2019-02-06 15:00:06
SOYBEANS,2016,STATE,NE,NEBRASKA,5200000.0,5.2,5150000.0,5.15,61.0,314150000.0,314.15,2019-02-06 15:00:06
SOYBEANS,2017,STATE,NE,NEBRASKA,5700000.0,5.7,5670000.0,5.67,57.5,326025000.0,326.025,2019-02-06 15:00:06
SOYBEANS,2018,STATE,NE,NEBRASKA,5650000.0,5.65,5590000.0,5.59,58.0,324220000.0,324.22,2024-01-09 15:00:00
SOYBEANS,2019,STATE,NE,NEBRASKA,4900000.0,4.9,4840000.0,4.84,58.5,283140000.0,283.14,2024-01-09 15:00:00
SOYBEANS,2020,STATE,NE,NEBRASKA,5200000.0,5.2,5160000.0,5.16,58.0,299280000.0,299.28,2024-01-09 15:00:00
SOYBEANS,2021,STATE,NE,NEBRASKA,5600000.0,5.6,5570000.0,5.57,63.0,350910000.0,350.91,2024-01-09 15:00:00
SOYBEANS,2022,STATE,NE,NEBRASKA,5750000.0,5.75,5650000.0,5.65,49.0,276850000.0,276.85,2024-01-09 15:00:00
SOYBEANS,2023,STATE,NE,NEBRASKA,5250000.0,5.25,5180000.0,5.18,51.5,266770000.0,266.77,2024-09-30 12:00:00
SOYBEANS,2024,STATE,NE,NEBRASKA,5300000.0,5.3,5240000.0,5.24,57.5,301300000.0,301.3,2025-09-30 12:00:00
SOYBEANS,2025,STATE,NE,NEBRASKA,4850000.0,4.85,4790000.0,4.79,65.5,313745000.0,313.745,2026-01-12 12:00:00
SOYBEANS,2026,STATE,NE,NEBRASKA,5200000.0,5.2,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,NJ,NEW JERSEY,105000.0,0.105,103000.0,0.103,32.0,3296000.0,3.296,2019-02-06 15:00:06
SOYBEANS,2016,STATE,NJ,NEW JERSEY,100000.0,0.1,98000.0,0.098,36.0,3528000.0,3.528,2019-02-06 15:00:06
SOYBEANS,2017,STATE,NJ,NEW JERSEY,100000.0,0.1,99000.0,0.099,45.0,4455000.0,4.455,2019-02-06 15:00:06
SOYBEANS,2018,STATE,NJ,NEW JERSEY,110000.0,0.11,107000.0,0.107,39.5,4227000.0,4.227,2024-01-09 15:00:00
SOYBEANS,2019,STATE,NJ,NEW JERSEY,95000.0,0.095,92000.0,0.092,37.0,3404000.0,3.404,2024-01-09 15:00:00
SOYBEANS,2020,STATE,NJ,NEW JERSEY,94000.0,0.094,93000.0,0.093,46.0,4278000.0,4.278,2024-01-09 15:00:00
SOYBEANS,2021,STATE,NJ,NEW JERSEY,100000.0,0.1,99000.0,0.099,46.0,4554000.0,4.554,2024-01-09 15:00:00
SOYBEANS,2022,STATE,NJ,NEW JERSEY,110000.0,0.11,108000.0,0.108,28.0,3024000.0,3.024,2024-01-09 15:00:00
SOYBEANS,2023,STATE,NJ,NEW JERSEY,100000.0,0.1,98000.0,0.098,43.0,4214000.0,4.214,2024-09-30 12:00:00
SOYBEANS,2024,STATE,NJ,NEW JERSEY,105000.0,0.105,103000.0,0.103,43.0,4429000.0,4.429,2025-09-30 12:00:00
SOYBEANS,2025,STATE,NJ,NEW JERSEY,100000.0,0.1,99000.0,0.099,39.0,3861000.0,3.861,2026-01-12 12:00:00
SOYBEANS,2026,STATE,NJ,NEW JERSEY,110000.0,0.11,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,NY,NEW YORK,305000.0,0.305,301000.0,0.301,43.0,12943000.0,12.943,2019-02-06 15:00:06
SOYBEANS,2016,STATE,NY,NEW YORK,330000.0,0.33,320000.0,0.32,41.0,13120000.0,13.12,2019-02-06 15:00:06
SOYBEANS,2017,STATE,NY,NEW YORK,270000.0,0.27,265000.0,0.265,45.0,11925000.0,11.925,2019-02-06 15:00:06
SOYBEANS,2018,STATE,NY,NEW YORK,335000.0,0.335,325000.0,0.325,52.0,16900000.0,16.9,2024-01-09 15:00:00
SOYBEANS,2019,STATE,NY,NEW YORK,235000.0,0.235,225000.0,0.225,48.0,10800000.0,10.8,2024-01-09 15:00:00
SOYBEANS,2020,STATE,NY,NEW YORK,315000.0,0.315,312000.0,0.312,51.0,15912000.0,15.912,2024-01-09 15:00:00
SOYBEANS,2021,STATE,NY,NEW YORK,325000.0,0.325,320000.0,0.32,53.0,16960000.0,16.96,2024-01-09 15:00:00
SOYBEANS,2022,STATE,NY,NEW YORK,350000.0,0.35,325000.0,0.325,45.0,14625000.0,14.625,2024-01-09 15:00:00
SOYBEANS,2023,STATE,NY,NEW YORK,350000.0,0.35,340000.0,0.34,51.0,17340000.0,17.34,2024-09-30 12:00:00
SOYBEANS,2024,STATE,NY,NEW YORK,370000.0,0.37,365000.0,0.365,51.0,18615000.0,18.615,2025-09-30 12:00:00
SOYBEANS,2025,STATE,NY,NEW YORK,310000.0,0.31,295000.0,0.295,40.0,11800000.0,11.8,2026-01-12 12:00:00
SOYBEANS,2026,STATE,NY,NEW YORK,330000.0,0.33,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,OH,OHIO,4750000.0,4.75,4740000.0,4.74,50.0,237000000.0,237.0,2019-02-06 15:00:06
SOYBEANS,2016,STATE,OH,OHIO,4850000.0,4.85,4840000.0,4.84,54.5,263780000.0,263.78,2019-02-06 15:00:06
SOYBEANS,2017,STATE,OH,OHIO,5100000.0,5.1,5090000.0,5.09,49.5,251955000.0,251.955,2019-02-06 15:00:06
SOYBEANS,2018,STATE,OH,OHIO,5050000.0,5.05,5020000.0,5.02,56.0,281120000.0,281.12,2024-01-09 15:00:00
SOYBEANS,2019,STATE,OH,OHIO,4300000.0,4.3,4270000.0,4.27,49.0,209230000.0,209.23,2024-01-09 15:00:00
SOYBEANS,2020,STATE,OH,OHIO,4950000.0,4.95,4920000.0,4.92,55.0,270600000.0,270.6,2024-01-09 15:00:00
SOYBEANS,2021,STATE,OH,OHIO,4900000.0,4.9,4880000.0,4.88,57.0,278160000.0,278.16,2024-01-09 15:00:00
SOYBEANS,2022,STATE,OH,OHIO,5100000.0,5.1,5080000.0,5.08,55.5,281940000.0,281.94,2024-01-09 15:00:00
SOYBEANS,2023,STATE,OH,OHIO,4750000.0,4.75,4730000.0,4.73,58.0,274340000.0,274.34,2024-09-30 12:00:00
SOYBEANS,2024,STATE,OH,OHIO,5100000.0,5.1,5080000.0,5.08,50.0,254000000.0,254.0,2025-09-30 12:00:00
