mapdate,stateabbreviation,none,d0,d1,d2,d3,d4,validstart,validend,statisticformatid,state_alpha
2016-08-23,IN,94.34,5.66,1.91,0.0,0.0,0.0,2016-08-23,2016-08-29,1,IN
2016-08-16,IN,93.68,6.32,2.65,0.0,0.0,0.0,2016-08-16,2016-08-22,1,IN
2016-08-09,IN,84.62,15.38,3.22,0.0,0.0,0.0,2016-08-09,2016-08-15,1,IN
2016-08-02,IN,86.13,13.87,0.09,0.0,0.0,0.0,2016-08-02,2016-08-08,1,IN
2016-07-26,IN,86.16,13.84,0.0,0.0,0.0,0.0,2016-07-26,2016-08-01,1,IN
2016-07-19,IN,75.66,24.34,0.0,0.0,0.0,0.0,2016-07-19,2016-07-25,1,IN
2016-07-12,IN,70.83,29.17,0.0,0.0,0.0,0.0,2016-07-12,2016-07-18,1,IN
2016-07-05,IN,79.19,20.81,0.0,0.0,0.0,0.0,2016-07-05,2016-07-11,1,IN
2016-06-28,IN,81.32,18.68,0.0,0.0,0.0,0.0,2016-06-28,2016-07-04,1,IN
2016-06-21,IN,48.39,51.61,0.0,0.0,0.0,0.0,2016-06-21,2016-06-27,1,IN
2016-06-14,IN,21.3,78.7,0.0,0.0,0.0,0.0,2016-06-14,2016-06-20,1,IN
2016-06-07,IN,94.59,5.41,0.0,0.0,0.0,0.0,2016-06-07,2016-06-13,1,IN
2016-05-31,IN,100.0,0.0,0.0,0.0,0.0,0.0,2016-05-31,2016-06-06,1,IN
2016-05-24,IN,100.0,0.0,0.0,0.0,0.0,0.0,2016-05-24,2016-05-30,1,IN
2016-05-17,IN,100.0,0.0,0.0,0.0,0.0,0.0,2016-05-17,2016-05-23,1,IN
2016-05-10,IN,100.0,0.0,0.0,0.0,0.0,0.0,2016-05-10,2016-05-16,1,IN
2016-05-03,IN,100.0,0.0,0.0,0.0,0.0,0.0,2016-05-03,2016-05-09,1,IN
2016-04-26,IN,100.0,0.0,0.0,0.0,0.0,0.0,2016-04-26,2016-05-02,1,IN
2016-04-19,IN,100.0,0.0,0.0,0.0,0.0,0.0,2016-04-19,2016-04-25,1,IN
2016-04-12,IN,100.0,0.0,0.0,0.0,0.0,0.0,2016-04-12,2016-04-18,1,IN
2016-04-05,IN,100.0,0.0,0.0,0.0,0.0,0.0,2016-04-05,2016-04-11,1,IN
2016-03-29,IN,100.0,0.0,0.0,0.0,0.0,0.0,2016-03-29,2016-04-04,1,IN
2016-03-22,IN,100.0,0.0,0.0,0.0,0.0,0.0,2016-03-22,2016-03-28,1,IN
2016-03-15,IN,100.0,0.0,0.0,0.0,0.0,0.0,2016-03-15,2016-03-21,1,IN
2016-03-08,IN,100.0,0.0,0.0,0.0,0.0,0.0,2016-03-08,2016-03-14,1,IN
2016-03-01,IN,100.0,0.0,0.0,0.0,0.0,0.0,2016-03-01,2016-03-07,1,IN
2016-02-23,IN,100.0,0.0,0.0,0.0,0.0,0.0,2016-02-23,2016-02-29,1,IN
2016-02-16,IN,100.0,0.0,0.0,0.0,0.0,0.0,2016-02-16,2016-02-22,1,IN
2016-02-09,IN,100.0,0.0,0.0,0.0,0.0,0.0,2016-02-09,2016-02-15,1,IN
2016-02-02,IN,100.0,0.0,0.0,0.0,0.0,0.0,2016-02-02,2016-02-08,1,IN
2016-01-26,IN,100.0,0.0,0.0,0.0,0.0,0.0,2016-01-26,2016-02-01,1,IN
2016-01-19,IN,100.0,0.0,0.0,0.0,0.0,0.0,2016-01-19,2016-01-25,1,IN
2016-01-12,IN,100.0,0.0,0.0,0.0,0.0,0.0,2016-01-12,2016-01-18,1,IN
2016-01-05,IN,87.12,12.88,0.0,0.0,0.0,0.0,2016-01-05,2016-01-11,1,IN
2015-12-29,IN,49.66,50.34,10.41,0.0,0.0,0.0,2015-12-29,2016-01-04,1,IN
2015-12-22,IN,42.9,57.1,14.75,0.0,0.0,0.0,2015-12-22,2015-12-28,1,IN
2015-12-15,IN,46.54,53.46,14.75,0.0,0.0,0.0,2015-12-15,2015-12-21,1,IN
2015-12-08,IN,46.84,53.16,14.75,0.0,0.0,0.0,2015-12-08,2015-12-14,1,IN
2015-12-01,IN,46.84,53.16,18.07,0.0,0.0,0.0,2015-12-01,2015-12-07,1,IN
2015-11-24,IN,46.39,53.61,20.74,0.0,0.0,0.0,2015-11-24,2015-11-30,1,IN
2015-11-17,IN,46.06,53.94,20.74,0.0,0.0,0.0,2015-11-17,2015-11-23,1,IN
2015-11-10,IN,46.06,53.94,20.74,0.0,0.0,0.0,2015-11-10,2015-11-16,1,IN
2015-11-03,IN,43.39,56.61,20.74,0.0,0.0,0.0,2015-11-03,2015-11-09,1,IN
2015-10-27,IN,11.69,88.31,38.33,0.0,0.0,0.0,2015-10-27,2015-11-02,1,IN
2015-10-20,IN,21.98,78.02,23.98,0.0,0.0,0.0,2015-10-20,2015-10-26,1,IN
2015-10-13,IN,63.5,36.5,7.92,0.0,0.0,0.0,2015-10-13,2015-10-19,1,IN
2015-10-06,IN,74.04,25.96,3.76,0.0,0.0,0.0,2015-10-06,2015-10-12,1,IN
2015-09-29,IN,69.52,30.48,1.38,0.0,0.0,0.0,2015-09-29,2015-10-05,1,IN
2015-09-22,IN,69.52,30.48,1.38,0.0,0.0,0.0,2015-09-22,2015-09-28,1,IN
2015-09-15,IN,82.26,17.74,0.0,0.0,0.0,0.0,2015-09-15,2015-09-21,1,IN
2015-09-08,IN,82.16,17.84,0.0,0.0,0.0,0.0,2015-09-08,2015-09-14,1,IN
2015-09-01,IN,100.0,0.0,0.0,0.0,0.0,0.0,2015-09-01,2015-09-07,1,IN
2015-08-25,IN,100.0,0.0,0.0,0.0,0.0,0.0,2015-08-25,2015-08-31,1,IN
2015-08-18,IN,100.0,0.0,0.0,0.0,0.0,0.0,2015-08-18,2015-08-24,1,IN
2015-08-11,IN,100.0,0.0,0.0,0.0,0.0,0.0,2015-08-11,2015-08-17,1,IN
2015-08-04,IN,100.0,0.0,0.0,0.0,0.0,0.0,2015-08-04,2015-08-10,1,IN
2015-07-28,IN,100.0,0.0,0.0,0.0,0.0,0.0,2015-07-28,2015-08-03,1,IN
2015-07-21,IN,100.0,0.0,0.0,0.0,0.0,0.0,2015-07-21,2015-07-27,1,IN
2015-07-14,IN,100.0,0.0,0.0,0.0,0.0,0.0,2015-07-14,2015-07-20,1,IN
2015-07-07,IN,100.0,0.0,0.0,0.0,0.0,0.0,2015-07-07,2015-07-13,1,IN
2015-06-30,IN,100.0,0.0,0.0,0.0,0.0,0.0,2015-06-30,2015-07-06,1,IN
2015-06-23,IN,91.54,8.46,0.0,0.0,0.0,0.0,2015-06-23,2015-06-29,1,IN
2015-06-16,IN,65.12,34.88,14.07,0.0,0.0,0.0,2015-06-16,2015-06-22,1,IN
2015-06-09,IN,69.82,30.18,0.0,0.0,0.0,0.0,2015-06-09,2015-06-15,1,IN
2015-06-02,IN,77.86,22.14,0.0,0.0,0.0,0.0,2015-06-02,2015-06-08,1,IN
2015-05-26,IN,67.37,32.63,0.0,0.0,0.0,0.0,2015-05-26,2015-06-01,1,IN
2015-05-19,IN,80.09,19.91,0.0,0.0,0.0,0.0,2015-05-19,2015-05-25,1,IN
2015-05-12,IN,80.09,19.91,0.0,0.0,0.0,0.0,2015-05-12,2015-05-18,1,IN
2015-05-05,IN,78.45,21.55,0.0,0.0,0.0,0.0,2015-05-05,2015-05-11,1,IN
2015-04-28,IN,78.45,21.55,0.0,0.0,0.0,0.0,2015-04-28,2015-05-04,1,IN
2015-04-21,IN,78.28,21.72,0.0,0.0,0.0,0.0,2015-04-21,2015-04-27,1,IN
2015-04-14,IN,78.28,21.72,0.0,0.0,0.0,0.0,2015-04-14,2015-04-20,1,IN
2015-04-07,IN,78.44,21.56,0.0,0.0,0.0,0.0,2015-04-07,2015-04-13,1,IN
2015-03-31,IN,98.64,1.36,0.0,0.0,0.0,0.0,2015-03-31,2015-04-06,1,IN
2015-03-24,IN,99.54,0.46,0.0,0.0,0.0,0.0,2015-03-24,2015-03-30,1,IN
2015-03-17,IN,100.0,0.0,0.0,0.0,0.0,0.0,2015-03-17,2015-03-23,1,IN
2015-03-10,IN,100.0,0.0,0.0,0.0,0.0,0.0,2015-03-10,2015-03-16,1,IN
2015-03-03,IN,96.89,3.11,0.05,0.0,0.0,0.0,2015-03-03,2015-03-09,1,IN
2015-02-24,IN,96.09,3.91,0.19,0.0,0.0,0.0,2015-02-24,2015-03-02,1,IN
2015-02-17,IN,96.09,3.91,0.59,0.0,0.0,0.0,2015-02-17,2015-02-23,1,IN
2015-02-10,IN,96.09,3.91,0.59,0.0,0.0,0.0,2015-02-10,2015-02-16,1,IN
2015-02-03,IN,97.64,2.36,0.04,0.0,0.0,0.0,2015-02-03,2015-02-09,1,IN
2015-01-27,IN,96.1,3.9,0.03,0.0,0.0,0.0,2015-01-27,2015-02-02,1,IN
2015-01-20,IN,99.03,0.97,0.0,0.0,0.0,0.0,2015-01-20,2015-01-26,1,IN
2015-01-13,IN,99.03,0.97,0.0,0.0,0.0,0.0,2015-01-13,2015-01-19,1,IN
2015-01-06,IN,100.0,0.0,0.0,0.0,0.0,0.0,2015-01-06,2015-01-12,1,IN
2014-12-30,IN,100.0,0.0,0.0,0.0,0.0,0.0,2014-12-30,2015-01-05,1,IN
2026-06-09,MN,24.63,75.37,32.41,9.98,0.08,0.0,2026-06-09,2026-06-15,1,MN
2026-06-02,MN,24.93,75.07,14.29,1.21,0.0,0.0,2026-06-02,2026-06-08,1,MN
2026-05-26,MN,38.92,61.08,11.78,0.4,0.0,0.0,2026-05-26,2026-06-01,1,MN
2026-05-19,MN,57.54,42.46,7.54,0.4,0.0,0.0,2026-05-19,2026-05-25,1,MN
2026-05-12,MN,58.2,41.8,7.54,0.4,0.0,0.0,2026-05-12,2026-05-18,1,MN
2026-05-05,MN,69.56,30.44,7.54,0.4,0.0,0.0,2026-05-05,2026-05-11,1,MN
2026-04-28,MN,65.39,34.61,8.91,0.4,0.0,0.0,2026-04-28,2026-05-04,1,MN
2026-04-21,MN,57.21,42.79,20.75,1.17,0.0,0.0,2026-04-21,2026-04-27,1,MN
2026-04-14,MN,46.12,53.88,25.2,1.36,0.0,0.0,2026-04-14,2026-04-20,1,MN
2026-04-07,MN,41.96,58.04,26.4,2.48,0.0,0.0,2026-04-07,2026-04-13,1,MN
2026-03-31,MN,32.39,67.61,34.45,2.86,0.0,0.0,2026-03-31,2026-04-06,1,MN
2026-03-24,MN,33.64,66.36,33.88,2.52,0.0,0.0,2026-03-24,2026-03-30,1,MN
2026-03-17,MN,33.64,66.36,33.88,2.52,0.0,0.0,2026-03-17,2026-03-23,1,MN
2026-03-10,MN,33.59,66.41,33.87,3.05,0.0,0.0,2026-03-10,2026-03-16,1,MN
2026-03-03,MN,32.19,67.81,35.67,3.05,0.0,0.0,2026-03-03,2026-03-09,1,MN
2026-02-24,MN,36.12,63.88,30.7,3.05,0.0,0.0,2026-02-24,2026-03-02,1,MN
2026-02-17,MN,36.28,63.72,31.7,4.24,0.0,0.0,2026-02-17,2026-02-23,1,MN
2026-02-10,MN,36.29,63.71,29.88,4.24,0.0,0.0,2026-02-10,2026-02-16,1,MN
2026-02-03,MN,40.17,59.83,29.88,4.24,0.0,0.0,2026-02-03,2026-02-09,1,MN
2026-01-27,MN,40.17,59.83,29.88,4.24,0.0,0.0,2026-01-27,2026-02-02,1,MN
2026-01-20,MN,40.13,59.87,29.88,4.24,0.0,0.0,2026-01-20,2026-01-26,1,MN
2026-01-13,MN,40.13,59.87,29.88,4.24,0.0,0.0,2026-01-13,2026-01-19,1,MN
2026-01-06,MN,35.13,64.87,30.35,4.24,0.0,0.0,2026-01-06,2026-01-12,1,MN
2025-12-30,MN,33.7,66.3,30.35,4.24,0.0,0.0,2025-12-30,2026-01-05,1,MN
2025-12-23,MN,25.08,74.92,30.35,4.24,0.0,0.0,2025-12-23,2025-12-29,1,MN
2025-12-16,MN,25.08,74.92,30.35,4.24,0.0,0.0,2025-12-16,2025-12-22,1,MN
2025-12-09,MN,25.08,74.92,30.35,4.24,0.0,0.0,2025-12-09,2025-12-15,1,MN
2025-12-02,MN,25.08,74.92,30.35,4.24,0.0,0.0,2025-12-02,2025-12-08,1,MN
2025-11-25,MN,25.08,74.92,30.35,4.24,0.0,0.0,2025-11-25,2025-12-01,1,MN
2025-11-18,MN,25.08,74.92,30.35,4.24,0.0,0.0,2025-11-18,2025-11-24,1,MN
2025-11-11,MN,37.08,62.92,22.32,2.14,0.0,0.0,2025-11-11,2025-11-17,1,MN
2025-11-04,MN,37.09,62.91,22.32,2.14,0.0,0.0,2025-11-04,2025-11-10,1,MN
2025-10-28,MN,34.02,65.98,22.32,0.0,0.0,0.0,2025-10-28,2025-11-03,1,MN
2025-10-21,MN,35.46,64.54,22.32,0.0,0.0,0.0,2025-10-21,2025-10-27,1,MN
2025-10-14,MN,37.55,62.45,18.68,0.0,0.0,0.0,2025-10-14,2025-10-20,1,MN
2025-10-07,MN,42.81,57.19,12.46,0.0,0.0,0.0,2025-10-07,2025-10-13,1,MN
2025-09-30,MN,65.35,34.65,3.01,0.0,0.0,0.0,2025-09-30,2025-10-06,1,MN
2025-09-23,MN,79.29,20.71,0.0,0.0,0.0,0.0,2025-09-23,2025-09-29,1,MN
2025-09-16,MN,81.47,18.53,0.0,0.0,0.0,0.0,2025-09-16,2025-09-22,1,MN
2025-09-09,MN,81.12,18.88,0.0,0.0,0.0,0.0,2025-09-09,2025-09-15,1,MN
2025-09-02,MN,86.52,13.48,0.0,0.0,0.0,0.0,2025-09-02,2025-09-08,1,MN
2025-08-26,MN,96.8,3.2,0.0,0.0,0.0,0.0,2025-08-26,2025-09-01,1,MN
2025-08-19,MN,94.67,5.33,0.0,0.0,0.0,0.0,2025-08-19,2025-08-25,1,MN
2025-08-12,MN,94.67,5.33,0.0,0.0,0.0,0.0,2025-08-12,2025-08-18,1,MN
2025-08-05,MN,92.64,7.36,2.39,0.0,0.0,0.0,2025-08-05,2025-08-11,1,MN
2025-07-29,MN,92.64,7.36,2.35,0.0,0.0,0.0,2025-07-29,2025-08-04,1,MN
2025-07-22,MN,88.09,11.91,4.18,0.0,0.0,0.0,2025-07-22,2025-07-28,1,MN
2025-07-15,MN,74.16,25.84,4.18,1.38,0.0,0.0,2025-07-15,2025-07-21,1,MN
2025-07-08,MN,63.03,36.97,4.78,1.73,0.0,0.0,2025-07-08,2025-07-14,1,MN
2025-07-01,MN,55.17,44.83,11.59,2.15,0.0,0.0,2025-07-01,2025-07-07,1,MN
2025-06-24,MN,47.32,52.68,11.26,0.0,0.0,0.0,2025-06-24,2025-06-30,1,MN
2025-06-17,MN,37.94,62.06,9.97,0.0,0.0,0.0,2025-06-17,2025-06-23,1,MN
2025-06-10,MN,33.85,66.15,16.74,0.0,0.0,0.0,2025-06-10,2025-06-16,1,MN
2025-06-03,MN,28.78,71.22,15.15,0.0,0.0,0.0,2025-06-03,2025-06-09,1,MN
2025-05-27,MN,27.19,72.81,15.15,0.0,0.0,0.0,2025-05-27,2025-06-02,1,MN
2025-05-20,MN,19.13,80.87,18.26,0.0,0.0,0.0,2025-05-20,2025-05-26,1,MN
2025-05-13,MN,17.31,82.69,22.37,0.0,0.0,0.0,2025-05-13,2025-05-19,1,MN
2025-05-06,MN,25.06,74.94,22.37,0.0,0.0,0.0,2025-05-06,2025-05-12,1,MN
2025-04-29,MN,25.14,74.86,22.37,0.0,0.0,0.0,2025-04-29,2025-05-05,1,MN
2025-04-22,MN,18.18,81.82,46.02,5.66,0.0,0.0,2025-04-22,2025-04-28,1,MN
2025-04-15,MN,13.9,86.1,41.31,5.66,0.0,0.0,2025-04-15,2025-04-21,1,MN
2025-04-08,MN,9.65,90.35,46.58,5.66,0.0,0.0,2025-04-08,2025-04-14,1,MN
2025-04-01,MN,5.07,94.93,62.65,8.75,0.0,0.0,2025-04-01,2025-04-07,1,MN
2025-03-25,MN,5.07,94.93,66.43,8.75,0.0,0.0,2025-03-25,2025-03-31,1,MN
2025-03-18,MN,5.8,94.2,67.06,8.07,0.0,0.0,2025-03-18,2025-03-24,1,MN
2025-03-11,MN,5.52,94.48,69.4,9.89,0.0,0.0,2025-03-11,2025-03-17,1,MN
2025-03-04,MN,5.52,94.48,66.59,7.47,0.0,0.0,2025-03-04,2025-03-10,1,MN
2025-02-25,MN,5.52,94.48,66.59,7.47,0.0,0.0,2025-02-25,2025-03-03,1,MN
2025-02-18,MN,6.35,93.65,62.56,7.47,0.0,0.0,2025-02-18,2025-02-24,1,MN
2025-02-11,MN,6.35,93.65,62.56,7.47,0.0,0.0,2025-02-11,2025-02-17,1,MN
2025-02-04,MN,6.35,93.65,62.56,7.47,0.0,0.0,2025-02-04,2025-02-10,1,MN
2025-01-28,MN,12.28,87.72,49.4,7.47,0.0,0.0,2025-01-28,2025-02-03,1,MN
2025-01-21,MN,12.28,87.72,49.4,7.47,0.0,0.0,2025-01-21,2025-01-27,1,MN
2025-01-14,MN,12.28,87.72,49.4,7.47,0.0,0.0,2025-01-14,2025-01-20,1,MN
2025-01-07,MN,12.28,87.72,49.4,7.47,0.0,0.0,2025-01-07,2025-01-13,1,MN
2024-12-31,MN,12.28,87.72,49.4,7.47,0.0,0.0,2024-12-31,2025-01-06,1,MN
2024-12-24,MN,10.97,89.03,53.13,7.47,0.0,0.0,2024-12-24,2024-12-30,1,MN
2024-12-17,MN,10.97,89.03,53.13,7.47,0.0,0.0,2024-12-17,2024-12-23,1,MN
2024-12-10,MN,10.95,89.05,52.92,9.11,0.0,0.0,2024-12-10,2024-12-16,1,MN
2024-12-03,MN,10.95,89.05,57.28,9.11,0.0,0.0,2024-12-03,2024-12-09,1,MN
2024-11-26,MN,8.99,91.01,57.28,9.11,0.0,0.0,2024-11-26,2024-12-02,1,MN
2024-11-19,MN,0.09,99.91,64.89,15.66,0.0,0.0,2024-11-19,2024-11-25,1,MN
2024-11-12,MN,0.08,99.92,78.92,44.69,0.0,0.0,2024-11-12,2024-11-18,1,MN
2024-11-05,MN,0.08,99.92,83.58,46.19,0.0,0.0,2024-11-05,2024-11-11,1,MN
2024-10-29,MN,0.08,99.92,90.69,51.18,0.0,0.0,2024-10-29,2024-11-04,1,MN
2024-10-22,MN,0.52,99.48,86.39,42.55,0.0,0.0,2024-10-22,2024-10-28,1,MN
2024-10-15,MN,2.91,97.09,71.71,28.24,0.0,0.0,2024-10-15,2024-10-21,1,MN
2024-10-08,MN,2.96,97.04,68.62,19.7,0.0,0.0,2024-10-08,2024-10-14,1,MN
2024-10-01,MN,6.04,93.96,43.28,0.0,0.0,0.0,2024-10-01,2024-10-07,1,MN
2024-09-24,MN,19.66,80.34,15.59,0.0,0.0,0.0,2024-09-24,2024-09-30,1,MN
2024-09-17,MN,49.6,50.4,1.99,0.0,0.0,0.0,2024-09-17,2024-09-23,1,MN
2024-09-10,MN,51.67,48.33,0.0,0.0,0.0,0.0,2024-09-10,2024-09-16,1,MN
2024-09-03,MN,87.53,12.47,0.0,0.0,0.0,0.0,2024-09-03,2024-09-09,1,MN
2024-08-27,MN,87.53,12.47,0.0,0.0,0.0,0.0,2024-08-27,2024-09-02,1,MN
2024-08-20,MN,91.66,8.34,0.0,0.0,0.0,0.0,2024-08-20,2024-08-26,1,MN
2024-08-13,MN,100.0,0.0,0.0,0.0,0.0,0.0,2024-08-13,2024-08-19,1,MN
2024-08-06,MN,100.0,0.0,0.0,0.0,0.0,0.0,2024-08-06,2024-08-12,1,MN
2024-07-30,MN,100.0,0.0,0.0,0.0,0.0,0.0,2024-07-30,2024-08-05,1,MN
2024-07-23,MN,100.0,0.0,0.0,0.0,0.0,0.0,2024-07-23,2024-07-29,1,MN
2024-07-16,MN,100.0,0.0,0.0,0.0,0.0,0.0,2024-07-16,2024-07-22,1,MN
2024-07-09,MN,100.0,0.0,0.0,0.0,0.0,0.0,2024-07-09,2024-07-15,1,MN
2024-07-02,MN,100.0,0.0,0.0,0.0,0.0,0.0,2024-07-02,2024-07-08,1,MN
2024-06-25,MN,100.0,0.0,0.0,0.0,0.0,0.0,2024-06-25,2024-07-01,1,MN
2024-06-18,MN,100.0,0.0,0.0,0.0,0.0,0.0,2024-06-18,2024-06-24,1,MN
2024-06-11,MN,100.0,0.0,0.0,0.0,0.0,0.0,2024-06-11,2024-06-17,1,MN
2024-06-04,MN,97.6,2.4,0.0,0.0,0.0,0.0,2024-06-04,2024-06-10,1,MN
2024-05-28,MN,89.12,10.88,2.4,0.0,0.0,0.0,2024-05-28,2024-06-03,1,MN
2024-05-21,MN,72.57,27.43,8.45,0.0,0.0,0.0,2024-05-21,2024-05-27,1,MN
2024-05-14,MN,60.76,39.24,11.12,0.01,0.0,0.0,2024-05-14,2024-05-20,1,MN
2024-05-07,MN,60.88,39.12,11.26,0.01,0.0,0.0,2024-05-07,2024-05-13,1,MN
2024-04-30,MN,41.5,58.5,35.84,10.18,0.0,0.0,2024-04-30,2024-05-06,1,MN
2024-04-23,MN,25.99,74.01,42.6,12.55,0.0,0.0,2024-04-23,2024-04-29,1,MN
2024-04-16,MN,12.98,87.02,44.34,11.33,0.0,0.0,2024-04-16,2024-04-22,1,MN
2024-04-09,MN,12.99,87.01,44.33,11.43,0.0,0.0,2024-04-09,2024-04-15,1,MN
2024-04-02,MN,1.39,98.61,43.37,11.43,0.0,0.0,2024-04-02,2024-04-08,1,MN
2024-03-26,MN,1.38,98.62,43.37,11.43,0.0,0.0,2024-03-26,2024-04-01,1,MN
2024-03-19,MN,0.52,99.48,74.74,12.42,0.25,0.0,2024-03-19,2024-03-25,1,MN
2024-03-12,MN,0.52,99.48,74.74,12.42,0.25,0.0,2024-03-12,2024-03-18,1,MN
2024-03-05,MN,0.52,99.48,53.48,12.42,0.25,0.0,2024-03-05,2024-03-11,1,MN
2024-02-27,MN,0.51,99.49,50.73,12.42,0.25,0.0,2024-02-27,2024-03-04,1,MN
2024-02-20,MN,14.41,85.59,42.97,12.42,0.25,0.0,2024-02-20,2024-02-26,1,MN
2024-02-13,MN,14.43,85.57,39.67,12.42,0.25,0.0,2024-02-13,2024-02-19,1,MN
2024-02-06,MN,14.85,85.15,39.67,12.42,0.25,0.0,2024-02-06,2024-02-12,1,MN
2024-01-30,MN,17.35,82.65,40.19,12.42,0.25,0.0,2024-01-30,2024-02-05,1,MN
2024-01-23,MN,17.35,82.65,40.19,12.42,0.25,0.0,2024-01-23,2024-01-29,1,MN
2024-01-16,MN,14.82,85.18,40.22,12.42,0.25,0.0,2024-01-16,2024-01-22,1,MN
2024-01-09,MN,14.82,85.18,40.24,12.42,0.25,0.0,2024-01-09,2024-01-15,1,MN
2024-01-02,MN,14.82,85.18,40.24,12.42,0.25,0.0,2024-01-02,2024-01-08,1,MN
2023-12-26,MN,14.82,85.18,40.24,12.42,0.25,0.0,2023-12-26,2024-01-01,1,MN
2023-12-19,MN,1.63,98.37,44.92,18.01,0.25,0.0,2023-12-19,2023-12-25,1,MN
2023-12-12,MN,1.66,98.34,44.92,18.01,0.25,0.0,2023-12-12,2023-12-18,1,MN
2023-12-05,MN,10.02,89.98,44.92,18.01,0.25,0.0,2023-12-05,2023-12-11,1,MN
2023-11-28,MN,10.16,89.84,43.65,18.01,0.25,0.0,2023-11-28,2023-12-04,1,MN
2023-11-21,MN,10.16,89.84,43.65,18.01,0.25,0.0,2023-11-21,2023-11-27,1,MN
2023-11-14,MN,10.2,89.8,43.65,18.01,0.25,0.0,2023-11-14,2023-11-20,1,MN
2023-11-07,MN,10.1,89.9,43.65,18.01,0.25,0.0,2023-11-07,2023-11-13,1,MN
2023-10-31,MN,6.21,93.79,43.67,20.66,0.25,0.0,2023-10-31,2023-11-06,1,MN
2023-10-24,MN,4.27,95.73,54.45,23.35,1.13,0.0,2023-10-24,2023-10-30,1,MN
2023-10-17,MN,4.11,95.89,58.46,25.96,1.13,0.0,2023-10-17,2023-10-23,1,MN
2023-10-10,MN,3.55,96.45,72.6,39.77,5.0,0.0,2023-10-10,2023-10-16,1,MN
2023-10-03,MN,0.0,100.0,82.02,43.61,7.6,0.0,2023-10-03,2023-10-09,1,MN
2023-09-26,MN,0.0,100.0,82.65,46.65,8.03,0.0,2023-09-26,2023-10-02,1,MN
2023-09-19,MN,0.0,100.0,94.5,64.01,26.07,2.82,2023-09-19,2023-09-25,1,MN
2023-09-12,MN,0.0,100.0,98.58,61.53,19.21,1.4,2023-09-12,2023-09-18,1,MN
2023-09-05,MN,0.08,99.92,85.07,54.77,16.1,1.4,2023-09-05,2023-09-11,1,MN
2023-08-29,MN,0.09,99.91,75.47,38.54,10.06,0.0,2023-08-29,2023-09-04,1,MN
2023-08-22,MN,0.85,99.15,72.67,33.05,1.74,0.0,2023-08-22,2023-08-28,1,MN
2023-08-15,MN,0.85,99.15,72.67,22.98,1.1,0.0,2023-08-15,2023-08-21,1,MN
2023-08-08,MN,0.0,100.0,79.78,33.99,2.83,0.0,2023-08-08,2023-08-14,1,MN
2023-08-01,MN,0.0,100.0,79.71,33.62,2.89,0.0,2023-08-01,2023-08-07,1,MN
2023-07-25,MN,0.0,100.0,80.32,29.66,1.49,0.0,2023-07-25,2023-07-31,1,MN
2023-07-18,MN,0.0,100.0,70.19,18.23,1.49,0.0,2023-07-18,2023-07-24,1,MN
2023-07-11,MN,0.0,100.0,63.65,11.25,0.0,0.0,2023-07-11,2023-07-17,1,MN
2023-07-04,MN,1.98,98.02,56.73,8.48,0.0,0.0,2023-07-04,2023-07-10,1,MN
2023-06-27,MN,7.68,92.32,44.17,4.92,0.0,0.0,2023-06-27,2023-07-03,1,MN
2023-06-20,MN,7.68,92.32,39.43,4.82,0.0,0.0,2023-06-20,2023-06-26,1,MN
2023-06-13,MN,22.76,77.24,18.85,2.14,0.0,0.0,2023-06-13,2023-06-19,1,MN
2023-06-06,MN,27.92,72.08,12.4,0.0,0.0,0.0,2023-06-06,2023-06-12,1,MN
2023-05-30,MN,34.37,65.63,0.84,0.0,0.0,0.0,2023-05-30,2023-06-05,1,MN
2023-05-23,MN,69.6,30.4,0.27,0.0,0.0,0.0,2023-05-23,2023-05-29,1,MN
2023-05-16,MN,73.25,26.75,0.27,0.0,0.0,0.0,2023-05-16,2023-05-22,1,MN
2023-05-09,MN,60.85,39.15,2.71,0.0,0.0,0.0,2023-05-09,2023-05-15,1,MN
2023-05-02,MN,59.7,40.3,1.6,0.0,0.0,0.0,2023-05-02,2023-05-08,1,MN
2023-04-25,MN,59.7,40.3,1.6,0.0,0.0,0.0,2023-04-25,2023-05-01,1,MN
2023-04-18,MN,55.51,44.49,7.88,0.0,0.0,0.0,2023-04-18,2023-04-24,1,MN
2023-04-11,MN,51.28,48.72,9.41,0.0,0.0,0.0,2023-04-11,2023-04-17,1,MN
2023-04-04,MN,49.48,50.52,9.55,0.0,0.0,0.0,2023-04-04,2023-04-10,1,MN
2023-03-28,MN,58.59,41.41,12.86,0.0,0.0,0.0,2023-03-28,2023-04-03,1,MN
2023-03-21,MN,58.59,41.41,15.64,0.0,0.0,0.0,2023-03-21,2023-03-27,1,MN
2023-03-14,MN,58.59,41.41,15.64,0.0,0.0,0.0,2023-03-14,2023-03-20,1,MN
2023-03-07,MN,43.61,56.39,27.19,0.0,0.0,0.0,2023-03-07,2023-03-13,1,MN
2023-02-28,MN,43.38,56.62,27.21,0.0,0.0,0.0,2023-02-28,2023-03-06,1,MN
2023-02-21,MN,39.37,60.63,31.57,1.9,0.0,0.0,2023-02-21,2023-02-27,1,MN
2023-02-14,MN,39.48,60.52,36.88,6.21,0.0,0.0,2023-02-14,2023-02-20,1,MN
2023-02-07,MN,39.59,60.41,36.88,6.22,0.0,0.0,2023-02-07,2023-02-13,1,MN
2023-01-31,MN,33.16,66.84,36.88,6.22,0.0,0.0,2023-01-31,2023-02-06,1,MN
