mapdate,stateabbreviation,none,d0,d1,d2,d3,d4,validstart,validend,statisticformatid,state_alpha
2026-06-09,IA,39.22,60.78,2.6,0.0,0.0,0.0,2026-06-09,2026-06-15,1,IA
2026-06-02,IA,27.51,72.49,2.6,0.0,0.0,0.0,2026-06-02,2026-06-08,1,IA
2026-05-26,IA,56.82,43.18,2.3,0.1,0.0,0.0,2026-05-26,2026-06-01,1,IA
2026-05-19,IA,75.14,24.86,2.3,0.1,0.0,0.0,2026-05-19,2026-05-25,1,IA
2026-05-12,IA,72.3,27.7,2.32,0.1,0.0,0.0,2026-05-12,2026-05-18,1,IA
2026-05-05,IA,89.21,10.79,2.06,0.1,0.0,0.0,2026-05-05,2026-05-11,1,IA
2026-04-28,IA,89.55,10.45,2.06,0.1,0.0,0.0,2026-04-28,2026-05-04,1,IA
2026-04-21,IA,87.06,12.94,3.98,0.54,0.0,0.0,2026-04-21,2026-04-27,1,IA
2026-04-14,IA,82.6,17.4,4.96,0.02,0.0,0.0,2026-04-14,2026-04-20,1,IA
2026-04-07,IA,46.74,53.26,16.59,3.48,0.0,0.0,2026-04-07,2026-04-13,1,IA
2026-03-31,IA,42.65,57.35,38.55,6.83,0.0,0.0,2026-03-31,2026-04-06,1,IA
2026-03-24,IA,46.09,53.91,38.31,2.07,0.0,0.0,2026-03-24,2026-03-30,1,IA
2026-03-17,IA,46.09,53.91,37.44,2.07,0.0,0.0,2026-03-17,2026-03-23,1,IA
2026-03-10,IA,38.9,61.1,39.59,2.07,0.0,0.0,2026-03-10,2026-03-16,1,IA
2026-03-03,IA,26.21,73.79,43.04,2.07,0.0,0.0,2026-03-03,2026-03-09,1,IA
2026-02-24,IA,32.11,67.89,25.27,0.0,0.0,0.0,2026-02-24,2026-03-02,1,IA
2026-02-17,IA,37.62,62.38,11.39,0.0,0.0,0.0,2026-02-17,2026-02-23,1,IA
2026-02-10,IA,42.44,57.56,1.03,0.0,0.0,0.0,2026-02-10,2026-02-16,1,IA
2026-02-03,IA,53.51,46.49,0.9,0.0,0.0,0.0,2026-02-03,2026-02-09,1,IA
2026-01-27,IA,55.89,44.11,0.9,0.0,0.0,0.0,2026-01-27,2026-02-02,1,IA
2026-01-20,IA,55.8,44.2,0.9,0.0,0.0,0.0,2026-01-20,2026-01-26,1,IA
2026-01-13,IA,55.2,44.8,0.9,0.0,0.0,0.0,2026-01-13,2026-01-19,1,IA
2026-01-06,IA,40.38,59.62,6.13,0.0,0.0,0.0,2026-01-06,2026-01-12,1,IA
2025-12-30,IA,50.42,49.58,17.32,0.0,0.0,0.0,2025-12-30,2026-01-05,1,IA
2025-12-23,IA,51.0,49.0,17.42,0.0,0.0,0.0,2025-12-23,2025-12-29,1,IA
2025-12-16,IA,40.09,59.91,20.54,0.0,0.0,0.0,2025-12-16,2025-12-22,1,IA
2025-12-09,IA,34.93,65.07,21.42,0.0,0.0,0.0,2025-12-09,2025-12-15,1,IA
2025-12-02,IA,34.93,65.07,21.42,0.0,0.0,0.0,2025-12-02,2025-12-08,1,IA
2025-11-25,IA,28.34,71.66,21.41,0.0,0.0,0.0,2025-11-25,2025-12-01,1,IA
2025-11-18,IA,28.34,71.66,21.41,0.0,0.0,0.0,2025-11-18,2025-11-24,1,IA
2025-11-11,IA,32.69,67.31,15.36,0.0,0.0,0.0,2025-11-11,2025-11-17,1,IA
2025-11-04,IA,33.83,66.17,15.36,0.0,0.0,0.0,2025-11-04,2025-11-10,1,IA
2025-10-28,IA,33.76,66.24,11.91,0.0,0.0,0.0,2025-10-28,2025-11-03,1,IA
2025-10-21,IA,35.99,64.01,4.61,0.0,0.0,0.0,2025-10-21,2025-10-27,1,IA
2025-10-14,IA,46.81,53.19,4.72,0.0,0.0,0.0,2025-10-14,2025-10-20,1,IA
2025-10-07,IA,49.56,50.44,0.94,0.0,0.0,0.0,2025-10-07,2025-10-13,1,IA
2025-09-30,IA,69.85,30.15,0.0,0.0,0.0,0.0,2025-09-30,2025-10-06,1,IA
2025-09-23,IA,84.76,15.24,0.0,0.0,0.0,0.0,2025-09-23,2025-09-29,1,IA
2025-09-16,IA,75.31,24.69,0.0,0.0,0.0,0.0,2025-09-16,2025-09-22,1,IA
2025-09-09,IA,92.23,7.77,0.0,0.0,0.0,0.0,2025-09-09,2025-09-15,1,IA
2025-09-02,IA,95.88,4.12,0.0,0.0,0.0,0.0,2025-09-02,2025-09-08,1,IA
2025-08-26,IA,100.0,0.0,0.0,0.0,0.0,0.0,2025-08-26,2025-09-01,1,IA
2025-08-19,IA,100.0,0.0,0.0,0.0,0.0,0.0,2025-08-19,2025-08-25,1,IA
2025-08-12,IA,100.0,0.0,0.0,0.0,0.0,0.0,2025-08-12,2025-08-18,1,IA
2025-08-05,IA,99.42,0.58,0.0,0.0,0.0,0.0,2025-08-05,2025-08-11,1,IA
2025-07-29,IA,98.41,1.59,0.19,0.0,0.0,0.0,2025-07-29,2025-08-04,1,IA
2025-07-22,IA,95.96,4.04,0.92,0.0,0.0,0.0,2025-07-22,2025-07-28,1,IA
2025-07-15,IA,88.08,11.92,2.22,0.0,0.0,0.0,2025-07-15,2025-07-21,1,IA
2025-07-08,IA,63.41,36.59,3.61,0.0,0.0,0.0,2025-07-08,2025-07-14,1,IA
2025-07-01,IA,57.19,42.81,4.56,0.0,0.0,0.0,2025-07-01,2025-07-07,1,IA
2025-06-24,IA,45.23,54.77,8.77,0.0,0.0,0.0,2025-06-24,2025-06-30,1,IA
2025-06-17,IA,31.47,68.53,11.63,0.0,0.0,0.0,2025-06-17,2025-06-23,1,IA
2025-06-10,IA,20.49,79.51,12.48,0.0,0.0,0.0,2025-06-10,2025-06-16,1,IA
2025-06-03,IA,28.33,71.67,13.05,0.0,0.0,0.0,2025-06-03,2025-06-09,1,IA
2025-05-27,IA,44.03,55.97,9.62,0.0,0.0,0.0,2025-05-27,2025-06-02,1,IA
2025-05-20,IA,46.88,53.12,6.8,0.0,0.0,0.0,2025-05-20,2025-05-26,1,IA
2025-05-13,IA,39.31,60.69,7.0,0.0,0.0,0.0,2025-05-13,2025-05-19,1,IA
2025-05-06,IA,48.99,51.01,6.63,0.0,0.0,0.0,2025-05-06,2025-05-12,1,IA
2025-04-29,IA,50.08,49.92,6.63,0.0,0.0,0.0,2025-04-29,2025-05-05,1,IA
2025-04-22,IA,27.98,72.02,13.34,0.0,0.0,0.0,2025-04-22,2025-04-28,1,IA
2025-04-15,IA,14.11,85.89,29.52,0.0,0.0,0.0,2025-04-15,2025-04-21,1,IA
2025-04-08,IA,21.38,78.62,29.28,0.0,0.0,0.0,2025-04-08,2025-04-14,1,IA
2025-04-01,IA,20.98,79.02,33.55,0.0,0.0,0.0,2025-04-01,2025-04-07,1,IA
2025-03-25,IA,20.98,79.02,34.53,0.0,0.0,0.0,2025-03-25,2025-03-31,1,IA
2025-03-18,IA,20.93,79.07,56.42,1.17,0.0,0.0,2025-03-18,2025-03-24,1,IA
2025-03-11,IA,20.93,79.07,56.42,1.3,0.0,0.0,2025-03-11,2025-03-17,1,IA
2025-03-04,IA,14.05,85.95,72.91,1.3,0.0,0.0,2025-03-04,2025-03-10,1,IA
2025-02-25,IA,14.46,85.54,72.65,1.3,0.0,0.0,2025-02-25,2025-03-03,1,IA
2025-02-18,IA,14.46,85.54,61.42,1.3,0.0,0.0,2025-02-18,2025-02-24,1,IA
2025-02-11,IA,13.28,86.72,62.12,1.3,0.0,0.0,2025-02-11,2025-02-17,1,IA
2025-02-04,IA,13.28,86.72,62.12,1.3,0.0,0.0,2025-02-04,2025-02-10,1,IA
2025-01-28,IA,20.41,79.59,57.13,1.3,0.0,0.0,2025-01-28,2025-02-03,1,IA
2025-01-21,IA,20.41,79.59,57.13,1.3,0.0,0.0,2025-01-21,2025-01-27,1,IA
2025-01-14,IA,20.41,79.59,57.13,1.3,0.0,0.0,2025-01-14,2025-01-20,1,IA
2025-01-07,IA,20.41,79.59,57.13,1.3,0.0,0.0,2025-01-07,2025-01-13,1,IA
2024-12-31,IA,20.16,79.84,57.33,1.3,0.0,0.0,2024-12-31,2025-01-06,1,IA
2024-12-24,IA,20.57,79.43,61.15,1.3,0.0,0.0,2024-12-24,2024-12-30,1,IA
2024-12-17,IA,20.57,79.43,61.15,1.3,0.0,0.0,2024-12-17,2024-12-23,1,IA
2024-12-10,IA,7.2,92.8,63.13,1.3,0.0,0.0,2024-12-10,2024-12-16,1,IA
2024-12-03,IA,7.2,92.8,60.23,1.3,0.0,0.0,2024-12-03,2024-12-09,1,IA
2024-11-26,IA,6.83,93.17,60.23,1.3,0.0,0.0,2024-11-26,2024-12-02,1,IA
2024-11-19,IA,6.83,93.17,60.49,2.34,0.0,0.0,2024-11-19,2024-11-25,1,IA
2024-11-12,IA,6.16,93.84,63.07,12.6,0.0,0.0,2024-11-12,2024-11-18,1,IA
2024-11-05,IA,6.16,93.84,63.37,12.93,0.0,0.0,2024-11-05,2024-11-11,1,IA
2024-10-29,IA,0.0,100.0,87.8,50.8,0.0,0.0,2024-10-29,2024-11-04,1,IA
2024-10-22,IA,0.0,100.0,83.31,19.32,0.0,0.0,2024-10-22,2024-10-28,1,IA
2024-10-15,IA,2.46,97.54,73.29,15.91,0.0,0.0,2024-10-15,2024-10-21,1,IA
2024-10-08,IA,2.46,97.54,56.4,7.36,0.0,0.0,2024-10-08,2024-10-14,1,IA
2024-10-01,IA,6.02,93.98,23.2,1.29,0.0,0.0,2024-10-01,2024-10-07,1,IA
2024-09-24,IA,6.02,93.98,10.2,0.0,0.0,0.0,2024-09-24,2024-09-30,1,IA
2024-09-17,IA,0.0,100.0,4.42,0.0,0.0,0.0,2024-09-17,2024-09-23,1,IA
2024-09-10,IA,34.91,65.09,0.0,0.0,0.0,0.0,2024-09-10,2024-09-16,1,IA
2024-09-03,IA,56.64,43.36,0.0,0.0,0.0,0.0,2024-09-03,2024-09-09,1,IA
2024-08-27,IA,62.13,37.87,0.0,0.0,0.0,0.0,2024-08-27,2024-09-02,1,IA
2024-08-20,IA,96.63,3.37,0.0,0.0,0.0,0.0,2024-08-20,2024-08-26,1,IA
2024-08-13,IA,97.45,2.55,0.0,0.0,0.0,0.0,2024-08-13,2024-08-19,1,IA
2024-08-06,IA,97.5,2.5,0.0,0.0,0.0,0.0,2024-08-06,2024-08-12,1,IA
2024-07-30,IA,100.0,0.0,0.0,0.0,0.0,0.0,2024-07-30,2024-08-05,1,IA
2024-07-23,IA,100.0,0.0,0.0,0.0,0.0,0.0,2024-07-23,2024-07-29,1,IA
2024-07-16,IA,100.0,0.0,0.0,0.0,0.0,0.0,2024-07-16,2024-07-22,1,IA
2024-07-09,IA,99.19,0.81,0.0,0.0,0.0,0.0,2024-07-09,2024-07-15,1,IA
2024-07-02,IA,87.72,12.28,0.0,0.0,0.0,0.0,2024-07-02,2024-07-08,1,IA
2024-06-25,IA,80.22,19.78,0.0,0.0,0.0,0.0,2024-06-25,2024-07-01,1,IA
2024-06-18,IA,69.17,30.83,0.0,0.0,0.0,0.0,2024-06-18,2024-06-24,1,IA
2024-06-11,IA,83.65,16.35,0.0,0.0,0.0,0.0,2024-06-11,2024-06-17,1,IA
2024-06-04,IA,76.97,23.03,0.0,0.0,0.0,0.0,2024-06-04,2024-06-10,1,IA
2024-05-28,IA,75.73,24.27,0.0,0.0,0.0,0.0,2024-05-28,2024-06-03,1,IA
2024-05-21,IA,66.42,33.58,20.91,0.0,0.0,0.0,2024-05-21,2024-05-27,1,IA
2024-05-14,IA,52.54,47.46,27.43,16.09,0.0,0.0,2024-05-14,2024-05-20,1,IA
2024-05-07,IA,40.3,59.7,37.31,19.35,0.0,0.0,2024-05-07,2024-05-13,1,IA
2024-04-30,IA,30.11,69.89,49.89,22.28,2.44,0.0,2024-04-30,2024-05-06,1,IA
2024-04-23,IA,23.52,76.48,58.0,26.82,2.66,0.0,2024-04-23,2024-04-29,1,IA
2024-04-16,IA,14.71,85.29,66.2,30.68,7.43,0.0,2024-04-16,2024-04-22,1,IA
2024-04-09,IA,14.72,85.28,67.33,32.14,10.55,0.0,2024-04-09,2024-04-15,1,IA
2024-04-02,IA,9.65,90.35,70.58,33.43,11.53,0.0,2024-04-02,2024-04-08,1,IA
2024-03-26,IA,9.65,90.35,71.27,34.9,12.09,0.0,2024-03-26,2024-04-01,1,IA
2024-03-19,IA,2.26,97.74,83.77,55.37,19.82,0.0,2024-03-19,2024-03-25,1,IA
2024-03-12,IA,0.86,99.14,84.39,56.37,20.18,0.0,2024-03-12,2024-03-18,1,IA
2024-03-05,IA,0.89,99.11,79.7,56.37,20.18,0.0,2024-03-05,2024-03-11,1,IA
2024-02-27,IA,0.78,99.22,79.04,56.37,18.58,0.0,2024-02-27,2024-03-04,1,IA
2024-02-20,IA,4.19,95.81,78.22,56.37,18.58,0.0,2024-02-20,2024-02-26,1,IA
2024-02-13,IA,5.24,94.76,78.22,56.37,18.58,0.0,2024-02-13,2024-02-19,1,IA
2024-02-06,IA,5.24,94.76,78.22,56.37,18.58,0.0,2024-02-06,2024-02-12,1,IA
2024-01-30,IA,5.24,94.76,78.41,56.37,18.58,0.0,2024-01-30,2024-02-05,1,IA
2024-01-23,IA,3.67,96.33,80.08,60.24,24.08,0.0,2024-01-23,2024-01-29,1,IA
2024-01-16,IA,3.69,96.31,80.05,63.04,27.8,0.0,2024-01-16,2024-01-22,1,IA
2024-01-09,IA,2.77,97.23,83.41,65.09,34.62,0.0,2024-01-09,2024-01-15,1,IA
2024-01-02,IA,2.77,97.23,83.41,65.09,35.18,0.0,2024-01-02,2024-01-08,1,IA
2023-12-26,IA,2.66,97.34,83.41,65.09,35.18,0.0,2023-12-26,2024-01-01,1,IA
2023-12-19,IA,0.71,99.29,84.33,65.83,35.18,0.0,2023-12-19,2023-12-25,1,IA
2023-12-12,IA,0.57,99.43,84.33,62.08,27.47,0.0,2023-12-12,2023-12-18,1,IA
2023-12-05,IA,0.57,99.43,84.33,62.08,27.47,0.0,2023-12-05,2023-12-11,1,IA
2023-11-28,IA,1.04,98.96,83.66,58.07,27.47,0.0,2023-11-28,2023-12-04,1,IA
2023-11-21,IA,1.04,98.96,83.66,58.07,27.47,0.0,2023-11-21,2023-11-27,1,IA
2023-11-14,IA,1.79,98.21,82.71,58.07,27.47,0.0,2023-11-14,2023-11-20,1,IA
2023-11-07,IA,1.8,98.2,82.71,53.72,23.69,0.0,2023-11-07,2023-11-13,1,IA
2023-10-31,IA,1.8,98.2,81.34,53.36,23.69,0.0,2023-10-31,2023-11-06,1,IA
2023-10-24,IA,0.03,99.97,94.37,58.47,23.78,0.0,2023-10-24,2023-10-30,1,IA
2023-10-17,IA,0.03,99.97,93.57,58.45,23.78,0.0,2023-10-17,2023-10-23,1,IA
2023-10-10,IA,0.0,100.0,95.75,67.41,27.42,3.07,2023-10-10,2023-10-16,1,IA
2023-10-03,IA,0.0,100.0,95.75,67.41,27.35,3.07,2023-10-03,2023-10-09,1,IA
2023-09-26,IA,0.01,99.99,95.65,67.41,25.0,1.17,2023-09-26,2023-10-02,1,IA
2023-09-19,IA,0.19,99.81,96.59,72.99,25.51,4.96,2023-09-19,2023-09-25,1,IA
2023-09-12,IA,0.19,99.81,96.59,72.99,25.51,0.0,2023-09-12,2023-09-18,1,IA
2023-09-05,IA,0.18,99.82,91.25,54.71,24.61,0.0,2023-09-05,2023-09-11,1,IA
2023-08-29,IA,0.51,99.49,80.45,51.26,17.59,0.0,2023-08-29,2023-09-04,1,IA
2023-08-22,IA,1.1,98.9,74.43,41.31,5.28,0.0,2023-08-22,2023-08-28,1,IA
2023-08-15,IA,1.1,98.9,74.43,33.38,3.07,0.0,2023-08-15,2023-08-21,1,IA
2023-08-08,IA,0.0,100.0,78.47,27.24,3.07,0.0,2023-08-08,2023-08-14,1,IA
2023-08-01,IA,0.0,100.0,82.52,30.29,4.16,0.0,2023-08-01,2023-08-07,1,IA
2023-07-25,IA,0.0,100.0,82.85,18.25,4.15,0.0,2023-07-25,2023-07-31,1,IA
2023-07-18,IA,0.0,100.0,77.62,17.78,3.91,0.0,2023-07-18,2023-07-24,1,IA
2023-07-11,IA,0.0,100.0,86.97,43.38,4.71,0.0,2023-07-11,2023-07-17,1,IA
2023-07-04,IA,0.48,99.52,86.98,43.52,4.71,0.0,2023-07-04,2023-07-10,1,IA
2023-06-27,IA,0.6,99.4,89.15,43.93,5.34,0.0,2023-06-27,2023-07-03,1,IA
2023-06-20,IA,0.6,99.4,83.02,31.74,3.52,0.0,2023-06-20,2023-06-26,1,IA
2023-06-13,IA,1.8,98.2,67.56,14.37,0.78,0.0,2023-06-13,2023-06-19,1,IA
2023-06-06,IA,1.2,98.8,42.76,7.94,0.78,0.0,2023-06-06,2023-06-12,1,IA
2023-05-30,IA,7.49,92.51,39.27,4.86,0.65,0.0,2023-05-30,2023-06-05,1,IA
2023-05-23,IA,42.8,57.2,28.66,2.47,0.65,0.0,2023-05-23,2023-05-29,1,IA
2023-05-16,IA,45.62,54.38,25.78,2.44,0.65,0.0,2023-05-16,2023-05-22,1,IA
2023-05-09,IA,36.54,63.46,30.81,9.83,1.27,0.22,2023-05-09,2023-05-15,1,IA
2023-05-02,IA,25.45,74.55,30.76,9.83,1.27,0.54,2023-05-02,2023-05-08,1,IA
2023-04-25,IA,36.8,63.2,29.69,9.84,1.27,0.54,2023-04-25,2023-05-01,1,IA
2023-04-18,IA,37.97,62.03,31.9,15.54,1.51,0.57,2023-04-18,2023-04-24,1,IA
2023-04-11,IA,37.97,62.03,31.9,15.51,1.51,0.57,2023-04-11,2023-04-17,1,IA
2023-04-04,IA,37.97,62.03,31.87,15.51,1.51,0.57,2023-04-04,2023-04-10,1,IA
2023-03-28,IA,37.97,62.03,31.93,15.54,1.51,0.57,2023-03-28,2023-04-03,1,IA
2023-03-21,IA,35.33,64.67,31.93,15.54,1.51,0.57,2023-03-21,2023-03-27,1,IA
2023-03-14,IA,35.33,64.67,31.93,15.54,1.51,0.57,2023-03-14,2023-03-20,1,IA
2023-03-07,IA,32.45,67.55,32.07,15.54,1.51,0.57,2023-03-07,2023-03-13,1,IA
2023-02-28,IA,25.26,74.74,32.87,15.54,1.55,0.57,2023-02-28,2023-03-06,1,IA
2023-02-21,IA,20.33,79.67,40.89,16.82,1.55,0.57,2023-02-21,2023-02-27,1,IA
2023-02-14,IA,19.85,80.15,53.34,27.98,8.61,0.57,2023-02-14,2023-02-20,1,IA
2023-02-07,IA,16.86,83.14,54.0,29.43,8.83,0.57,2023-02-07,2023-02-13,1,IA
2023-01-31,IA,17.06,82.94,54.0,29.43,8.83,0.57,2023-01-31,2023-02-06,1,IA
2023-01-24,IA,17.06,82.94,54.0,29.43,8.83,0.57,2023-01-24,2023-01-30,1,IA
2023-01-17,IA,17.0,83.0,54.0,29.43,8.83,0.57,2023-01-17,2023-01-23,1,IA
2023-01-10,IA,16.93,83.07,54.0,29.43,8.83,0.57,2023-01-10,2023-01-16,1,IA
2023-01-03,IA,10.69,89.31,66.66,29.43,8.83,0.57,2023-01-03,2023-01-09,1,IA
2022-12-27,IA,9.52,90.48,66.66,29.43,8.83,0.57,2022-12-27,2023-01-02,1,IA
2022-12-20,IA,9.52,90.48,66.66,29.43,8.83,0.57,2022-12-20,2022-12-26,1,IA
2022-12-13,IA,7.31,92.69,73.35,29.84,11.24,0.57,2022-12-13,2022-12-19,1,IA
2022-12-06,IA,7.31,92.69,73.35,29.84,12.01,0.57,2022-12-06,2022-12-12,1,IA
2022-11-29,IA,7.41,92.59,73.35,29.84,12.01,0.57,2022-11-29,2022-12-05,1,IA
2022-11-22,IA,7.36,92.64,73.3,29.84,12.01,0.57,2022-11-22,2022-11-28,1,IA
2022-11-15,IA,7.36,92.64,73.3,29.84,12.01,0.57,2022-11-15,2022-11-21,1,IA
2022-11-08,IA,7.36,92.64,73.3,29.27,11.11,0.57,2022-11-08,2022-11-14,1,IA
2022-11-01,IA,0.0,100.0,88.95,44.94,10.63,0.17,2022-11-01,2022-11-07,1,IA
2022-10-25,IA,0.0,100.0,87.67,38.28,7.11,0.17,2022-10-25,2022-10-31,1,IA
2022-10-18,IA,0.0,100.0,84.15,35.05,7.11,0.02,2022-10-18,2022-10-24,1,IA
2022-10-11,IA,0.0,100.0,57.46,26.99,7.07,0.02,2022-10-11,2022-10-17,1,IA
2022-10-04,IA,15.36,84.64,51.61,25.21,5.07,0.02,2022-10-04,2022-10-10,1,IA
2022-09-27,IA,20.9,79.1,45.05,22.25,5.07,0.02,2022-09-27,2022-10-03,1,IA
2022-09-20,IA,30.43,69.57,41.89,20.39,2.2,0.02,2022-09-20,2022-09-26,1,IA
2022-09-13,IA,32.87,67.13,40.99,23.04,5.64,0.02,2022-09-13,2022-09-19,1,IA
2022-09-06,IA,37.65,62.35,40.18,20.23,2.2,0.02,2022-09-06,2022-09-12,1,IA
2022-08-30,IA,37.8,62.2,40.07,19.27,2.08,0.0,2022-08-30,2022-09-05,1,IA
2022-08-23,IA,34.28,65.72,38.87,15.92,2.08,0.0,2022-08-23,2022-08-29,1,IA
2022-08-16,IA,33.1,66.9,38.72,15.92,2.08,0.0,2022-08-16,2022-08-22,1,IA
2022-08-09,IA,35.96,64.04,38.72,16.67,2.5,0.0,2022-08-09,2022-08-15,1,IA
2022-08-02,IA,39.99,60.01,30.57,9.14,3.23,0.0,2022-08-02,2022-08-08,1,IA
2022-07-26,IA,43.91,56.09,17.23,7.79,3.23,0.0,2022-07-26,2022-08-01,1,IA
2022-07-19,IA,52.97,47.03,15.26,7.34,2.47,0.0,2022-07-19,2022-07-25,1,IA
2022-07-12,IA,54.87,45.13,12.96,7.34,2.47,0.0,2022-07-12,2022-07-18,1,IA
2022-07-05,IA,50.27,49.73,14.19,7.34,2.47,0.0,2022-07-05,2022-07-11,1,IA
2022-06-28,IA,52.73,47.27,14.12,7.34,1.58,0.0,2022-06-28,2022-07-04,1,IA
2022-06-21,IA,62.86,37.14,12.11,5.83,0.0,0.0,2022-06-21,2022-06-27,1,IA
2022-06-14,IA,71.52,28.48,9.34,3.46,0.0,0.0,2022-06-14,2022-06-20,1,IA
2022-06-07,IA,72.09,27.91,6.93,2.19,0.0,0.0,2022-06-07,2022-06-13,1,IA
2022-05-31,IA,72.3,27.7,6.94,2.19,0.0,0.0,2022-05-31,2022-06-06,1,IA
2022-05-24,IA,67.24,32.76,6.94,2.19,0.0,0.0,2022-05-24,2022-05-30,1,IA
2022-05-17,IA,67.24,32.76,6.94,2.19,0.0,0.0,2022-05-17,2022-05-23,1,IA
2022-05-10,IA,67.24,32.76,6.94,2.19,0.0,0.0,2022-05-10,2022-05-16,1,IA
2022-05-03,IA,56.22,43.78,12.92,2.74,0.0,0.0,2022-05-03,2022-05-09,1,IA
2022-04-26,IA,54.42,45.58,12.74,2.34,0.0,0.0,2022-04-26,2022-05-02,1,IA
2022-04-19,IA,34.32,65.68,23.94,2.34,0.0,0.0,2022-04-19,2022-04-25,1,IA
2022-04-12,IA,37.11,62.89,25.0,2.3,0.0,0.0,2022-04-12,2022-04-18,1,IA
2022-04-05,IA,37.18,62.82,25.0,2.3,0.0,0.0,2022-04-05,2022-04-11,1,IA
2022-03-29,IA,32.78,67.22,33.97,2.3,0.0,0.0,2022-03-29,2022-04-04,1,IA
2022-03-22,IA,22.12,77.88,36.58,2.3,0.0,0.0,2022-03-22,2022-03-28,1,IA
2022-03-15,IA,16.35,83.65,38.43,2.3,0.0,0.0,2022-03-15,2022-03-21,1,IA
2022-03-08,IA,16.35,83.65,35.06,0.0,0.0,0.0,2022-03-08,2022-03-14,1,IA
2022-03-01,IA,7.92,92.08,35.7,0.0,0.0,0.0,2022-03-01,2022-03-07,1,IA
2022-02-22,IA,19.54,80.46,27.79,0.0,0.0,0.0,2022-02-22,2022-02-28,1,IA
2022-02-15,IA,19.16,80.84,27.81,0.0,0.0,0.0,2022-02-15,2022-02-21,1,IA
2022-02-08,IA,28.69,71.31,18.72,0.0,0.0,0.0,2022-02-08,2022-02-14,1,IA
2022-02-01,IA,45.22,54.78,13.7,0.0,0.0,0.0,2022-02-01,2022-02-07,1,IA
2022-01-25,IA,48.44,51.56,13.7,0.0,0.0,0.0,2022-01-25,2022-01-31,1,IA
2022-01-18,IA,49.44,50.56,13.7,0.0,0.0,0.0,2022-01-18,2022-01-24,1,IA
2022-01-11,IA,49.42,50.58,13.73,0.0,0.0,0.0,2022-01-11,2022-01-17,1,IA
2022-01-04,IA,50.98,49.02,11.87,0.0,0.0,0.0,2022-01-04,2022-01-10,1,IA
2021-12-28,IA,48.8,51.2,12.81,0.0,0.0,0.0,2021-12-28,2022-01-03,1,IA
2021-12-21,IA,48.76,51.24,12.81,0.0,0.0,0.0,2021-12-21,2021-12-27,1,IA
2021-12-14,IA,48.74,51.26,12.81,0.0,0.0,0.0,2021-12-14,2021-12-20,1,IA
2021-12-07,IA,48.63,51.37,13.17,0.0,0.0,0.0,2021-12-07,2021-12-13,1,IA
2021-11-30,IA,48.63,51.37,13.17,0.0,0.0,0.0,2021-11-30,2021-12-06,1,IA
2021-11-23,IA,57.58,42.42,13.17,0.0,0.0,0.0,2021-11-23,2021-11-29,1,IA
2021-11-16,IA,57.58,42.42,13.17,0.0,0.0,0.0,2021-11-16,2021-11-22,1,IA
2021-11-09,IA,50.37,49.63,23.1,0.0,0.0,0.0,2021-11-09,2021-11-15,1,IA
2021-11-02,IA,50.37,49.63,23.1,0.0,0.0,0.0,2021-11-02,2021-11-08,1,IA
2021-10-26,IA,38.58,61.42,34.88,9.55,0.0,0.0,2021-10-26,2021-11-01,1,IA
2021-10-19,IA,22.97,77.03,45.06,14.05,0.0,0.0,2021-10-19,2021-10-25,1,IA
2021-10-12,IA,21.67,78.33,45.29,14.05,0.0,0.0,2021-10-12,2021-10-18,1,IA
2021-10-05,IA,19.35,80.65,52.09,19.83,0.0,0.0,2021-10-05,2021-10-11,1,IA
2021-09-28,IA,24.4,75.6,55.16,18.26,0.0,0.0,2021-09-28,2021-10-04,1,IA
2021-09-21,IA,25.42,74.58,48.13,9.6,0.0,0.0,2021-09-21,2021-09-27,1,IA
2021-09-14,IA,22.58,77.42,41.8,9.34,0.0,0.0,2021-09-14,2021-09-20,1,IA
2021-09-07,IA,30.19,69.81,41.8,9.34,0.0,0.0,2021-09-07,2021-09-13,1,IA
2021-08-31,IA,28.25,71.75,44.84,12.61,0.0,0.0,2021-08-31,2021-09-06,1,IA
2021-08-24,IA,17.37,82.63,57.35,33.73,10.1,0.0,2021-08-24,2021-08-30,1,IA
2021-08-17,IA,21.06,78.94,55.05,35.18,10.47,0.0,2021-08-17,2021-08-23,1,IA
2021-08-10,IA,23.91,76.09,52.49,31.92,7.15,0.0,2021-08-10,2021-08-16,1,IA
2021-08-03,IA,25.12,74.88,53.88,33.48,6.95,0.0,2021-08-03,2021-08-09,1,IA
2021-07-27,IA,28.85,71.15,55.38,29.95,0.0,0.0,2021-07-27,2021-08-02,1,IA
2021-07-20,IA,30.04,69.96,55.36,26.92,0.0,0.0,2021-07-20,2021-07-26,1,IA
2021-07-13,IA,29.08,70.92,55.77,31.49,0.0,0.0,2021-07-13,2021-07-19,1,IA
2021-07-06,IA,17.11,82.89,67.13,37.89,0.0,0.0,2021-07-06,2021-07-12,1,IA
2021-06-29,IA,14.4,85.6,67.49,35.62,0.0,0.0,2021-06-29,2021-07-05,1,IA
2021-06-22,IA,7.54,92.46,76.16,43.88,0.0,0.0,2021-06-22,2021-06-28,1,IA
2021-06-15,IA,5.37,94.63,76.04,40.82,0.0,0.0,2021-06-15,2021-06-21,1,IA
2021-06-08,IA,11.04,88.96,56.67,9.76,0.0,0.0,2021-06-08,2021-06-14,1,IA
2021-06-01,IA,37.88,62.12,37.08,7.62,0.0,0.0,2021-06-01,2021-06-07,1,IA
