commodity_desc,statisticcat_desc,unit_desc,short_desc,prodn_practice_desc,util_practice_desc,agg_level_desc,state_alpha,state_name,year,freq_desc,begin_code,end_code,reference_period_desc,Value,value_num,load_time
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2018,MONTHLY,09,09,SEP,"5,089,480",5089480.0,2019-03-15 15:06:35
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2018,MONTHLY,10,10,OCT,"5,506,753",5506753.0,2019-03-15 15:06:35
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2018,MONTHLY,11,11,NOV,"5,343,053",5343053.0,2019-03-15 15:06:35
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2018,MONTHLY,12,12,DEC,"5,513,266",5513266.0,2019-03-01 15:06:34
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2017,MONTHLY,01,01,JAN,"5,139,706",5139706.0,2018-03-01 15:06:28
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2017,MONTHLY,02,02,FEB,"4,542,336",4542336.0,2018-03-01 15:06:28
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2017,MONTHLY,03,03,MAR,"4,822,961",4822961.0,2018-03-01 15:06:28
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2017,MONTHLY,04,04,APR,"4,509,463",4509463.0,2018-03-01 15:06:28
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2017,MONTHLY,05,05,MAY,"4,739,387",4739387.0,2018-03-01 15:06:28
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2017,MONTHLY,06,06,JUN,"4,446,863",4446863.0,2018-03-01 15:06:28
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2017,MONTHLY,07,07,JUL,"4,668,680",4668680.0,2018-03-01 15:06:28
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2017,MONTHLY,08,08,AUG,"4,548,592",4548592.0,2018-03-01 15:06:28
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2017,MONTHLY,09,09,SEP,"4,361,207",4361207.0,2018-03-01 15:06:28
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2017,MONTHLY,10,10,OCT,"5,277,397",5277397.0,2018-03-01 15:06:28
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2017,MONTHLY,11,11,NOV,"5,200,462",5200462.0,2018-03-01 15:06:28
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2017,MONTHLY,12,12,DEC,"5,290,215",5290215.0,2018-03-01 15:06:28
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2016,MONTHLY,01,01,JAN,"4,814,044",4814044.0,2017-03-02 09:24:35
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2016,MONTHLY,02,02,FEB,"4,638,663",4638663.0,2017-03-02 09:24:35
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2016,MONTHLY,03,03,MAR,"4,991,626",4991626.0,2017-03-02 09:24:35
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2016,MONTHLY,04,04,APR,"4,745,090",4745090.0,2017-03-02 09:24:35
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2016,MONTHLY,05,05,MAY,"4,825,833",4825833.0,2017-03-02 09:24:35
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2016,MONTHLY,06,06,JUN,"4,623,752",4623752.0,2017-03-02 09:24:35
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2016,MONTHLY,07,07,JUL,"4,603,543",4603543.0,2017-03-02 09:24:35
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2016,MONTHLY,08,08,AUG,"4,218,789",4218789.0,2017-03-02 09:24:35
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2016,MONTHLY,09,09,SEP,"4,148,008",4148008.0,2017-03-02 09:24:35
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2016,MONTHLY,10,10,OCT,"5,276,415",5276415.0,2017-03-02 09:24:35
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2016,MONTHLY,11,11,NOV,"5,122,038",5122038.0,2017-03-02 09:24:35
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2016,MONTHLY,12,12,DEC,"5,071,493",5071493.0,2017-03-02 09:24:35
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2015,MONTHLY,05,05,MAY,"4,682,322",4682322.0,2016-03-01 15:06:01
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2015,MONTHLY,06,06,JUN,"4,549,103",4549103.0,2016-03-01 15:06:01
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2015,MONTHLY,07,07,JUL,"4,672,921",4672921.0,2016-03-01 15:06:01
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2015,MONTHLY,08,08,AUG,"4,337,340",4337340.0,2016-03-01 15:06:01
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2015,MONTHLY,09,09,SEP,"4,036,896",4036896.0,2016-03-01 15:06:01
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2015,MONTHLY,10,10,OCT,"5,104,010",5104010.0,2016-03-01 15:06:01
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2015,MONTHLY,11,11,NOV,"4,973,534",4973534.0,2016-03-01 15:06:01
SOYBEANS,CRUSHED,TONS,"SOYBEANS - CRUSHED, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2015,MONTHLY,12,12,DEC,"5,011,324",5011324.0,2016-03-01 15:06:01
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2026,MONTHLY,01,01,JAN,"5,061,962",5061962.0,2026-04-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2026,MONTHLY,02,02,FEB,"4,752,577",4752577.0,2026-05-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2026,MONTHLY,03,03,MAR,"5,162,831",5162831.0,2026-06-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2026,MONTHLY,04,04,APR,"4,833,202",4833202.0,2026-07-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2026,MONTHLY,05,05,MAY,"4,735,529",4735529.0,2026-07-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2025,MONTHLY,01,01,JAN,"4,712,365",4712365.0,2026-03-02 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2025,MONTHLY,02,02,FEB,"4,206,736",4206736.0,2026-03-02 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2025,MONTHLY,03,03,MAR,"4,608,761",4608761.0,2026-03-02 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2025,MONTHLY,04,04,APR,"4,508,938",4508938.0,2026-03-02 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2025,MONTHLY,05,05,MAY,"4,522,401",4522401.0,2026-03-02 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2025,MONTHLY,06,06,JUN,"4,387,060",4387060.0,2026-03-02 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2025,MONTHLY,07,07,JUL,"4,556,455",4556455.0,2026-03-02 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2025,MONTHLY,08,08,AUG,"4,411,202",4411202.0,2026-03-02 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2025,MONTHLY,09,09,SEP,"4,528,163",4528163.0,2026-03-02 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2025,MONTHLY,10,10,OCT,"5,218,441",5218441.0,2026-03-02 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2025,MONTHLY,11,11,NOV,"4,880,779",4880779.0,2026-03-02 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2025,MONTHLY,12,12,DEC,"5,107,259",5107259.0,2026-03-02 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2024,MONTHLY,01,01,JAN,"4,290,410",4290410.0,2025-03-03 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2024,MONTHLY,02,02,FEB,"4,257,700",4257700.0,2025-03-03 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2024,MONTHLY,03,03,MAR,"4,485,471",4485471.0,2025-03-03 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2024,MONTHLY,04,04,APR,"3,931,950",3931950.0,2025-03-03 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2024,MONTHLY,05,05,MAY,"4,222,387",4222387.0,2025-03-03 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2024,MONTHLY,06,06,JUN,"4,050,911",4050911.0,2025-03-03 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2024,MONTHLY,07,07,JUL,"4,266,548",4266548.0,2025-03-03 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2024,MONTHLY,08,08,AUG,"3,705,121",3705121.0,2025-03-03 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2024,MONTHLY,09,09,SEP,"4,092,457",4092457.0,2025-03-03 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2024,MONTHLY,10,10,OCT,"4,771,514",4771514.0,2025-03-03 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2024,MONTHLY,11,11,NOV,"4,662,626",4662626.0,2025-03-03 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2024,MONTHLY,12,12,DEC,"4,826,261",4826261.0,2025-03-03 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2023,MONTHLY,01,01,JAN,"4,254,599",4254599.0,2024-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2023,MONTHLY,02,02,FEB,"3,934,588",3934588.0,2024-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2023,MONTHLY,03,03,MAR,"4,402,548",4402548.0,2024-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2023,MONTHLY,04,04,APR,"4,162,406",4162406.0,2024-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2023,MONTHLY,05,05,MAY,"4,182,704",4182704.0,2024-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2023,MONTHLY,06,06,JUN,"3,886,684",3886684.0,2024-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2023,MONTHLY,07,07,JUL,"4,088,890",4088890.0,2024-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2023,MONTHLY,08,08,AUG,"3,767,064",3767064.0,2024-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2023,MONTHLY,09,09,SEP,"3,843,681",3843681.0,2024-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2023,MONTHLY,10,10,OCT,"4,442,466",4442466.0,2024-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2023,MONTHLY,11,11,NOV,"4,399,878",4399878.0,2024-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2023,MONTHLY,12,12,DEC,"4,503,856",4503856.0,2024-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2022,MONTHLY,01,01,JAN,"4,231,017",4231017.0,2023-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2022,MONTHLY,02,02,FEB,"3,817,784",3817784.0,2023-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2022,MONTHLY,03,03,MAR,"4,249,054",4249054.0,2023-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2022,MONTHLY,04,04,APR,"3,975,098",3975098.0,2023-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2022,MONTHLY,05,05,MAY,"3,978,135",3978135.0,2023-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2022,MONTHLY,06,06,JUN,"3,837,474",3837474.0,2023-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2022,MONTHLY,07,07,JUL,"3,988,429",3988429.0,2023-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2022,MONTHLY,08,08,AUG,"3,870,512",3870512.0,2023-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2022,MONTHLY,09,09,SEP,"3,666,107",3666107.0,2023-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2022,MONTHLY,10,10,OCT,"4,325,878",4325878.0,2023-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2022,MONTHLY,11,11,NOV,"4,190,550",4190550.0,2023-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2022,MONTHLY,12,12,DEC,"4,154,614",4154614.0,2023-03-01 15:00:00
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2021,MONTHLY,01,01,JAN,"4,353,068",4353068.0,2022-03-01 15:00:12
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2021,MONTHLY,02,02,FEB,"3,652,574",3652574.0,2022-03-01 15:00:12
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2021,MONTHLY,03,03,MAR,"4,181,300",4181300.0,2022-03-01 15:00:12
CAKE & MEAL,PRODUCTION,TONS,"CAKE & MEAL, SOYBEAN - PRODUCTION, MEASURED IN TONS",ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,NATIONAL,US,US TOTAL,2021,MONTHLY,04,04,APR,"3,773,943",3773943.0,2022-03-01 15:00:12
