commodity,year,stock_date,stock_month,reference_period_desc,agg_level,state_alpha,state_name,stocks_bu,stocks_mbu,on_farm_stocks_bu,on_farm_stocks_mbu,off_farm_stocks_bu,off_farm_stocks_mbu,on_farm_share_pct,off_farm_share_pct,load_time
CORN,2015,2015-06-01,6,FIRST OF JUN,STATE,LA,LOUISIANA,,,,,11125000.0,11.125,,,2019-02-06 15:00:06
CORN,2015,2015-09-01,9,FIRST OF SEP,STATE,LA,LOUISIANA,,,,,1806000.0,1.806,,,2019-02-06 15:00:06
CORN,2015,2015-12-01,12,FIRST OF DEC,STATE,LA,LOUISIANA,,,,,38239000.0,38.239,,,2019-02-06 15:00:06
CORN,2016,2016-03-01,3,FIRST OF MAR,STATE,LA,LOUISIANA,,,,,28247000.0,28.247,,,2019-02-06 15:00:06
CORN,2016,2016-06-01,6,FIRST OF JUN,STATE,LA,LOUISIANA,,,,,15781000.0,15.781,,,2019-02-06 15:00:06
CORN,2016,2016-09-01,9,FIRST OF SEP,STATE,LA,LOUISIANA,,,,,1762000.0,1.762,,,2019-02-06 15:00:06
CORN,2016,2016-12-01,12,FIRST OF DEC,STATE,LA,LOUISIANA,,,,,45424000.0,45.424,,,2019-02-06 15:00:06
CORN,2017,2017-03-01,3,FIRST OF MAR,STATE,LA,LOUISIANA,,,,,28214000.0,28.214,,,2019-02-06 15:00:06
CORN,2017,2017-06-01,6,FIRST OF JUN,STATE,LA,LOUISIANA,,,,,18004000.0,18.004,,,2019-02-06 15:00:06
CORN,2017,2017-09-01,9,FIRST OF SEP,STATE,LA,LOUISIANA,,,,,5723000.0,5.723,,,2019-02-06 15:00:06
CORN,2017,2017-12-01,12,FIRST OF DEC,STATE,LA,LOUISIANA,,,,,42166000.0,42.166,,,2019-02-06 15:00:06
CORN,2018,2018-03-01,3,FIRST OF MAR,STATE,LA,LOUISIANA,,,,,36099000.0,36.099,,,2019-02-06 15:00:06
CORN,2018,2018-06-01,6,FIRST OF JUN,STATE,LA,LOUISIANA,,,,,17944000.0,17.944,,,2019-02-06 15:00:06
CORN,2018,2018-09-01,9,FIRST OF SEP,STATE,LA,LOUISIANA,,,,,4123000.0,4.123,,,2019-02-06 15:00:06
CORN,2018,2018-12-01,12,FIRST OF DEC,STATE,LA,LOUISIANA,,,,,40478000.0,40.478,,,2024-01-09 15:00:00
CORN,2019,2019-03-01,3,FIRST OF MAR,STATE,LA,LOUISIANA,,,,,34356000.0,34.356,,,2024-01-09 15:00:00
CORN,2019,2019-06-01,6,FIRST OF JUN,STATE,LA,LOUISIANA,,,,,17502000.0,17.502,,,2024-01-09 15:00:00
CORN,2019,2019-09-01,9,FIRST OF SEP,STATE,LA,LOUISIANA,,,,,3274000.0,3.274,,,2024-01-09 15:00:00
CORN,2019,2019-12-01,12,FIRST OF DEC,STATE,LA,LOUISIANA,,,,,45368000.0,45.368,,,2024-01-09 15:00:00
CORN,2020,2020-03-01,3,FIRST OF MAR,STATE,LA,LOUISIANA,,,,,33148000.0,33.148,,,2024-01-09 15:00:00
CORN,2020,2020-06-01,6,FIRST OF JUN,STATE,LA,LOUISIANA,,,,,22554000.0,22.554,,,2024-01-09 15:00:00
CORN,2020,2020-09-01,9,FIRST OF SEP,STATE,LA,LOUISIANA,,,,,3923000.0,3.923,,,2024-01-09 15:00:00
CORN,2020,2020-12-01,12,FIRST OF DEC,STATE,LA,LOUISIANA,,,,,39753000.0,39.753,,,2024-01-09 15:00:00
CORN,2021,2021-03-01,3,FIRST OF MAR,STATE,LA,LOUISIANA,,,,,34100000.0,34.1,,,2024-01-09 15:00:00
CORN,2021,2021-06-01,6,FIRST OF JUN,STATE,LA,LOUISIANA,,,,,19490000.0,19.49,,,2024-01-09 15:00:00
CORN,2021,2021-09-01,9,FIRST OF SEP,STATE,LA,LOUISIANA,,,,,21565000.0,21.565,,,2024-01-09 15:00:00
CORN,2021,2021-12-01,12,FIRST OF DEC,STATE,LA,LOUISIANA,,,,,29583000.0,29.583,,,2024-01-09 15:00:00
CORN,2022,2022-03-01,3,FIRST OF MAR,STATE,LA,LOUISIANA,,,,,34132000.0,34.132,,,2024-01-09 15:00:00
CORN,2022,2022-06-01,6,FIRST OF JUN,STATE,LA,LOUISIANA,,,,,18660000.0,18.66,,,2024-01-09 15:00:00
CORN,2022,2022-09-01,9,FIRST OF SEP,STATE,LA,LOUISIANA,,,,,9360000.0,9.36,,,2024-01-09 15:00:00
CORN,2022,2022-12-01,12,FIRST OF DEC,STATE,LA,LOUISIANA,,,,,19920000.0,19.92,,,2024-01-09 15:00:00
CORN,2023,2023-03-01,3,FIRST OF MAR,STATE,LA,LOUISIANA,,,,,23321000.0,23.321,,,2024-01-09 15:00:00
CORN,2023,2023-06-01,6,FIRST OF JUN,STATE,LA,LOUISIANA,,,,,13900000.0,13.9,,,2024-01-09 15:00:00
CORN,2023,2023-09-01,9,FIRST OF SEP,STATE,LA,LOUISIANA,,,,,4329000.0,4.329,,,2024-01-09 15:00:00
CORN,2023,2023-12-01,12,FIRST OF DEC,STATE,LA,LOUISIANA,,,,,27350000.0,27.35,,,2025-01-10 12:00:00
CORN,2024,2024-03-01,3,FIRST OF MAR,STATE,LA,LOUISIANA,,,,,19637000.0,19.637,,,2025-01-10 12:00:00
CORN,2024,2024-06-01,6,FIRST OF JUN,STATE,LA,LOUISIANA,,,,,14934000.0,14.934,,,2025-01-10 12:00:00
CORN,2024,2024-09-01,9,FIRST OF SEP,STATE,LA,LOUISIANA,,,,,4259000.0,4.259,,,2025-01-10 12:00:00
CORN,2024,2024-12-01,12,FIRST OF DEC,STATE,LA,LOUISIANA,,,,,24401000.0,24.401,,,2026-01-12 12:00:00
CORN,2025,2025-03-01,3,FIRST OF MAR,STATE,LA,LOUISIANA,,,,,26526000.0,26.526,,,2026-01-12 12:00:00
CORN,2025,2025-06-01,6,FIRST OF JUN,STATE,LA,LOUISIANA,,,,,15914000.0,15.914,,,2026-01-12 12:00:00
CORN,2025,2025-09-01,9,FIRST OF SEP,STATE,LA,LOUISIANA,,,,,6464000.0,6.464,,,2026-01-12 12:00:00
CORN,2025,2025-12-01,12,FIRST OF DEC,STATE,LA,LOUISIANA,,,,,36599000.0,36.599,,,2026-03-31 12:00:00
CORN,2026,2026-03-01,3,FIRST OF MAR,STATE,LA,LOUISIANA,,,,,24777000.0,24.777,,,2026-06-30 12:00:00
CORN,2026,2026-06-01,6,FIRST OF JUN,STATE,LA,LOUISIANA,,,,,11020000.0,11.02,,,2026-06-30 12:00:00
CORN,2015,2015-03-01,3,FIRST OF MAR,STATE,MD,MARYLAND,,,,,15548000.0,15.548,,,2019-02-06 15:00:06
CORN,2015,2015-06-01,6,FIRST OF JUN,STATE,MD,MARYLAND,,,,,7751000.0,7.751,,,2019-02-06 15:00:06
CORN,2015,2015-09-01,9,FIRST OF SEP,STATE,MD,MARYLAND,,,,,2716000.0,2.716,,,2019-02-06 15:00:06
CORN,2015,2015-12-01,12,FIRST OF DEC,STATE,MD,MARYLAND,,,,,21968000.0,21.968,,,2019-02-06 15:00:06
CORN,2016,2016-03-01,3,FIRST OF MAR,STATE,MD,MARYLAND,,,,,15540000.0,15.54,,,2019-02-06 15:00:06
CORN,2016,2016-06-01,6,FIRST OF JUN,STATE,MD,MARYLAND,,,,,8652000.0,8.652,,,2019-02-06 15:00:06
CORN,2016,2016-09-01,9,FIRST OF SEP,STATE,MD,MARYLAND,,,,,2541000.0,2.541,,,2019-02-06 15:00:06
CORN,2016,2016-12-01,12,FIRST OF DEC,STATE,MD,MARYLAND,,,,,22338000.0,22.338,,,2019-02-06 15:00:06
CORN,2017,2017-03-01,3,FIRST OF MAR,STATE,MD,MARYLAND,,,,,13304000.0,13.304,,,2019-02-06 15:00:06
CORN,2017,2017-06-01,6,FIRST OF JUN,STATE,MD,MARYLAND,,,,,5563000.0,5.563,,,2019-02-06 15:00:06
CORN,2017,2017-09-01,9,FIRST OF SEP,STATE,MD,MARYLAND,,,,,1417000.0,1.417,,,2019-02-06 15:00:06
CORN,2017,2017-12-01,12,FIRST OF DEC,STATE,MD,MARYLAND,,,,,22630000.0,22.63,,,2019-02-06 15:00:06
CORN,2018,2018-03-01,3,FIRST OF MAR,STATE,MD,MARYLAND,,,,,14001000.0,14.001,,,2019-02-06 15:00:06
CORN,2018,2018-06-01,6,FIRST OF JUN,STATE,MD,MARYLAND,,,,,8055000.0,8.055,,,2019-02-06 15:00:06
CORN,2018,2018-09-01,9,FIRST OF SEP,STATE,MD,MARYLAND,,,,,2446000.0,2.446,,,2019-02-06 15:00:06
CORN,2018,2018-12-01,12,FIRST OF DEC,STATE,MD,MARYLAND,,,,,18273000.0,18.273,,,2024-01-09 15:00:00
CORN,2019,2019-03-01,3,FIRST OF MAR,STATE,MD,MARYLAND,,,,,13119000.0,13.119,,,2024-01-09 15:00:00
CORN,2019,2019-06-01,6,FIRST OF JUN,STATE,MD,MARYLAND,,,,,8220000.0,8.22,,,2024-01-09 15:00:00
CORN,2019,2019-09-01,9,FIRST OF SEP,STATE,MD,MARYLAND,,,,,2823000.0,2.823,,,2024-01-09 15:00:00
CORN,2019,2019-12-01,12,FIRST OF DEC,STATE,MD,MARYLAND,,,,,25368000.0,25.368,,,2024-01-09 15:00:00
CORN,2020,2020-03-01,3,FIRST OF MAR,STATE,MD,MARYLAND,,,,,17811000.0,17.811,,,2024-01-09 15:00:00
CORN,2020,2020-06-01,6,FIRST OF JUN,STATE,MD,MARYLAND,,,,,9450000.0,9.45,,,2024-01-09 15:00:00
CORN,2020,2020-09-01,9,FIRST OF SEP,STATE,MD,MARYLAND,,,,,2679000.0,2.679,,,2024-01-09 15:00:00
CORN,2020,2020-12-01,12,FIRST OF DEC,STATE,MD,MARYLAND,,,,,23465000.0,23.465,,,2024-01-09 15:00:00
CORN,2021,2021-03-01,3,FIRST OF MAR,STATE,MD,MARYLAND,,,,,18009000.0,18.009,,,2024-01-09 15:00:00
CORN,2021,2021-06-01,6,FIRST OF JUN,STATE,MD,MARYLAND,,,,,10873000.0,10.873,,,2024-01-09 15:00:00
CORN,2021,2021-09-01,9,FIRST OF SEP,STATE,MD,MARYLAND,,,,,2278000.0,2.278,,,2024-01-09 15:00:00
CORN,2021,2021-12-01,12,FIRST OF DEC,STATE,MD,MARYLAND,,,,,25502000.0,25.502,,,2024-01-09 15:00:00
CORN,2022,2022-03-01,3,FIRST OF MAR,STATE,MD,MARYLAND,,,,,19048000.0,19.048,,,2024-01-09 15:00:00
CORN,2022,2022-06-01,6,FIRST OF JUN,STATE,MD,MARYLAND,,,,,10576000.0,10.576,,,2024-01-09 15:00:00
CORN,2022,2022-09-01,9,FIRST OF SEP,STATE,MD,MARYLAND,,,,,629000.0,0.629,,,2024-01-09 15:00:00
CORN,2022,2022-12-01,12,FIRST OF DEC,STATE,MD,MARYLAND,,,,,12602000.0,12.602,,,2024-01-09 15:00:00
CORN,2023,2023-03-01,3,FIRST OF MAR,STATE,MD,MARYLAND,,,,,13229000.0,13.229,,,2024-01-09 15:00:00
CORN,2023,2023-06-01,6,FIRST OF JUN,STATE,MD,MARYLAND,,,,,5659000.0,5.659,,,2024-01-09 15:00:00
CORN,2023,2023-09-01,9,FIRST OF SEP,STATE,MD,MARYLAND,,,,,1234000.0,1.234,,,2024-01-09 15:00:00
CORN,2023,2023-12-01,12,FIRST OF DEC,STATE,MD,MARYLAND,,,,,19504000.0,19.504,,,2025-01-10 12:00:00
CORN,2024,2024-03-01,3,FIRST OF MAR,STATE,MD,MARYLAND,,,,,15597000.0,15.597,,,2025-01-10 12:00:00
CORN,2024,2024-06-01,6,FIRST OF JUN,STATE,MD,MARYLAND,,,,,8796000.0,8.796,,,2025-01-10 12:00:00
CORN,2024,2024-09-01,9,FIRST OF SEP,STATE,MD,MARYLAND,,,,,3379000.0,3.379,,,2025-01-10 12:00:00
CORN,2024,2024-12-01,12,FIRST OF DEC,STATE,MD,MARYLAND,,,,,18432000.0,18.432,,,2026-01-12 12:00:00
CORN,2025,2025-03-01,3,FIRST OF MAR,STATE,MD,MARYLAND,,,,,19709000.0,19.709,,,2026-01-12 12:00:00
CORN,2025,2025-06-01,6,FIRST OF JUN,STATE,MD,MARYLAND,,,,,7188000.0,7.188,,,2026-01-12 12:00:00
CORN,2025,2025-09-01,9,FIRST OF SEP,STATE,MD,MARYLAND,,,,,1972000.0,1.972,,,2026-01-12 12:00:00
CORN,2025,2025-12-01,12,FIRST OF DEC,STATE,MD,MARYLAND,,,,,20504000.0,20.504,,,2026-03-31 12:00:00
CORN,2026,2026-03-01,3,FIRST OF MAR,STATE,MD,MARYLAND,,,,,14015000.0,14.015,,,2026-06-30 12:00:00
CORN,2026,2026-06-01,6,FIRST OF JUN,STATE,MD,MARYLAND,,,,,15062000.0,15.062,,,2026-06-30 12:00:00
CORN,2015,2015-03-01,3,FIRST OF MAR,STATE,MI,MICHIGAN,173953000.0,173.953,110000000.0,110.0,63953000.0,63.953,63.23547165038832,36.76452834961168,2019-02-06 15:00:06
CORN,2015,2015-06-01,6,FIRST OF JUN,STATE,MI,MICHIGAN,88723000.0,88.723,45000000.0,45.0,43723000.0,43.723,50.71965555718359,49.28034444281641,2019-02-06 15:00:06
CORN,2015,2015-09-01,9,FIRST OF SEP,STATE,MI,MICHIGAN,28020000.0,28.02,11500000.0,11.5,16520000.0,16.52,41.042112776588155,58.95788722341185,2019-02-06 15:00:06
CORN,2015,2015-12-01,12,FIRST OF DEC,STATE,MI,MICHIGAN,276642000.0,276.642,185000000.0,185.0,91642000.0,91.642,66.87343208912601,33.12656791087398,2019-02-06 15:00:06
CORN,2016,2016-03-01,3,FIRST OF MAR,STATE,MI,MICHIGAN,174358000.0,174.358,99000000.0,99.0,75358000.0,75.358,56.77972906319182,43.22027093680818,2019-02-06 15:00:06
CORN,2016,2016-06-01,6,FIRST OF JUN,STATE,MI,MICHIGAN,93941000.0,93.941,45000000.0,45.0,48941000.0,48.941,47.902406829818716,52.09759317018129,2019-02-06 15:00:06
CORN,2016,2016-09-01,9,FIRST OF SEP,STATE,MI,MICHIGAN,39175000.0,39.175,15500000.0,15.5,23675000.0,23.675,39.56604977664327,60.43395022335674,2019-02-06 15:00:06
CORN,2016,2016-12-01,12,FIRST OF DEC,STATE,MI,MICHIGAN,254631000.0,254.631,170000000.0,170.0,84631000.0,84.631,66.76327705581802,33.23672294418197,2019-02-06 15:00:06
CORN,2017,2017-03-01,3,FIRST OF MAR,STATE,MI,MICHIGAN,165458000.0,165.458,95000000.0,95.0,70458000.0,70.458,57.416383613968506,42.583616386031494,2019-02-06 15:00:06
CORN,2017,2017-06-01,6,FIRST OF JUN,STATE,MI,MICHIGAN,101517000.0,101.517,50000000.0,50.0,51517000.0,51.517,49.25283450062551,50.74716549937449,2019-02-06 15:00:06
CORN,2017,2017-09-01,9,FIRST OF SEP,STATE,MI,MICHIGAN,48929000.0,48.929,18500000.0,18.5,30429000.0,30.429,37.80988779660324,62.19011220339675,2019-02-06 15:00:06
CORN,2017,2017-12-01,12,FIRST OF DEC,STATE,MI,MICHIGAN,236431000.0,236.431,155000000.0,155.0,81431000.0,81.431,65.5582389788141,34.44176102118588,2019-02-06 15:00:06
CORN,2018,2018-03-01,3,FIRST OF MAR,STATE,MI,MICHIGAN,153593000.0,153.593,86000000.0,86.0,67593000.0,67.593,55.99213505823833,44.007864941761675,2019-02-06 15:00:06
CORN,2018,2018-06-01,6,FIRST OF JUN,STATE,MI,MICHIGAN,101711000.0,101.711,51000000.0,51.0,50711000.0,50.711,50.142069196055495,49.85793080394451,2019-02-06 15:00:06
CORN,2018,2018-09-01,9,FIRST OF SEP,STATE,MI,MICHIGAN,45454000.0,45.454,16000000.0,16.0,29454000.0,29.454,35.200422405068856,64.79957759493114,2019-02-06 15:00:06
CORN,2018,2018-12-01,12,FIRST OF DEC,STATE,MI,MICHIGAN,244493000.0,244.493,170000000.0,170.0,74493000.0,74.493,69.53164303272487,30.468356967275135,2024-01-09 15:00:00
CORN,2019,2019-03-01,3,FIRST OF MAR,STATE,MI,MICHIGAN,182669000.0,182.669,115000000.0,115.0,67669000.0,67.669,62.955400204741906,37.04459979525809,2024-01-09 15:00:00
CORN,2019,2019-06-01,6,FIRST OF JUN,STATE,MI,MICHIGAN,103213000.0,103.213,59000000.0,59.0,44213000.0,44.213,57.16334182709543,42.83665817290458,2024-01-09 15:00:00
CORN,2019,2019-09-01,9,FIRST OF SEP,STATE,MI,MICHIGAN,42999000.0,42.999,20000000.0,20.0,22999000.0,22.999,46.512709597897626,53.487290402102374,2024-01-09 15:00:00
CORN,2019,2019-12-01,12,FIRST OF DEC,STATE,MI,MICHIGAN,206043000.0,206.043,155000000.0,155.0,51043000.0,51.043,75.22701572001961,24.772984279980392,2024-01-09 15:00:00
CORN,2020,2020-03-01,3,FIRST OF MAR,STATE,MI,MICHIGAN,141686000.0,141.686,80000000.0,80.0,61686000.0,61.686,56.46288271247688,43.53711728752312,2024-01-09 15:00:00
CORN,2020,2020-06-01,6,FIRST OF JUN,STATE,MI,MICHIGAN,101764000.0,101.764,58000000.0,58.0,43764000.0,43.764,56.99461499154908,43.00538500845093,2024-01-09 15:00:00
CORN,2020,2020-09-01,9,FIRST OF SEP,STATE,MI,MICHIGAN,37339000.0,37.339,18000000.0,18.0,19339000.0,19.339,48.20696858512547,51.79303141487453,2024-01-09 15:00:00
CORN,2020,2020-12-01,12,FIRST OF DEC,STATE,MI,MICHIGAN,267831000.0,267.831,190000000.0,190.0,77831000.0,77.831,70.94025710242653,29.05974289757347,2024-01-09 15:00:00
CORN,2021,2021-03-01,3,FIRST OF MAR,STATE,MI,MICHIGAN,159332000.0,159.332,91000000.0,91.0,68332000.0,68.332,57.113448648105845,42.886551351894155,2024-01-09 15:00:00
CORN,2021,2021-06-01,6,FIRST OF JUN,STATE,MI,MICHIGAN,80892000.0,80.892,34000000.0,34.0,46892000.0,46.892,42.0313504425654,57.96864955743462,2024-01-09 15:00:00
CORN,2021,2021-09-01,9,FIRST OF SEP,STATE,MI,MICHIGAN,24183000.0,24.183,8800000.0,8.8,15383000.0,15.383,36.389199024107846,63.610800975892154,2024-01-09 15:00:00
CORN,2021,2021-12-01,12,FIRST OF DEC,STATE,MI,MICHIGAN,263586000.0,263.586,175000000.0,175.0,88586000.0,88.586,66.39199350496612,33.60800649503388,2024-01-09 15:00:00
CORN,2022,2022-03-01,3,FIRST OF MAR,STATE,MI,MICHIGAN,172712000.0,172.712,94000000.0,94.0,78712000.0,78.712,54.42586502385475,45.57413497614527,2024-01-09 15:00:00
CORN,2022,2022-06-01,6,FIRST OF JUN,STATE,MI,MICHIGAN,111876000.0,111.876,54000000.0,54.0,57876000.0,57.876,48.267724981229215,51.73227501877078,2024-01-09 15:00:00
CORN,2022,2022-09-01,9,FIRST OF SEP,STATE,MI,MICHIGAN,39308000.0,39.308,18000000.0,18.0,21308000.0,21.308,45.79220514907907,54.20779485092093,2024-01-09 15:00:00
CORN,2022,2022-12-01,12,FIRST OF DEC,STATE,MI,MICHIGAN,284590000.0,284.59,195000000.0,195.0,89590000.0,89.59,68.51962472328613,31.480375276713872,2024-01-09 15:00:00
CORN,2023,2023-03-01,3,FIRST OF MAR,STATE,MI,MICHIGAN,174972000.0,174.972,105000000.0,105.0,69972000.0,69.972,60.009601536245796,39.9903984637542,2024-01-09 15:00:00
CORN,2023,2023-06-01,6,FIRST OF JUN,STATE,MI,MICHIGAN,99674000.0,99.674,58000000.0,58.0,41674000.0,41.674,58.18969841683889,41.810301583161106,2024-01-09 15:00:00
CORN,2023,2023-09-01,9,FIRST OF SEP,STATE,MI,MICHIGAN,40322000.0,40.322,23000000.0,23.0,17322000.0,17.322,57.040821387827975,42.95917861217201,2024-01-09 15:00:00
CORN,2023,2023-12-01,12,FIRST OF DEC,STATE,MI,MICHIGAN,297957000.0,297.957,215000000.0,215.0,82957000.0,82.957,72.1580630762157,27.841936923784306,2025-01-10 12:00:00
CORN,2024,2024-03-01,3,FIRST OF MAR,STATE,MI,MICHIGAN,201378000.0,201.378,125000000.0,125.0,76378000.0,76.378,62.07232170346314,37.92767829653687,2025-01-10 12:00:00
CORN,2024,2024-06-01,6,FIRST OF JUN,STATE,MI,MICHIGAN,117974000.0,117.974,65000000.0,65.0,52974000.0,52.974,55.09688575448828,44.903114245511716,2025-01-10 12:00:00
CORN,2024,2024-09-01,9,FIRST OF SEP,STATE,MI,MICHIGAN,52406000.0,52.406,28000000.0,28.0,24406000.0,24.406,53.42899667976949,46.57100332023051,2025-01-10 12:00:00
CORN,2024,2024-12-01,12,FIRST OF DEC,STATE,MI,MICHIGAN,299877000.0,299.877,205000000.0,205.0,94877000.0,94.877,68.36136149154487,31.63863850845513,2026-01-12 12:00:00
CORN,2025,2025-03-01,3,FIRST OF MAR,STATE,MI,MICHIGAN,187248000.0,187.248,110000000.0,110.0,77248000.0,77.248,58.74562078099633,41.25437921900368,2026-01-12 12:00:00
CORN,2025,2025-06-01,6,FIRST OF JUN,STATE,MI,MICHIGAN,107997000.0,107.997,61000000.0,61.0,46997000.0,46.997,56.483050455105236,43.516949544894764,2026-01-12 12:00:00
CORN,2025,2025-09-01,9,FIRST OF SEP,STATE,MI,MICHIGAN,37842000.0,37.842,18500000.0,18.5,19342000.0,19.342,48.887479520109935,51.112520479890065,2026-01-12 12:00:00
CORN,2025,2025-12-01,12,FIRST OF DEC,STATE,MI,MICHIGAN,316532000.0,316.532,225000000.0,225.0,91532000.0,91.532,71.08286050067608,28.917139499323923,2026-03-31 12:00:00
CORN,2026,2026-03-01,3,FIRST OF MAR,STATE,MI,MICHIGAN,173613000.0,173.613,105000000.0,105.0,68613000.0,68.613,60.4793419847592,39.5206580152408,2026-06-30 12:00:00
CORN,2026,2026-06-01,6,FIRST OF JUN,STATE,MI,MICHIGAN,107095000.0,107.095,64000000.0,64.0,43095000.0,43.095,59.76002614501144,40.239973854988556,2026-06-30 12:00:00
CORN,2015,2015-03-01,3,FIRST OF MAR,STATE,MN,MINNESOTA,773702000.0,773.702,580000000.0,580.0,193702000.0,193.702,74.96426272647608,25.035737273523917,2019-02-06 15:00:06
CORN,2015,2015-06-01,6,FIRST OF JUN,STATE,MN,MINNESOTA,470581000.0,470.581,325000000.0,325.0,145581000.0,145.581,69.06356185226348,30.936438147736517,2019-02-06 15:00:06
CORN,2015,2015-09-01,9,FIRST OF SEP,STATE,MN,MINNESOTA,189597000.0,189.597,82000000.0,82.0,107597000.0,107.597,43.24962947725966,56.75037052274033,2019-02-06 15:00:06
CORN,2015,2015-12-01,12,FIRST OF DEC,STATE,MN,MINNESOTA,1281393000.0,1281.393,960000000.0,960.0,321393000.0,321.393,74.91846763639258,25.081532363607415,2019-02-06 15:00:06
CORN,2016,2016-03-01,3,FIRST OF MAR,STATE,MN,MINNESOTA,940048000.0,940.048,670000000.0,670.0,270048000.0,270.048,71.27295627457322,28.72704372542679,2019-02-06 15:00:06
CORN,2016,2016-06-01,6,FIRST OF JUN,STATE,MN,MINNESOTA,613371000.0,613.371,440000000.0,440.0,173371000.0,173.371,71.73472498699809,28.265275013001922,2019-02-06 15:00:06
CORN,2016,2016-09-01,9,FIRST OF SEP,STATE,MN,MINNESOTA,200494000.0,200.494,96000000.0,96.0,104494000.0,104.494,47.8817321216595,52.1182678783405,2019-02-06 15:00:06
CORN,2016,2016-12-01,12,FIRST OF DEC,STATE,MN,MINNESOTA,1478626000.0,1478.626,1110000000.0,1110.0,368626000.0,368.626,75.0696930799269,24.930306920073093,2019-02-06 15:00:06
CORN,2017,2017-03-01,3,FIRST OF MAR,STATE,MN,MINNESOTA,1052139000.0,1052.139,770000000.0,770.0,282139000.0,282.139,73.18424656818159,26.815753431818422,2019-02-06 15:00:06
CORN,2017,2017-06-01,6,FIRST OF JUN,STATE,MN,MINNESOTA,665534000.0,665.534,490000000.0,490.0,175534000.0,175.534,73.62508902625561,26.37491097374439,2019-02-06 15:00:06
CORN,2017,2017-09-01,9,FIRST OF SEP,STATE,MN,MINNESOTA,265327000.0,265.327,120000000.0,120.0,145327000.0,145.327,45.227210197228324,54.77278980277167,2019-02-06 15:00:06
CORN,2017,2017-12-01,12,FIRST OF DEC,STATE,MN,MINNESOTA,1517499000.0,1517.499,1120000000.0,1120.0,397499000.0,397.499,73.8056499542998,26.194350045700197,2019-02-06 15:00:06
CORN,2018,2018-03-01,3,FIRST OF MAR,STATE,MN,MINNESOTA,1081892000.0,1081.892,770000000.0,770.0,311892000.0,311.892,71.17161417220942,28.82838582779057,2019-02-06 15:00:06
CORN,2018,2018-06-01,6,FIRST OF JUN,STATE,MN,MINNESOTA,683961000.0,683.961,495000000.0,495.0,188961000.0,188.961,72.37254755753617,27.627452442463824,2019-02-06 15:00:06
CORN,2018,2018-09-01,9,FIRST OF SEP,STATE,MN,MINNESOTA,231662000.0,231.662,89000000.0,89.0,142662000.0,142.662,38.418040075627424,61.581959924372576,2019-02-06 15:00:06
CORN,2018,2018-12-01,12,FIRST OF DEC,STATE,MN,MINNESOTA,1315548000.0,1315.548,970000000.0,970.0,345548000.0,345.548,73.73353157771514,26.266468422284856,2024-01-09 15:00:00
CORN,2019,2019-03-01,3,FIRST OF MAR,STATE,MN,MINNESOTA,989837000.0,989.837,750000000.0,750.0,239837000.0,239.837,75.7700510286037,24.2299489713963,2024-01-09 15:00:00
CORN,2019,2019-06-01,6,FIRST OF JUN,STATE,MN,MINNESOTA,641468000.0,641.468,490000000.0,490.0,151468000.0,151.468,76.38728666122083,23.612713338779177,2024-01-09 15:00:00
CORN,2019,2019-09-01,9,FIRST OF SEP,STATE,MN,MINNESOTA,270885000.0,270.885,130000000.0,130.0,140885000.0,140.885,47.990844823449066,52.009155176550934,2024-01-09 15:00:00
CORN,2019,2019-12-01,12,FIRST OF DEC,STATE,MN,MINNESOTA,1289849000.0,1289.849,970000000.0,970.0,319849000.0,319.849,75.20260123471817,24.797398765281827,2024-01-09 15:00:00
CORN,2020,2020-03-01,3,FIRST OF MAR,STATE,MN,MINNESOTA,916802000.0,916.802,665000000.0,665.0,251802000.0,251.802,72.5347457793504,27.465254220649605,2024-01-09 15:00:00
CORN,2020,2020-06-01,6,FIRST OF JUN,STATE,MN,MINNESOTA,673982000.0,673.982,510000000.0,510.0,163982000.0,163.982,75.6696766382485,24.330323361751503,2024-01-09 15:00:00
CORN,2020,2020-09-01,9,FIRST OF SEP,STATE,MN,MINNESOTA,254389000.0,254.389,130000000.0,130.0,124389000.0,124.389,51.10283856613297,48.897161433867026,2024-01-09 15:00:00
CORN,2020,2020-12-01,12,FIRST OF DEC,STATE,MN,MINNESOTA,1410901000.0,1410.901,1040000000.0,1040.0,370901000.0,370.901,73.71176290894967,26.288237091050327,2024-01-09 15:00:00
CORN,2021,2021-03-01,3,FIRST OF MAR,STATE,MN,MINNESOTA,932034000.0,932.034,610000000.0,610.0,322034000.0,322.034,65.4482561794956,34.5517438205044,2024-01-09 15:00:00
CORN,2021,2021-06-01,6,FIRST OF JUN,STATE,MN,MINNESOTA,477600000.0,477.6,300000000.0,300.0,177600000.0,177.6,62.81407035175879,37.1859296482412,2024-01-09 15:00:00
CORN,2021,2021-09-01,9,FIRST OF SEP,STATE,MN,MINNESOTA,108116000.0,108.116,42000000.0,42.0,66116000.0,66.116,38.847164157016536,61.152835842983464,2024-01-09 15:00:00
CORN,2021,2021-12-01,12,FIRST OF DEC,STATE,MN,MINNESOTA,1227467000.0,1227.467,890000000.0,890.0,337467000.0,337.467,72.50704092248507,27.49295907751491,2024-01-09 15:00:00
CORN,2022,2022-03-01,3,FIRST OF MAR,STATE,MN,MINNESOTA,819621000.0,819.621,550000000.0,550.0,269621000.0,269.621,67.10418595912013,32.89581404087987,2024-01-09 15:00:00
